,001,YAOURTS,,,
,002,DESSERTS,,,
,003,SUISSES,,,
,004,"FROMAGES FRAIS",,,
,005,"CREME FRAICHE/PDTS BASE CREME",,,
,006,"JUS ET NECTAR FRUITS FRAIS",,,
,008,"LAIT FRAIS",,,
,016,"BEURRE ET SPEC.LAITIERES",,,
,017,"MARGARINE & GRAISSE A F",,,
,018,"PATE A TARTINER",,,
,019,"LAIT LONGUE CONSERVATION",,,
,020,"PRODUIT LAITIER UHT/ AUTRE UHT",,,
,021,OEUFS,,,
,022,"FROMAGES LIBRE SERVICE",,,
,023,"CUBE APERITIF",,,
,029,"OVOPRODUITS PRODUITS DE RHF)",,,
,031,"CHARCUTERIE PRE-EMBALLEE",,,
,032,"JB & SCISSON SEC LS/VERRINE",,,
,033,"TRAITEUR LS",,,
,034,"CHARCUTERIE HALLAL/CASHER",,,
,041,"POISSONS FUMES / SALES /SECHES",,,
,042,MARINADES,,,
,043,"PRODUITS CANAPES",,,
,044,"PRODUITS TRAITEURS DE LA MER",,,
,050,"POULET LS",,,
,051,"DINDE LS",,,
,052,"CANARD ET OIE LS",,,
,053,"PINTADE LS",,,
,054,"CAILLE PIGEON GIBIER LS",,,
,055,"LAPIN LS",,,
,056,"ABATS DE VOLAILLE CRU LS",,,
,057,"ELABORES CUITS ET CRUS LS",,,
,058,"ALIMENTS POUR ANIMAUX LS",,,
,060,"BOEUF LS",,,
,061,"VEAU LS",,,
,062,"AGNEAU LS",,,
,064,"PORC LS",,,
,065,"CHEVAL LS",,,
,066,"STEAK HACHE LS",,,
,067,"SNACK LS",,,
,068,"ABATS CRUS LS",,,
,069,"AUTRES VIANDES LS",,,
,070,"VIANDES POUR ANIMAUX LS",,,
,071,"DECOUPE VOLAILLE BOUCHERIE LS",,,
,080,"POTAGES ET ENTREES SURGELES",,,
,081,"POISSONS, F.DE MER,ESCARG. SRG",,,
,082,"VIANDES ET ABATS SURGELES",,,
,083,"GARNITURES DE P. DE TERRE SRG",,,
,084,"LEGUMES SURGELES",,,
,085,"PLATS CUISINES SURGELES",,,
,086,"PATISSERIES ET PATES SURGELEES",,,
,087,"FRUITS ET JUS DE FRT SURGELES",,,
,088,"AIDES CULINAIRES",,,
,090,"GLACES VRAC",,,
,091,"GLACES DETENTE",,,
,092,"SPEC.INDIV. A PARTAGER GLACES",,,
,100,"CHARCUTERIE COUPE",,,
,1000,GAZEIFIES,,,10
,1001,"NON GAZEIFIES",,,10
,1002,SIROPS,,,10
,1009,"SNACKING SOFTS DRINKS",,,10
,101,"TRAITEUR COUPE",,,
,1010,"BIERES ET PANACHES",,,10
,1011,CIDRES,,,10
,1019,"SNACKING BIERES ET CIDRES",,,10
,102,"STAND PIZZA QUICHE",,,
,1020,"EAUX PLATES",,,10
,1021,"EAUX GAZEUSES",,,10
,1022,"EAUX AROMATISEES",,,10
,1029,"SNACKING EAUX",,,10
,103,"STAND ROTISSERIE",,,
,1030,"VINS DE TABLES/PAYS",,,10
,1031,"VQPRD BLANCS",,,10
,1032,"VQPRD ROSES",,,10
,1033,"VQPRD ROUGES/HORS BORDEAUX",,,10
,1034,"VQPRD BORDEAUX ROUGES",,,10
,1035,"VINS FINS/ETRANGERS",,,10
,1036,CHAMPAGNES,,,10
,1037,"MOUSSEUX/VINS PETILL.",,,10
,1039,"SNACKING VINS",,,10
,104,"STAND SANDWICH",,,
,1040,APERITIFS,,,10
,1041,ALCOOLS,,,10
,1042,DIGESTIFS,,,10
,1049,"SNACKING SPIRITUEUX",,,10
,105,"CHARCUTERIE FRAIS EMBALLE",,,
,106,"TRAITEUR FRAIS EMBALLE",,,
,108,"STAND HMR",,,
,1098,"CAISSE RAYON 10",,,10
,1099,"REMBOURSEMENT LIQUIDE",,,10
,110,"FROMAGE A LA COUPE",,,
,1100,VITRES,,,11
,1101,"FOURS ET METAUX",,,11
,1102,"MEUBLES ET SOLS",,,11
,1103,"NETTOYANTS MULTI-USAGE",,,11
,1104,"ENTRETIEN SANITAIRE",,,11
,1105,EPONGES,,,11
,1106,"DETERGENT VAISSELLE",,,11
,1107,"DETERGENT LAVE-VAISSELLE",,,11
,1108,PAPIER-MENAGE,,,11
,1109,"DESODORISANT MAISON",,,11
,111,"AUTRE CREMERIE A LA COUPE",,,
,1110,CUIRS-CHAUSSURES,,,11
,1111,"PRODUITS FEUX",,,11
,1112,INSECTICIDES,,,11
,112,"FROMAGES FRAIS EMBALLES",,,
,1120,SAVONS-MENAGE,,,11
,1121,"ENTRETIEN LINGE",,,11
,1122,"PRODUITS DE LAVAGE",,,11
,1123,ADOUCISSANT,,,11
,1198,"CAISSE RAYON 11",,,11
,1199,"GESTION METIER DROGUERIE",,,11
,1200,"PAPIERS HYGIENIQUES",,,12
,1201,"MOUCHOIRS EN PAPIER",,,12
,1202,COUCHES,,,12
,1203,INCONTINENCE,,,12
,1204,"HYGIENE FEMININE",,,12
,1205,COTON,,,12
,1206,"PRODUITS NETTOYANTS",,,12
,1210,"SAVONS DE TOILETTE",,,12
,1211,"BAINS DOUCHES",,,12
,1212,DENTIFRICES,,,12
,1213,"BROSSES A DENTS",,,12
,1214,"HYGIENE BEBE",,,12
,1220,SHAMPOOINGS,,,12
,1221,"APRES-SHAMPOOINGS, SOINS",,,12
,1222,"TRAITEMENTS ET SOINS",,,12
,1223,FIXATEURS,,,12
,1224,COLORATION,,,12
,1230,MAQUILLAGE,,,12
,1231,"PARFUMERIE ALCOOLIQUE",,,12
,1232,DEODORANTS,,,12
,1233,"BROSSERIE ET ACCESSOIRES",,,12
,1240,"SOINS DU VISAGE",,,12
,1241,"SOINS DU CORPS",,,12
,1242,"SOINS DES MAINS",,,12
,1243,"SOINS DES PIEDS",,,12
,1244,"PRODUITS SOLAIRES",,,12
,1245,INSECTIFUGES,,,12
,1250,"TOILETTE HOMME",,,12
,1251,RASAGE,,,12
,1252,"PDS AP RASAGE, E DE T HOMME",,,12
,1253,DEODORANTS,,,12
,1260,"PANSEMENT ET COMPLEMENTS",,,12
,1261,"COMPLEMENTS ALIMENTAIRES",,,12
,1298,"CAISSE RAYON 12",,,12
,1299,"GESTION METIER PARFUMERIE",,,12
,135,"PORC TRAD",,,
,136,"VOLAILLE TRAD",,,
,139,"PRODUITS ELABORES TRAD",,,
,1400,PANIFICATION,,,14
,1401,"CEREALES ET BARRES",,,14
,1402,CONFITURES,,,14
,1403,"MIELS ET CREMES",,,14
,1404,"PATES A TARTINER",,,14
,1405,"CAFES TORREFIES",,,14
,1406,"CAFES SOLUBLES ET CHICOREE",,,14
,1407,"THES - INFUSIONS",,,14
,1408,"PETITS DEJ. INSTANTANES",,,14
,1409,LAITS,,,14
,1410,"BISCUITS SECS",,,14
,1411,"CHOCOLATES, FRUITES",,,14
,1412,GOUTERS,,,14
,1413,"ASSORTIMENT, DESSERTS",,,14
,1414,POCKETS,,,14
,1415,PATISSERIE,,,14
,1419,"SNACKING BISCUITS SUCRES",,,14
,1420,"TABLETTES DE CHOCOLAT",,,14
,1421,"CONFISERIE DE CHOCOLAT",,,14
,1422,"CONFISERIE DE SUCRE",,,14
,1423,"PATES DE FRUITS, NOUGATS",,,14
,1424,CHEWING-GUM,,,14
,1425,"CHOCOLATS SAISONNIERS NOEL",,,14
,1426,"CHOCOLATS SAISONNIERS PAQUES",,,14
,1429,"SNACKING CONFISERIE",,,14
,1430,"FRUITS AUX SIROP",,,14
,1431,COMPOTES,,,14
,1432,"DESSERTS PREPARES",,,14
,1433,"DESSERTS A PREPARER",,,14
,1434,"AIDES A LA PATISSERIE",,,14
,1435,SUCRES,,,14
,1436,FARINES,,,14
,1437,"PRODUITS DIETETIQUES BIO",,,14
,1439,"SNACKING DESSERTS, AIDE PATISS",,,14
,1440,"JUS FRUITS, FRUIT, GOUTER",,,14
,1441,"REPAS LEGUME,LEGUM/VIANDE",,,14
,1442,"FARINE CEREALE,PETIT DEJ",,,14
,1443,"LAITS INFANTILES",,,14
