"1","Guadeloupe","2018-06-07 13:09:37"
"2","Martinique","2018-06-07 13:09:37"
"3","Guyane_Fran├ºaise","2018-06-07 13:09:37"
"4","Sogedial","2018-06-07 13:09:37"
