"1-563","1-0442","JEAN'S 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-564","1-0442","PANTALON GARCON 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-565","1-0442","CHEMISE 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-566","1-0442","TRICOT GARCON 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-567","1-0442","SWEAT GARCON 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-568","1-0442","TEE SHIRT GARCON 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-569","1-0442","BAIN GARCON 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-570","1-0442","SPORT MISTE 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-571","1-0442","NUIT GARCON 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-572","1-0442","VETEMENT TRAVAIL 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-573","1-0442","ACCESSOIRES 2/16 ANS",NULL,"2017-07-28 09:00:02"
"1-590","1-0559","PATISSERIE INDUSTRIELLE F",NULL,"2017-07-28 09:00:02"
"1-591","1-0559","PAINS SPECIAUX",NULL,"2017-07-28 09:00:02"
"1-601","1-0446","SOUS VETEMENT BB 0-5 ANS",NULL,"2017-07-28 09:00:02"
"1-603","1-0446","SOUS VETEMENT FILLE 6/16A",NULL,"2017-07-28 09:00:02"
"1-604","1-0446","SOUS VETEM.GARCON 6/16A",NULL,"2017-07-28 09:00:02"
"1-606","1-0446","SOUS VETEMENT FEMME",NULL,"2017-07-28 09:00:02"
"1-607","1-0446","MAILLOT BAIN FEMME",NULL,"2017-07-28 09:00:02"
"1-608","1-0446","SOUS VETEMENT HOMME",NULL,"2017-07-28 09:00:02"
"1-621","1-0447","CHAUSSANT M BAS BB 14-15/",NULL,"2017-07-28 09:00:02"
"1-625","1-0447","CHAUSSANT MIXTE 27-30/39",NULL,"2017-07-28 09:00:02"
"1-626","1-0447","CHAUSSANT M BAS FE 37 40",NULL,"2017-07-28 09:00:02"
"1-628","1-0447","CHAUSSANT HOMME 39/40 45/",NULL,"2017-07-28 09:00:02"
"1-700","1-0440","COUVERTURE",NULL,"2017-07-28 09:00:02"
"1-701","1-0440","COUVRE-LIT",NULL,"2017-07-28 09:00:02"
"1-702","1-0440","PROTEGE MATELATS",NULL,"2017-07-28 09:00:02"
"1-703","1-0440","COUETTE",NULL,"2017-07-28 09:00:02"
"1-704","1-0440","OREILLER TRAVERSIN COUSSI",NULL,"2017-07-28 09:00:02"
"1-705","1-0440","LINGE DE LIT",NULL,"2017-07-28 09:00:02"
"1-706","1-0440","HOUSSE DE COUETTE",NULL,"2017-07-28 09:00:02"
"1-707","1-0440","LINGE DE TOILETTE",NULL,"2017-07-28 09:00:02"
"1-708","1-0440","PEIGNOIR DE BAIN",NULL,"2017-07-28 09:00:02"
"1-709","1-0440","DRAP DE PLAGE",NULL,"2017-07-28 09:00:02"
"1-710","1-0440","TAPIS DE BAIN",NULL,"2017-07-28 09:00:02"
"1-711","1-0440","LINGE DE TABLE",NULL,"2017-07-28 09:00:02"
"1-712","1-0440","LINGE D'OFFICE",NULL,"2017-07-28 09:00:02"
"1-713","1-0440","VOILAGE ET DOUBLE RIDEAUX",NULL,"2017-07-28 09:00:02"
"1-714","1-0440","MOUCHOIRS",NULL,"2017-07-28 09:00:02"
"1-715","1-0440","MERCERIE",NULL,"2017-07-28 09:00:02"
"1-716","1-0440","AMEUBLEMENT",NULL,"2017-07-28 09:00:02"
"1-721","1-0445","REPAS",NULL,"2017-07-28 09:00:02"
"1-722","1-0445","HYGIENE TOILETTE",NULL,"2017-07-28 09:00:02"
"1-723","1-0445","SECURITE PREVENTION",NULL,"2017-07-28 09:00:02"
"1-724","1-0445","ACCESSOIRE INTERIEUR",NULL,"2017-07-28 09:00:02"
"1-725","1-0445","ACCESSOIRE DE SORTIE",NULL,"2017-07-28 09:00:02"
"1-726","1-0445","ACCESSOIRES DE LIT",NULL,"2017-07-28 09:00:02"
"1-727","1-0445","JEUX",NULL,"2017-07-28 09:00:02"
"1-728","1-0445","MOBILIER",NULL,"2017-07-28 09:00:02"
"1-729","1-0445","SORTIES ROULANTES",NULL,"2017-07-28 09:00:02"
"1-730","1-0445","SORTIES AUTO",NULL,"2017-07-28 09:00:02"
"1-741","1-0461","CHAPELLERIE",NULL,"2017-07-28 09:00:02"
"1-742","1-0461","CEINTURE BRETELLE",NULL,"2017-07-28 09:00:02"
"1-743","1-0461","GANTS ECHARPES",NULL,"2017-07-28 09:00:02"
"1-744","1-0461","CRAVATE POCHETTE NOEUD PA",NULL,"2017-07-28 09:00:02"
"1-745","1-0461","FOULARD CHALE",NULL,"2017-07-28 09:00:02"
"1-746","1-0461","MAROQUINERIE",NULL,"2017-07-28 09:00:02"
"1-747","1-0461","PARAPLUIE",NULL,"2017-07-28 09:00:02"
"1-748","1-0461","BIJOUX",NULL,"2017-07-28 09:00:02"
"1-763","1-0460","CHAUSSURES BEBE",NULL,"2017-07-28 09:00:02"
"1-765","1-0460","CHAUSSURE FILLE",NULL,"2017-07-28 09:00:02"
"1-767","1-0460","CHAUSSURE GARCON",NULL,"2017-07-28 09:00:02"
"1-769","1-0460","CHAUSSURES FEMMES",NULL,"2017-07-28 09:00:02"
"1-771","1-0460","CHAUSSURES HOMMES",NULL,"2017-07-28 09:00:02"
"1-772","1-0460","CHAUSSURE SPORTSWEAR",NULL,"2017-07-28 09:00:02"
"1-773","1-0460","CHAUSSURES PLAGE",NULL,"2017-07-28 09:00:02"
"1-775","1-0460","SPORT BEBE",NULL,"2017-07-28 09:00:02"
"1-776","1-0460","SPORT ENFANT",NULL,"2017-07-28 09:00:02"
"1-777","1-0460","SPORT FEMME",NULL,"2017-07-28 09:00:02"
"1-778","1-0460","SPORT HOMME",NULL,"2017-07-28 09:00:02"
"1-780","1-0460","PANTOUFLE BEBE",NULL,"2017-07-28 09:00:02"
"1-782","1-0460","PANTOUFLE ENFANT",NULL,"2017-07-28 09:00:02"
"1-784","1-0460","PANTOUFLE FEMME",NULL,"2017-07-28 09:00:02"
"1-786","1-0460","PANTOUFLE HOMME",NULL,"2017-07-28 09:00:02"
"1-788","1-0460","CHAUSSURE SKI",NULL,"2017-07-28 09:00:02"
"1-789","1-0460","BOTTE DE PLUIE ET TRAVAIL",NULL,"2017-07-28 09:00:02"
"1-790","1-0460","ACCESSOIRE CHAUSSURE",NULL,"2017-07-28 09:00:02"
"1-800","1-0880","PETIT DEJEUNER",NULL,"2017-07-28 09:00:02"
"1-801","1-0880","PREPARATION ALIMENTAIRE",NULL,"2017-07-28 09:00:02"
"1-803","1-0880","ENTRETIEN DU LINGE",NULL,"2017-07-28 09:00:02"
"1-804","1-0880","HYGIENE ET BEAUTE",NULL,"2017-07-28 09:00:02"
"1-805","1-0880","RASOIR",NULL,"2017-07-28 09:00:02"
"1-806","1-0880","ENTRETIEN DES SOLS",NULL,"2017-07-28 09:00:02"
"1-807","1-0880","BIEN ETRE DANS LA MAISON",NULL,"2017-07-28 09:00:02"
"1-808","1-0880","PIECES DETACHEES",NULL,"2017-07-28 09:00:02"
"1-809","1-0881","LAVE LINGE SECHE LINGE",NULL,"2017-07-28 09:00:02"
"1-810","1-0881","LAVE VAISSELLE",NULL,"2017-07-28 09:00:02"
"1-811","1-0881","REFRIGERATEUR",NULL,"2017-07-28 09:00:02"
"1-812","1-0881","CONGELATEURS",NULL,"2017-07-28 09:00:02"
"1-813","1-0881","CUISINIERES",NULL,"2017-07-28 09:00:02"
"1-814","1-0881","ENCASTRABLE",NULL,"2017-07-28 09:00:02"
"1-815","1-0881","MATERIEL PROFESSIONNEL",NULL,"2017-07-28 09:00:02"
"1-816","1-0881","MICRO ONDES",NULL,"2017-07-28 09:00:02"
"1-817","1-0881","PIECES DETACHEES GEM",NULL,"2017-07-28 09:00:02"
"1-818","1-0882","POSTERS",NULL,"2017-07-28 09:00:02"
"1-819","1-0882","CADRES",NULL,"2017-07-28 09:00:02"
"1-820","1-0882","APPAREILS",NULL,"2017-07-28 09:00:02"
"1-821","1-0882","PELLICULES",NULL,"2017-07-28 09:00:02"
"1-822","1-0882","TRAVAUX PHOTOS",NULL,"2017-07-28 09:00:02"
"1-823","1-0882","AUTRES PRODUITS",NULL,"2017-07-28 09:00:02"
"1-824","1-0882","ACCESSOIRES PHOTO",NULL,"2017-07-28 09:00:02"
"1-825","1-0882","ALBUMS",NULL,"2017-07-28 09:00:02"
"1-826","1-0882","SOUS VERRE",NULL,"2017-07-28 09:00:02"
"1-827","1-0882","CHASSE",NULL,"2017-07-28 09:00:02"
"1-828","1-0882","PILES PHOTO",NULL,"2017-07-28 09:00:02"
"1-830","1-0883","TELEPHONIE",NULL,"2017-07-28 09:00:02"
"1-831","1-0883","CONSOMMABLES DIVERS",NULL,"2017-07-28 09:00:02"
"1-832","1-0897","CONSOLES DE JEUX",NULL,"2017-07-28 09:00:02"
"1-835","1-0883","CALCULATRICES",NULL,"2017-07-28 09:00:02"
"1-836","1-0883","EQUIPEMENT BUREAU",NULL,"2017-07-28 09:00:02"
"1-837","1-0897","LOGICIELS CONSOLES",NULL,"2017-07-28 09:00:02"
"1-838","1-9999","ACCESSOIRES",NULL,"2017-07-28 09:00:02"
"1-839","1-0897","LOGICIELS PC CD ROM",NULL,"2017-07-28 09:00:02"
"1-840","1-0884","CD CLASSIQUE",NULL,"2017-07-28 09:00:02"
"1-841","1-0884","C D divers",NULL,"2017-07-28 09:00:02"
"1-842","1-0884","CD VARIETES",NULL,"2017-07-28 09:00:02"
"1-843","1-0884","K7",NULL,"2017-07-28 09:00:02"
"1-844","1-0884","MINI DISC",NULL,"2017-07-28 09:00:02"
"1-845","1-0884","DEPOT VENTE DEBS",NULL,"2017-07-28 09:00:02"
"1-848","1-0884","ACCESSOIRES 08",NULL,"2017-07-28 09:00:02"
"1-854","1-8098","TABAC METI",NULL,"2017-07-28 09:00:02"
"1-860","1-0886","K7 VIDEO",NULL,"2017-07-28 09:00:02"
"1-861","1-0886","DVD",NULL,"2017-07-28 09:00:02"
"1-862","1-0886","LASER DISC",NULL,"2017-07-28 09:00:02"
"1-870","1-0887","TELEVISEUR",NULL,"2017-07-28 09:00:02"
"1-871","1-0887","ANTENNES SATELITES",NULL,"2017-07-28 09:00:02"
"1-872","1-0887","MAGNETOSCOPES",NULL,"2017-07-28 09:00:02"
"1-873","1-0887","ACCESSOIRES TV/VIDEO",NULL,"2017-07-28 09:00:02"
"1-874","1-0887","CAMESCOPE",NULL,"2017-07-28 09:00:02"
"1-876","1-0887","LASER DISC VIDEO",NULL,"2017-07-28 09:00:02"
"1-877","1-0887","ABONNEMENT CANAL +",NULL,"2017-07-28 09:00:02"
"1-878","1-0887","CONSOLE INTERNET",NULL,"2017-07-28 09:00:02"
"1-879","1-0887","TPS",NULL,"2017-07-28 09:00:02"
"1-880","1-0888","PETIT SON",NULL,"2017-07-28 09:00:02"
"1-881","1-0888","AUTO RADIO",NULL,"2017-07-28 09:00:02"
"1-882","1-0888","BALADEUR",NULL,"2017-07-28 09:00:02"
"1-883","1-0888","RADIO K7",NULL,"2017-07-28 09:00:02"
"1-884","1-0888","CHAINES HI FI",NULL,"2017-07-28 09:00:02"
"1-885","1-0888","PLATINE LASER",NULL,"2017-07-28 09:00:02"
"1-886","1-0888","ELEMENTS SEPARES",NULL,"2017-07-28 09:00:02"
"1-887","1-0888","ACCESSOIRES SON",NULL,"2017-07-28 09:00:02"
"1-891",NULL,"LA POSTE",NULL,"2017-07-28 09:00:02"
"1-933","1-0337","MOTO TECHNIQUE",NULL,"2017-07-28 09:00:02"
"1-934","1-0337","EQUIPEMENT MOTO",NULL,"2017-07-28 09:00:02"
"1-935","1-0337","EQUIPEMENT PILOTE",NULL,"2017-07-28 09:00:02"
"1-940","1-0894","MICRO ORDINATEURS",NULL,"2017-07-28 09:00:02"
"1-941","1-0894","PERIPHERIQUES",NULL,"2017-07-28 09:00:02"
"1-942","1-0894","ACCESOIRES MICRO",NULL,"2017-07-28 09:00:02"
"1-943","1-0894","CONSOMMABLES MICRO",NULL,"2017-07-28 09:00:02"
"1-944","1-0894","MOBILIER MICRO",NULL,"2017-07-28 09:00:02"
"1-945","1-0894","SUPPORTS MAGNETIQUES",NULL,"2017-07-28 09:00:02"
"1-946","1-0894","INTERNET",NULL,"2017-07-28 09:00:02"
"1-989","1-0883","ABONNEMENTS FILAIRES",NULL,"2017-07-28 09:00:02"
"1-990","1-9999","SAV BLANC",NULL,"2017-07-28 09:00:02"
"1-991","1-9999","SAV PEM",NULL,"2017-07-28 09:00:02"
"1-992","1-9999","SAV BRUN",NULL,"2017-07-28 09:00:02"
"1-993","1-9999","EXTENSION DE GARANTIE",NULL,"2017-07-28 09:00:02"
"1-994","1-9999","ABONNEMENT CANAL +",NULL,"2017-07-28 09:00:02"
"1-995","1-9999","LIVRAISON",NULL,"2017-07-28 09:00:02"
"1-999","1-0111","liaison caisse",NULL,"2017-07-28 09:00:02"
"2-001","2-0221","YAOURTS",NULL,"2016-06-16 23:19:31"
"2-002","2-0221","DESSERTS",NULL,"2016-06-16 23:19:31"
"2-003","2-0221","SUISSES",NULL,"2016-06-16 23:19:31"
"2-004","2-0221","FROMAGES FRAIS",NULL,"2016-06-16 23:19:31"
"2-005","2-0221","CREME FRAICHE/PDTS BASES",NULL,"2016-06-16 23:19:31"
"2-006","2-0221","JUS & NECTAR FRUITS FRAIS",NULL,"2016-06-16 23:19:31"
"2-007","2-0221","PETITS DEJEUNERS FRAIS",NULL,"2016-06-16 23:19:31"
"2-008","2-0221","LAIT FRAIS",NULL,"2016-06-16 23:19:31"
"2-016","2-0222","BEURRE ET SPEC. LAITIERES",NULL,"2016-06-16 23:19:31"
"2-017","2-0222","MARGARINE & GRAISSE A.F.",NULL,"2016-06-16 23:19:31"
"2-018","2-0222","PATE A TARTINER",NULL,"2016-06-16 23:19:31"
"2-019","2-0222","LAIT LONGUE CONSERVATION",NULL,"2016-06-16 23:19:31"
"2-020","2-0222","PRODUIT LAITIER UHT/AUTRE",NULL,"2016-06-16 23:19:31"
"2-021","2-0222","OEUFS",NULL,"2016-06-16 23:19:31"
"2-022","2-0222","FROMAGES LIBRE SERVICE",NULL,"2016-06-16 23:19:31"
"2-023","2-0222","CUBE APERITIF",NULL,"2016-06-16 23:19:31"
"2-029","2-0222","OVOPRDTS PRDTS DE R.H.F.",NULL,"2016-06-16 23:19:31"
"2-030","2-0222","CREMERIE AVION",NULL,"2016-06-16 23:19:32"
"2-031","2-0223","CHARCUTERIE PRE-EMBALLEE",NULL,"2016-06-16 23:19:31"
"2-032","2-0223","SAUCISSON SEC ET VERRINE",NULL,"2016-06-16 23:19:31"
"2-033","2-0223","TRAITEUR L.S.",NULL,"2016-06-16 23:19:31"
"2-034","2-0223","CHARCUTERIE HALLAL/CASHER",NULL,"2016-06-16 23:19:31"
"2-035","2-0223","CHARCUTERIE AVION",NULL,"2016-06-16 23:19:32"
"2-041","2-0224","POISSONS FUMES/SALES/SECS",NULL,"2016-06-16 23:19:31"
"2-042","2-0224","MARINADES",NULL,"2016-06-16 23:19:31"
"2-043","2-0224","PRODUITS CANAPES",NULL,"2016-06-16 23:19:31"
"2-044","2-0224","PRDTS TRAITEUR DE LA MER",NULL,"2016-06-16 23:19:31"
"2-050","2-0225","POULET LS",NULL,"2016-06-16 23:19:32"
"2-051","2-0225","DINDE LS",NULL,"2016-06-16 23:19:32"
"2-052","2-0225","CANARD ET OIE LS",NULL,"2016-06-16 23:19:32"
"2-053","2-0225","PINTADE LS",NULL,"2016-06-16 23:19:32"
"2-054","2-0225","CAILLE PIGEON GIBIER LS",NULL,"2016-06-16 23:19:32"
"2-055","2-0225","LAPIN LS",NULL,"2016-06-16 23:19:32"
"2-056","2-0225","ABATS DE VOLAILLE CRU LS",NULL,"2016-06-16 23:19:32"
"2-057","2-0225","ELABORES CUITS ET CRUS LS",NULL,"2016-06-16 23:19:32"
"2-058","2-0225","ALIMENTS POUR ANIMAUX LS",NULL,"2016-06-16 23:19:32"
"2-060","2-0552","BOEUF LS",NULL,"2016-06-16 23:19:31"
"2-061","2-0552","VEAU LS",NULL,"2016-06-16 23:19:31"
"2-062","2-0552","AGNEAU LS",NULL,"2016-06-16 23:19:31"
"2-063","2-0552","MOUTONS LS",NULL,"2016-06-16 23:19:31"
"2-064","2-0552","PORCS LS",NULL,"2016-06-16 23:19:31"
"2-065","2-0552","CHEVAL LS",NULL,"2016-06-16 23:19:31"
"2-066","2-0552","STEAK HACHE LS",NULL,"2016-06-16 23:19:31"
"2-067","2-0552","PDT ELABORES LS",NULL,"2016-06-16 23:19:31"
"2-068","2-0552","ABATS CRUS LS",NULL,"2016-06-16 23:19:31"
"2-069","2-0552","AUTRES VIANDES LS",NULL,"2016-06-16 23:19:31"
"2-070","2-0552","VIANDES POUR ANIMAUX LS",NULL,"2016-06-16 23:19:31"
"2-071","2-0552","DECOUPE VOLAILLE BOUCH LS",NULL,"2016-06-16 23:19:31"
"2-080","2-0226","POTAGE & ENTREE SURGELES",NULL,"2016-06-16 23:19:31"
"2-081","2-0226","POISSON F.DE MER ESCAR.SU",NULL,"2016-06-16 23:19:31"
"2-082","2-0226","VIANDES ET ABATS SURGELES",NULL,"2016-06-16 23:19:31"
"2-083","2-0226","GARNITURES P.D.TERRE SURG",NULL,"2016-06-16 23:19:31"
"2-084","2-0226","LEGUMES SURGELES",NULL,"2016-06-16 23:19:31"
"2-085","2-0226","PLATS CUISINES SURGELES",NULL,"2016-06-16 23:19:31"
"2-086","2-0226","PATISSERIE ET PATES SURGE",NULL,"2016-06-16 23:19:31"
"2-087","2-0226","FRUITS ET JUS DE FRT SURG",NULL,"2016-06-16 23:19:31"
"2-088","2-0226","AIDES CULINAIRES",NULL,"2016-06-16 23:19:31"
"2-090","2-0227","GLACES VRAC",NULL,"2016-06-16 23:19:31"
"2-091","2-0227","GLACES DETENTE",NULL,"2016-06-16 23:19:31"
"2-092","2-0227","SPEC.IND.A PARTAGER GLACE",NULL,"2016-06-16 23:19:31"
"2-100","2-0550","CHARCUTERIE COUPE",NULL,"2016-06-16 23:19:31"
"2-101","2-0550","TRAITEUR COUPE",NULL,"2016-06-16 23:19:31"
"2-102","2-0558","STAND PIZZA",NULL,"2016-06-16 23:19:31"
"2-103","2-0558","STAND ROTISSERIE",NULL,"2016-06-16 23:19:31"
"2-104","2-0558","STAND SANDWICH",NULL,"2016-06-16 23:19:31"
"2-105","2-0550","CHARCUTERIE FRAIS EMBALLE",NULL,"2016-06-16 23:19:31"
"2-106","2-0550","TRAITEUR FRAIS EMBALLE",NULL,"2016-06-16 23:19:31"
"2-108","2-0558","STAND HMR",NULL,"2016-06-16 23:19:31"
"2-110","2-0551","FROMAGE A LA COUPE",NULL,"2016-06-16 23:19:31"
"2-111","2-0551","AUTRE CREMERIE A LA COUPE",NULL,"2016-06-16 23:19:31"
"2-112","2-0551","FROMAGES FRAIS EMBALLES",NULL,"2016-06-16 23:19:31"
"2-131","2-0557","BOEUF TRADITIONNELLE",NULL,"2016-06-16 23:19:31"
"2-132","2-0557","VEAU TRADITIONNEL",NULL,"2016-06-16 23:19:31"
"2-133","2-0557","GIGOT",NULL,"2016-06-16 23:19:31"
"2-134","2-0557","MOUTON TRADITIONNEL",NULL,"2016-06-16 23:19:31"
"2-135","2-0557","PORC TRADITIONNEL",NULL,"2016-06-16 23:19:31"
"2-136","2-0557","VOLAILLE TRADITIONNELLE",NULL,"2016-06-16 23:19:31"
"2-137","2-0557","CHEVAL TRADITIONNEL",NULL,"2016-06-16 23:19:31"
"2-138","2-0557","AUTRES VIANDES TRADITIONN",NULL,"2016-06-16 23:19:31"
"2-139","2-0557","PRODUITS ELABORES TRADITI",NULL,"2016-06-16 23:19:31"
"2-140","2-0557","ABATS CRUS TRADITIONNELS",NULL,"2016-06-16 23:19:31"
"2-141","2-0557","VIANDE POUR ANIMAUX TRADI",NULL,"2016-06-16 23:19:31"
"2-151","2-0553","POISSON DE LA MER",NULL,"2016-06-16 23:19:31"
"2-152","2-0553","POISSON EAU DOUCE",NULL,"2016-06-16 23:19:31"
"2-153","2-0553","POISSON FUME SALE",NULL,"2016-06-16 23:19:31"
"2-154","2-0553","COQUILLAGE ET MOLLUSQUE",NULL,"2016-06-16 23:19:31"
"2-155","2-0553","CRUSTACES FRAIS ET CONGEL",NULL,"2016-06-16 23:19:31"
"2-156","2-0553","PRDTS TRAITEUR DE LA MER",NULL,"2016-06-16 23:19:31"
"2-157","2-0553","POISSONNERIE FRAICHE PREE",NULL,"2016-06-16 23:19:31"
"2-158","2-0553","POISSON DE LA MER IMPORTE",NULL,"2016-06-16 23:19:31"
"2-161","2-0554","PAINS",NULL,"2016-06-16 23:19:31"
"2-162","2-0554","VIENNOISERIES",NULL,"2016-06-16 23:19:31"
"2-163","2-0555","PATISSERIE FRAICHE",NULL,"2016-06-16 23:19:31"
"2-165","2-0555","PATISSERIE SECHE",NULL,"2016-06-16 23:19:31"
"2-166","2-0555","GALETTES ROIS HORS BRIOCH",NULL,"2016-06-16 23:19:31"
"2-167","2-0555","CHOCOLAT FRAIS",NULL,"2016-06-16 23:19:31"
"2-168","2-0555","GLACES INDIVIDUELLES",NULL,"2016-06-16 23:19:31"
"2-169","2-0554","MATIERE PREMIERE BOULANGE",NULL,"2016-06-16 23:19:31"
"2-170","2-0555","MATIERE PREMIERE PATISSER",NULL,"2016-06-16 23:19:31"
"2-181","2-0556","FRUITS FRAIS",NULL,"2016-06-16 23:19:31"
"2-182","2-0556","FRUITS SECS",NULL,"2016-06-16 23:19:31"
"2-183","2-0556","LEGUMES FRAIS",NULL,"2016-06-16 23:19:31"
"2-184","2-0556","LEGUMES SECS",NULL,"2016-06-16 23:19:31"
"2-185","2-0556","4EME GAMME",NULL,"2016-06-16 23:19:31"
"2-186","2-0556","5EME GAMME",NULL,"2016-06-16 23:19:31"
"2-190","2-0528","FLEURS COUPES",NULL,"2016-06-16 23:19:31"
"2-201","2-0114","PANIFICATION SECHE",NULL,"2016-06-16 23:19:31"
"2-202","2-0114","PAINS SPECIAUX EMBALLES",NULL,"2016-06-16 23:19:31"
"2-203","2-0114","BISCUITERIE SUCREE",NULL,"2016-06-16 23:19:31"
"2-204","2-0114","PATISSERIE INDUSTRIELLE",NULL,"2016-06-16 23:19:31"
"2-205","2-0114","PRODUITS POUR APERITIF",NULL,"2016-06-16 23:19:31"
"2-206","2-0114","CAFES TORREFIES",NULL,"2016-06-16 23:19:31"
"2-207","2-0114","CAFES CHICOREES SOLUBLES",NULL,"2016-06-16 23:19:31"
"2-208","2-0114","POUDRES CHOCOLATEES",NULL,"2016-06-16 23:19:31"
"2-209","2-0114","CEREALES",NULL,"2016-06-16 23:19:31"
"2-210","2-0114","THES ET INFUSIONS",NULL,"2016-06-16 23:19:31"
"2-211","2-0114","CHOCOLAT EN TABLETTES",NULL,"2016-06-16 23:19:31"
"2-212","2-0114","CONFISERIE DE SUCRE",NULL,"2016-06-16 23:19:31"
"2-213","2-0114","CONFISERIE DE CHOCOLAT",NULL,"2016-06-16 23:19:31"
"2-214","2-0114","ENTREMETS ET DESSERTS",NULL,"2016-06-16 23:19:31"
"2-215","2-0114","PRODUITS POUR PATISSERIE",NULL,"2016-06-16 23:19:31"
"2-216","2-0114","LAITS CCENTRES ET POUDRES",NULL,"2016-06-16 23:19:31"
"2-217","2-0114","SUCRES",NULL,"2016-06-16 23:19:31"
"2-218","2-0114","CHOCOLATS DE FETE",NULL,"2016-06-16 23:19:31"
"2-219","2-0114","PRODUITS DIETETIQUES",NULL,"2016-06-16 23:19:31"
"2-220","2-0114","EPICERIE FINE",NULL,"2016-06-16 23:19:31"
"2-221","2-0114","FARINES",NULL,"2016-06-16 23:19:31"
"2-222","2-0114","PUREE FECULE SEMOULE",NULL,"2016-06-16 23:19:31"
"2-223","2-0114","PATES ALIMENTAIRES",NULL,"2016-06-16 23:19:31"
"2-224","2-0114","RIZ",NULL,"2016-06-16 23:19:31"
"2-225","2-0114","LEGUMES SECS",NULL,"2016-06-16 23:19:31"
"2-226","2-0114","POTAGES ET BOUILLONS",NULL,"2016-06-16 23:19:31"
"2-227","2-0114","CONDIMENTS ET SAUCES",NULL,"2016-06-16 23:19:31"
"2-228","2-0114","SELS POIVRES EPICES",NULL,"2016-06-16 23:19:31"
"2-229","2-0114","CHIPS NATURE",NULL,"2016-06-16 23:19:31"
"2-230","2-0114","HUILES ALIMENTAIRES",NULL,"2016-06-16 23:19:31"
"2-231","2-0114","VINAIGRES ET VINAIGRETTES",NULL,"2016-06-16 23:19:31"
"2-232","2-0114","CONFIT.PATES TARTIN. MIEL",NULL,"2016-06-16 23:19:31"
"2-233","2-0114","FRUITS AU SIROP",NULL,"2016-06-16 23:19:31"
"2-234","2-0114","CONSERVES DE LEGUMES",NULL,"2016-06-16 23:19:31"
"2-235","2-0114","CONSERVES DE POISSON",NULL,"2016-06-16 23:19:31"
"2-236","2-0114","CONSERVES DE VIANDES",NULL,"2016-06-16 23:19:31"
"2-237","2-0114","PLATS CUISINES",NULL,"2016-06-16 23:19:31"
"2-238","2-0114","ALIMENTS POUR ENFANTS",NULL,"2016-06-16 23:19:31"
"2-239","2-0114","ALIMENTS POUR ANIMAUX",NULL,"2016-06-16 23:19:31"
"2-261","2-0111","BOISSONS SANS ALCOOL",NULL,"2016-06-16 23:19:31"
"2-262","2-0111","BIERES CIDRES",NULL,"2016-06-16 23:19:31"
"2-263","2-0111","EAUX MINERALES",NULL,"2016-06-16 23:19:31"
"2-264","2-0111","VINS CONSOMMATION COURANT",NULL,"2016-06-16 23:19:31"
"2-265","2-0111","VINS ETRANGERS",NULL,"2016-06-16 23:19:31"
"2-266","2-0111","VINS FINS",NULL,"2016-06-16 23:19:31"
"2-267","2-0111","CHAMPAGNES MOUSSEUX",NULL,"2016-06-16 23:19:31"
"2-268","2-0111","APERITIFS",NULL,"2016-06-16 23:19:31"
"2-269","2-0111","ALCOOLS ET SPIRITUEUX",NULL,"2016-06-16 23:19:31"
"2-270","2-0111","ALCOOLS DE GRAINS",NULL,"2016-06-16 23:19:31"
"2-271","2-0111","FLASQUES",NULL,"2016-06-16 23:19:31"
"2-272","2-0111","ALCOOLS ET DERIVES(us.pro",NULL,"2016-06-16 23:19:31"
"2-281","2-0112","LAVAGE",NULL,"2016-06-16 23:19:31"
"2-282","2-0112","PRODUITS D'ENTRETIEN",NULL,"2016-06-16 23:19:31"
"2-283","2-0112","DROGUERIE",NULL,"2016-06-16 23:19:31"
"2-284","2-0112","HYGIENE PAPIER",NULL,"2016-06-16 23:19:31"
"2-285","2-0112","HYGIENE PARFUMERIE",NULL,"2016-06-16 23:19:31"
"2-286","2-0112","BEAUTE",NULL,"2016-06-16 23:19:31"
"2-287","2-0112","CAPILLAIRES",NULL,"2016-06-16 23:19:31"
"2-288","2-0112","PARAPHARMACIE",NULL,"2016-06-16 23:19:31"
"2-289","2-0558","EMBALLAGE PIZZA/ROTISSERI",NULL,"2016-06-16 23:19:31"
"2-290","2-0331","SACS CLIENTELE (payants)",NULL,"2016-06-16 23:19:31"
"2-291","2-0552","EMBALLAGE BOUCHERIE",NULL,"2016-06-16 23:19:31"
"2-292","2-0556","EMBALLAGES FRUITS LEGUMES",NULL,"2016-06-16 23:19:31"
"2-293","2-0553","EMBALLAGE POISSONNERIE",NULL,"2016-06-16 23:19:31"
"2-294","2-0554","EMBALLAGE BOULANGERIE",NULL,"2016-06-16 23:19:31"
"2-295","2-0555","EMBALLAGE PATISSERIE",NULL,"2016-06-16 23:19:31"
"2-296","2-0550","EMBALLAGE TRAITEUR",NULL,"2016-06-16 23:19:31"
