"005819","1","SEC","EPI","00000","AM","","","LAGO COOKIES PEPITE CHOCO 350G","LAGO COOKIES PEPITE CHOCO 350G","LAGO COOKIES PEPITE CHOCO 350G","LAGO COOKIES PEPITE CHOCO 350G","","","","","","","8004800006554","","","","SEC","","","1","","NOUVEAUTE","","0","","","","","NON","","","","12.00","","301","","","","",""
"005820","1","SEC","EPI","00000","AM","","","LAGO COOKIES GRAS REDUIT 350G","LAGO COOKIES GRAS REDUIT 350G","LAGO COOKIES GRAS REDUIT 350G","LAGO COOKIES GRAS REDUIT 350G","","","","","","","8004800006561","","","","SEC","","","1","","NOUVEAUTE","","0","","","","","NON","","","","12.00","","301","","","","",""
"005821","1","SEC","EPI","00000","AM","","","LAGO COOKIES SANS SUCRE 350G","LAGO COOKIES SANS SUCRE 350G","LAGO COOKIES SANS SUCRE 350G","LAGO COOKIES SANS SUCRE 350G","","","","","","","8004800006578","","","","SEC","","","1","","NOUVEAUTE","","0","","","","","NON","","","","12.00","","301","","","","",""
"005851","1","SEC","EPI","00000","AA","A6","","CONF ABRICOT 325G PAYS D'OC","CONF ABRICOT 325G PAYS D'OC","CONF ABRICOT 325G PAYS D'OC","CONF ABRICOT 325G PAYS D'OC","","","","","","","3560070988402","","","","SEC","","","1","","","","0","","","","","NON","","","","6.00","","301","","","","",""
"005978","1","SEC","EPI","00000","AN","","","KINDER CHOCOLAT M.ETOILE 42G","KINDER CHOCOLAT M.ETOILE 42G","KINDER CHOCOLAT M.ETOILE 42G","KINDER CHOCOLAT M.ETOILE 42G","","","","","","","4008400204628","","","","SEC","","","1","","","","0","","","","","NON","","","","140.00","","301","","","","",""
"006003","1","SEC","EPI","00000","AN","","","TUILES CHOCO E.DES FETES 125G","TUILES CHOCO E.DES FETES 125G","TUILES CHOCO E.DES FETES 125G","TUILES CHOCO E.DES FETES 125G","","","","","","","3560070981427","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
"006011","1","SEC","EPI","00000","AM","","","LAGO SNEK C.NOISETTE 200G","LAGO SNEK C.NOISETTE 200G","LAGO SNEK C.NOISETTE 200G","LAGO SNEK C.NOISETTE 200G","","","","","","","8004800002495","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
"006012","1","SEC","EPI","00000","AM","","","LAGO SNEK C.LAIT CACAO 200G","LAGO SNEK C.LAIT CACAO 200G","LAGO SNEK C.LAIT CACAO 200G","LAGO SNEK C.LAIT CACAO 200G","","","","","","","8004800002488","","","","SEC","","","1","","NOUVEAUTE","","0","","","","","NON","","","","12.00","","301","","","","",""
"006013","1","SEC","EPI","00000","AM","","","LAGO SNEK C.CACAO 200G","LAGO SNEK C.CACAO 200G","LAGO SNEK C.CACAO 200G","LAGO SNEK C.CACAO 200G","","","","","","","8004800002471","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
"006014","1","SEC","EPI","00000","AM","","","LAGO M.POKER CREME CHOCO 480G","LAGO M.POKER CREME CHOCO 480G","LAGO M.POKER CREME CHOCO 480G","LAGO M.POKER CREME CHOCO 480G","","","","","","","8004800003300","","","","SEC","","","1","","NOUVEAUTE","","0","","","","","NON","","","","4.00","","301","","","","",""
