"","SFG","301","000786","","432,00",""
"","SFG","301","000921","","16,00",""
"","SFG","301","001949","",",00",""
"","SFG","301","002023","","341,00",""
"","SFG","301","002110","","336,00",""
"","SFG","301","004372","",",00",""
"","SFG","301","004457","","4446,00",""
"","SFG","301","004877","","4037,00",""
"","SFG","301","004896","","4039,00",""
"","SFG","301","004897","","3831,00",""
"","SFG","301","005391","",",00",""
"","SFG","301","005555","","600,00",""
"","SFG","301","005564","","384,00",""
"","SFG","301","005565","","400,00",""
"","SFG","301","005567","","300,00",""
"","SFG","301","005701","","256,00",""
"","SFG","301","005703","","40,00",""
"","SFG","301","005704","","64,00",""
"","SFG","301","005705","","64,00",""
"","SFG","301","005706","","108,00",""
"","SFG","301","005707","","108,00",""
"","SFG","301","005708","","256,00",""
"","SFG","301","005709","","256,00",""
"","SFG","301","005710","","384,00",""
"","SFG","301","005712","","700,00",""
"","SFG","301","005745","","61,00",""
"","SFG","301","005801","","432,00",""
"","SFG","301","005802","","432,00",""
"","SFG","301","005803","","256,00",""
"","SFG","301","005804","","256,00",""
"","SFG","301","005805","","160,00",""
"","SFG","301","005806","","600,00",""
"","SFG","301","005807","","600,00",""
"","SFG","301","005808","","420,00",""
"","SFG","301","005809","","640,00",""
"","SFG","301","005810","","640,00",""
"","SFG","301","005811","","1200,00",""
"","SFG","301","005812","","1200,00",""
"","SFG","301","005813","","120,00",""
"","SFG","301","005814","","120,00",""
"","SFG","301","005815","","120,00",""
"","SFG","301","005816","","120,00",""
"","SFG","301","005817","","120,00",""
"","SFG","301","005819","","120,00",""
"","SFG","301","005820","","120,00",""
"","SFG","301","005821","","120,00",""
"","SFG","301","005851","","164,00",""
"","SFG","301","005978","","28,00",""
"","SFG","301","006003","",",00",""
"","SFG","301","006011","","433,00",""
"","SFG","301","006012","","360,00",""
"","SFG","301","006013","","363,00",""
"","SFG","301","006014","","108,00",""
"","SFG","301","006015","","113,00",""
"","SFG","301","006051","","411,00",""
"","SFG","301","006569","","35,00",""
"","SFG","301","006687","","1,00",""
"","SFG","301","006762","","52,00",""
"","SFG","301","007178","","1050,00",""
"","SFG","301","007518","","828,00",""
"","SFG","301","008067","","353,00",""
"","SFG","301","008091","","8,00",""
"","SFG","301","008489","","36,00",""
"","SFG","301","008510","","41385,00",""
"","SFG","301","008511","","2250,00",""
"","SFG","301","008512","","1920,00",""
"","SFG","301","008513","","1360,00",""
"","SFG","301","008514","","1760,00",""
"","SFG","301","008515","","2020,00",""
"","SFG","301","008516","","650,00",""
"","SFG","301","008517","","13920,00",""
"","SFG","301","008519","","3960,00",""
"","SFG","301","008520","","3360,00",""
"","SFG","301","008554","","342,00",""
"","SFG","301","009181","","2859,00",""
"","SFG","301","009412","",",00",""
"","SFG","301","009626","","400,00",""
"","SFG","301","010099","","1,00",""
"","SFG","301","010122","","109,00",""
"","SFG","301","010123","","60,00",""
"","SFG","301","010217","","12,00",""
"","SFG","301","010639","",",00",""
"","SFG","301","010771","","1368,00",""
"","SFG","301","010809","","1020,00",""
"","SFG","301","010828","","4389,00",""
"","SFG","301","010834","","6440,00",""
"","SFG","301","011001","","133,00",""
"","SFG","301","011031","","1996,00",""
"","SFG","301","011138","","16,00",""
"","SFG","301","011344","","34,00",""
"","SFG","301","011513","","722,00",""
"","SFG","301","011516","","473,00",""
"","SFG","301","012075","","165,00",""
"","SFG","301","012458","","436,00",""
"","SFG","301","012528","","30,00",""
"","SFG","301","012928","","301,00",""
"","SFG","301","013009","","14,00",""
"","SFG","301","013010","","31,00",""
"","SFG","301","013034","","259,00",""
"","SFG","301","013049","","8,00",""
"","SFG","301","013092","","1163,00",""
"","SFG","301","013127","","49,00",""
"","SFG","301","013172","","406,00",""
"","SFG","301","013173","","280,00",""
"","SFG","301","013479","","227,00",""
"","SFG","301","014776","","7,00",""
"","SFG","301","014991","","804,00",""
"","SFG","301","015087","","174,00",""
"","SFG","301","015475","","2,00",""
"","SFG","301","015478","","476,00",""
"","SFG","301","015496","","84,00",""
"","SFG","301","015824","","647,00",""
"","SFG","301","016006","","30,00",""
"","SFG","301","016899","",",00",""
"","SFG","301","016926","","150,00",""
"","SFG","301","016997","","215,00",""
"","SFG","301","017076","","46,00",""
"","SFG","301","017077","","240,00",""
"","SFG","301","017079","","183,00",""
"","SFG","301","017081","","335,00",""
"","SFG","301","017083","","83,00",""
"","SFG","301","017085","","243,00",""
"","SFG","301","017087","","286,00",""
"","SFG","301","017089","","120,00",""
"","SFG","301","017186","","163,00",""
"","SFG","301","017195","","36,00",""
"","SFG","301","017225","","138,00",""
"","SFG","301","017226","","121,00",""
"","SFG","301","017228","","250,00",""
"","SFG","301","017232","","168,00",""
"","SFG","301","017233","","180,00",""
"","SFG","301","017234","","178,00",""
"","SFG","301","017235","","184,00",""
"","SFG","301","017236","","288,00",""
"","SFG","301","017237","","36,00",""
"","SFG","301","017238","","188,00",""
"","SFG","301","017239","","128,00",""
"","SFG","301","017240","","24,00",""
"","SFG","301","017241","","216,00",""
"","SFG","301","017246","","120,00",""
"","SFG","301","017247","","144,00",""
"","SFG","301","017249","","240,00",""
"","SFG","301","017282","","862,00",""
"","SFG","301","017284","","552,00",""
"","SFG","301","017285","","864,00",""
"","SFG","301","017288","","888,00",""
"","SFG","301","017327","","616,00",""
"","SFG","301","017791","","37,00",""
"","SFG","301","018052","","22,00",""
"","SFG","301","018220","","45,00",""
"","SFG","301","018332","","2,00",""
"","SFG","301","018357","","174,00",""
"","SFG","301","018977","",",00",""
"","SFG","301","019199","","547,00",""
"","SFG","301","019263","","176,00",""
"","SFG","301","019264","","171,00",""
"","SFG","301","019420","","2,00",""
"","SFG","301","019507","",",00",""
"","SFG","301","019508","",",00",""
"","SFG","301","019903","",",00",""
"","SFG","301","019904","","45,00",""
"","SFG","301","020057","","1664,00",""
"","SFG","301","020112","","1938,00",""
"","SFG","301","020248","","14,00",""
"","SFG","301","020267","","134,00",""
"","SFG","301","020461","","75,00",""
"","SFG","301","020527","","1611,00",""
"","SFG","301","020528","","1100,00",""
"","SFG","301","020530","","3,00",""
"","SFG","301","020532","",",00",""
"","SFG","301","020533","","482,00",""
"","SFG","301","020551","","16,00",""
"","SFG","301","020558","","30,00",""
"","SFG","301","020568","","20,00",""
"","SFG","301","020586","","19,00",""
"","SFG","301","020591","","30,00",""
"","SFG","301","020614","","5,00",""
"","SFG","301","020656","","230,00",""
"","SFG","301","020722","","1226,00",""
"","SFG","301","020911","","32,00",""
"","SFG","301","021029","","406,00",""
"","SFG","301","021036","","245,00",""
"","SFG","301","021120","","18,00",""
"","SFG","301","021233","","275,00",""
"","SFG","301","021323","","1251,00",""
"","SFG","301","021324","","741,00",""
"","SFG","301","021326","","766,00",""
"","SFG","301","021328","","3479,00",""
"","SFG","301","021329","",",00",""
"","SFG","301","021330","","470,00",""
"","SFG","301","021425","","230,00",""
"","SFG","301","021561","","4676,00",""
"","SFG","301","021562","","2380,00",""
"","SFG","301","021563","","69,00",""
"","SFG","301","021565","","376,00",""
"","SFG","301","021566","","1398,00",""
"","SFG","301","021568","","10751,00",""
"","SFG","301","021569","","6319,00",""
"","SFG","301","021570","","1216,00",""
"","SFG","301","021573","",",00",""
"","SFG","301","021574","","85,00",""
"","SFG","301","021575","","5697,00",""
"","SFG","301","021577","",",00",""
"","SFG","301","021608","","169,00",""
"","SFG","301","021700","","18,00",""
"","SFG","301","021702","","284,00",""
"","SFG","301","021769","","6,00",""
"","SFG","301","021826","","794,00",""
"","SFG","301","021852","","123,00",""
"","SFG","301","021928","",",00",""
"","SFG","301","022002","","529,00",""
"","SFG","301","022061","","28,00",""
"","SFG","301","022257","","46,00",""
"","SFG","301","022303","","779,00",""
"","SFG","301","022453","","143,00",""
"","SFG","301","022454","","67,00",""
"","SFG","301","022611","","103,00",""
"","SFG","301","022644","","157,00",""
"","SFG","301","022814","","2090,00",""
"","SFG","301","023128","","30,00",""
"","SFG","301","023133","","500,00",""
"","SFG","301","023136","","340,00",""
"","SFG","301","023137","","48,00",""
"","SFG","301","023138","","171,00",""
"","SFG","301","023148","","1581,00",""
"","SFG","301","023178","","336,00",""
"","SFG","301","023505","",",00",""
"","SFG","301","023770","","32,00",""
"","SFG","301","023811","","1264,00",""
"","SFG","301","023986","","8,00",""
"","SFG","301","024057","","1856,00",""
"","SFG","301","024061","","286,00",""
"","SFG","301","024130","","52,00",""
"","SFG","301","024387","","548,00",""
"","SFG","301","024389","","88,00",""
"","SFG","301","024395","","128,00",""
"","SFG","301","024525","","38,00",""
"","SFG","301","024782","","780,00",""
"","SFG","301","024832","","188,00",""
"","SFG","301","024833","","217,00",""
"","SFG","301","024834","","243,00",""
"","SFG","301","024876","","2365,00",""
"","SFG","301","024906","","9,00",""
"","SFG","301","024998","","230,00",""
"","SFG","301","025004","",",00",""
"","SFG","301","025017","","147,00",""
"","SFG","301","025323","","7,00",""
"","SFG","301","025450","","39,00",""
"","SFG","301","025661","","238,13",""
"","SFG","301","025662","","1701,55",""
"","SFG","301","025663","","40,75",""
"","SFG","301","025682","","1253,00",""
"","SFG","301","025751","","567,00",""
"","SFG","301","025826","","1836,00",""
"","SFG","301","026121","","374,00",""
"","SFG","301","026128","",",00",""
"","SFG","301","026227","",",00",""
"","SFG","301","026228","","207,00",""
"","SFG","301","026250","","1045,00",""
"","SFG","301","026304","","143,00",""
"","SFG","301","026306","","122,00",""
"","SFG","301","026307","","146,00",""
"","SFG","301","026350","","10,00",""
"","SFG","301","026441","","157,00",""
"","SFG","301","026461","","41,00",""
"","SFG","301","026632","","153,00",""
