"","SEC","Epicerie","EPI",""
"","SEC","Alcool","ALC",""
"","SEC","Liquides","LIQ",""
"","SEC","Entretien","ENT",""
"","FRG","Produits Frais","FRA",""
"","FRG","Produits Congelés","CGL",""
"","FRG","Produits Surgelés","SGL",""
