"000786","","","","","","","","","","","","","","","","0000078907867","0000000","","","","","","","","","","","","",""
"000921","","","","","","","","","","","","","","","","3384120400306","0000000","","","","","","","","","","","","",""
"001949","","","","","","","","","","","","","","","","3533630086511","0000000","","","","","","","","","","","","",""
"002023","","","","","","","","","","","","","","","","8005090420228","0000000","","","","","","","","","","","","",""
"002110","","","","","","","","","","","","","","","","0000078922686","0000000","","","","","","","","","","","","",""
"004372","","","","","","","","","","","","","","","","3560070988020","0000000","","","","","","","","","","","","",""
"004457","","","","","","","","","","","","","","","","3020648106572","0000000","","","","","","","","","","","","",""
"004877","","","","","","","","","","","","","","","","4770569914518","0000000","","","","","","","","","","","","",""
"004896","","","","","","","","","","","","","","","","4770569914532","0000000","","","","","","","","","","","","",""
"004897","","","","","","","","","","","","","","","","4770569914525","0000000","","","","","","","","","","","","",""
"005391","","","","","","","","","","","","","","","","3560070981519","0000000","","","","","","","","","","","","",""
"005555","","","","","","","","","","","","","","","","8004800001726","0000000","","","","","","","","","","","","",""
"005564","","","","","","","","","","","","","","","","8004800003010","0000000","","","","","","","","","","","","",""
"005565","","","","","","","","","","","","","","","","8004800001733","0000000","","","","","","","","","","","","",""
"005567","","","","","","","","","","","","","","","","8004800001740","0000000","","","","","","","","","","","","",""
"005701","","","","","","","","","","","","","","","","8004800003027","0000000","","","","","","","","","","","","",""
"005703","","","","","","","","","","","","","","","","8004800003249","0000000","","","","","","","","","","","","",""
"005704","","","","","","","","","","","","","","","","8004800003232","0000000","","","","","","","","","","","","",""
"005705","","","","","","","","","","","","","","","","8004800003225","0000000","","","","","","","","","","","","",""
"005706","","","","","","","","","","","","","","","","8004800003218","0000000","","","","","","","","","","","","",""
"005707","","","","","","","","","","","","","","","","8004800003201","0000000","","","","","","","","","","","","",""
"005708","","","","","","","","","","","","","","","","8004800003041","0000000","","","","","","","","","","","","",""
"005709","","","","","","","","","","","","","","","","8004800003034","0000000","","","","","","","","","","","","",""
"005710","","","","","","","","","","","","","","","","8004800003003","0000000","","","","","","","","","","","","",""
"005712","","","","","","","","","","","","","","","","8004800001719","0000000","","","","","","","","","","","","",""
"005745","","","","","","","","","","","","","","","","3560070981540","0000000","","","","","","","","","","","","",""
"005801","","","","","","","","","","","","","","","","8004800002877","0000000","","","","","","","","","","","","",""
"005802","","","","","","","","","","","","","","","","8004800002884","0000000","","","","","","","","","","","","",""
"005803","","","","","","","","","","","","","","","","8004800002860","0000000","","","","","","","","","","","","",""
"005804","","","","","","","","","","","","","","","","8004800003782","0000000","","","","","","","","","","","","",""
"005805","","","","","","","","","","","","","","","","8004800003799","0000000","","","","","","","","","","","","",""
"005806","","","","","","","","","","","","","","","","8004800007827","0000000","","","","","","","","","","","","",""
"005807","","","","","","","","","","","","","","","","8004800007810","0000000","","","","","","","","","","","","",""
"005808","","","","","","","","","","","","","","","","8004800007100","0000000","","","","","","","","","","","","",""
"005809","","","","","","","","","","","","","","","","8004800004000","0000000","","","","","","","","","","","","",""
"005810","","","","","","","","","","","","","","","","8004800004017","0000000","","","","","","","","","","","","",""
"005811","","","","","","","","","","","","","","","","8004800004208","0000000","","","","","","","","","","","","",""
"005812","","","","","","","","","","","","","","","","8004800004215","0000000","","","","","","","","","","","","",""
"005813","","","","","","","","","","","","","","","","8004800006509","0000000","","","","","","","","","","","","",""
"005814","","","","","","","","","","","","","","","","8004800006516","0000000","","","","","","","","","","","","",""
"005815","","","","","","","","","","","","","","","","8004800006523","0000000","","","","","","","","","","","","",""
"005816","","","","","","","","","","","","","","","","8004800006530","0000000","","","","","","","","","","","","",""
"005817","","","","","","","","","","","","","","","","8004800006547","0000000","","","","","","","","","","","","",""
"005819","","","","","","","","","","","","","","","","8004800006554","0000000","","","","","","","","","","","","",""
"005820","","","","","","","","","","","","","","","","8004800006561","0000000","","","","","","","","","","","","",""
"005821","","","","","","","","","","","","","","","","8004800006578","0000000","","","","","","","","","","","","",""
"005851","","","","","","","","","","","","","","","","3560070988402","0000000","","","","","","","","","","","","",""
"005978","","","","","","","","","","","","","","","","4008400204628","0000000","","","","","","","","","","","","",""
"006003","","","","","","","","","","","","","","","","3560070981427","0000000","","","","","","","","","","","","",""
"006011","","","","","","","","","","","","","","","","8004800002495","0000000","","","","","","","","","","","","",""
"006012","","","","","","","","","","","","","","","","8004800002488","0000000","","","","","","","","","","","","",""
"006013","","","","","","","","","","","","","","","","8004800002471","0000000","","","","","","","","","","","","",""
"006014","","","","","","","","","","","","","","","","8004800003300","0000000","","","","","","","","","","","","",""
"006015","","","","","","","","","","","","","","","","8004800003317","0000000","","","","","","","","","","","","",""
"006051","","","","","","","","","","","","","","","","8718951023581","0000000","","","","","","","","","","","","",""
"006569","","","","","","","","","","","","","","","","3576280630833","0000000","","","","","","","","","","","","",""
"006687","","","","","","","","","","","","","","","","3103220037607","0000000","","","","","","","","","","","","",""
"006762","","","","","","","","","","","","","","","","3468000069927","0000000","","","","","","","","","","","","",""
"007178","","","","","","","","","","","","","","","","3330160003267","0000000","","","","","","","","","","","","",""
"007518","","","","","","","","","","","","","","","","8718951041400","0000000","","","","","","","","","","","","",""
"008067","","","","","","","","","","","","","","","","3111957650402","0000000","","","","","","","","","","","","",""
"008091","","","","","","","","","","","","","","","","3296313143405","0000000","","","","","","","","","","","","",""
"008489","","","","","","","","","","","","","","","","3662312010732","0000000","","","","","","","","","","","","",""
"008510","","","","","","","","","","","","","","","","3330160001638","0000000","","","","","","","","","","","","",""
"008511","","","","","","","","","","","","","","","","3330160001164","0000000","","","","","","","","","","","","",""
