"4104301","104301","","","","2"
"2104322","104322","","","","2"
"2104328","104328","","","","1"
"2104454","104454","","","","2"
"2104467","104467","","","","2"
"2104494","104494","","","","2"
"2104495","104495","","","","2"
"4104506","104506","","","","2"
"2104510","104510","","","","2"
"2104532","104532","","","","2"
"2104651","104651","","","","2"
"2104655","104655","","","","2"
"2104679","104679","","","","2"
"2104680","104680","","","","2"
"4104698","104698","","","","2"
"2104712","104712","","","","2"
"2104718","104718","","","","2"
"2104741","104741","","","","2"
"2104749","104749","","","","2"
"2104753","104753","","","","2"
"2104756","104756","","","","2"
"210476","10476","","","","2"
"4104762","104762","","","","2"
"2104784","104784","","","","2"
"2104794","104794","","","","2"
"2104819","104819","","","","2"
"2104820","104820","","","","2"
"2104821","104821","","","","2"
"3104835","104835","","","","2"
"2104846","104846","","","","2"
"2104856","104856","","","","2"
"2104862","104862","","","","2"
"3104869","104869","","","","2"
"2104896","104896","","","","2"
"2104918","104918","","","","2"
"2104926","104926","","","","2"
"210493","10493","","","","2"
"310495","10495","","","","2"
"1105013","105013","","","","2"
"210502","10502","","","","2"
"4105020","105020","","","","2"
"4105056","105056","","","","2"
"2105084","105084","","","","2"
"2105109","105109","","","","2"
"4105161","105161","","","","2"
"2105177","105177","","","","2"
"310518","10518","","","","2"
"2105224","105224","","","","2"
"2105238","105238","","","","2"
"2105240","105240","","","","2"
"2105251","105251","","","","2"
"3105263","105263","","","","2"
"2105277","105277","","","","2"
"2105312","105312","","","","2"
"2105313","105313","","","","2"
"2105319","105319","","","","2"
"4105327","105327","","","","2"
"4105336","105336","","","","2"
"2105337","105337","","","","2"
"2105367","105367","","","","2"
"2105389","105389","","","","1"
"2105399","105399","","","","2"
"4105424","105424","","","","2"
"2105442","105442","","","","2"
"2105458","105458","","","","2"
"2105557","105557","","","","2"
"2105567","105567","","","","2"
"3105582","105582","","","","2"
"2105583","105583","","","","2"
"4105584","105584","","","","2"
"4105586","105586","","","","2"
"4105632","105632","","","","2"
"4105636","105636","","","","2"
"4105642","105642","","","","2"
"2105688","105688","","","","2"
"2105691","105691","","","","1"
"2105710","105710","","","","1"
"4105716","105716","","","","2"
"3105749","105749","","","","2"
"210577","10577","","","","2"
"2105785","105785","","","","2"
"2105818","105818","","","","2"
"2105819","105819","","","","2"
"3105839","105839","","","","2"
"2105849","105849","","","","2"
"2105850","105850","","","","2"
"2105854","105854","","","","2"
"2105870","105870","","","","2"
"2105876","105876","","","","2"
"1105877","105877","","","","2"
"1105878","105878","","","","2"
"2105879","105879","","","","2"
"2105887","105887","","","","2"
"3105899","105899","","","","2"
"2105902","105902","","","","2"
"2105906","105906","","","","2"
"2105907","105907","","","","2"
"2105908","105908","","","","2"
"2105931","105931","","","","2"
"2105938","105938","","","","2"
"4105943","105943","","","","1"
"4105949","105949","","","","2"
"2105969","105969","","","","2"
"2105978","105978","","","","2"
"2105983","105983","","","","2"
"2106020","106020","","","","2"
"2106023","106023","","","","1"
"2106057","106057","","","","1"
"4106061","106061","","","","2"
"4106065","106065","","","","2"
"2106077","106077","","","","1"
"3106078","106078","","","","2"
"4106079","106079","","","","2"
"2106086","106086","","","","2"
"2106089","106089","","","","2"
"2106151","106151","","","","2"
"2106153","106153","","","","2"
"1106216","106216","","","","2"
"2106220","106220","","","","2"
"4106230","106230","","","","2"
"2106240","106240","","","","2"
"4106244","106244","","","","2"
"2106251","106251","","","","2"
"4106283","106283","","","","2"
"2106288","106288","","","","2"
"2106291","106291","","","","2"
"2106297","106297","","","","1"
"4106315","106315","","","","2"
"2106348","106348","","","","2"
"2106355","106355","","","","2"
"2106359","106359","","","","2"
"2106363","106363","","","","1"
"2106383","106383","","","","2"
"3106386","106386","","","","2"
"3106391","106391","","","","2"
"2106401","106401","","","","2"
"2106420","106420","","","","2"
"3106423","106423","","","","2"
"4106431","106431","","","","2"
"2106448","106448","","","","1"
"2106456","106456","","","","2"
"2106488","106488","","","","1"
"2106563","106563","","","","2"
"2106583","106583","","","","2"
"1106584","106584","","","","2"
"2106599","106599","","","","2"
"4106601","106601","","","","2"
"4106630","106630","","","","2"
"310664","10664","","","","2"
"2106659","106659","","","","2"
"2106667","106667","","","","2"
"2106720","106720","","","","2"
"410673","10673","","","","2"
"2106768","106768","","","","2"
"2106856","106856","","","","2"
"4106880","106880","","","","2"
"2106886","106886","","","","2"
"2106895","106895","","","","2"
"3106896","106896","","","","2"
"2106897","106897","","","","2"
"4106932","106932","","","","2"
"2106951","106951","","","","2"
"4106961","106961","","","","2"
"310701","10701","","","","2"
"3107074","107074","","","","2"
"310708","10708","","","","2"
"2107093","107093","","","","2"
"2107097","107097","","","","2"
"2107099","107099","","","","2"
"2107108","107108","","","","2"
"2107110","107110","","","","2"
"2107113","107113","","","","2"
"2107117","107117","","","","2"
"4107118","107118","","","","2"
"3107119","107119","","","","2"
"2107122","107122","","","","1"
"2107125","107125","","","","2"
"3107143","107143","","","","1"
"2107192","107192","","","","1"
"2107251","107251","","","","2"
"3107252","107252","","","","2"
"3107268","107268","","","","2"
"2107285","107285","","","","1"
"410731","10731","","","","2"
"2107341","107341","","","","2"
"2107346","107346","","","","2"
"2107354","107354","","","","2"
"4107409","107409","","","","2"
"2107526","107526","","","","2"
"2107573","107573","","","","1"
"2107579","107579","","","","2"
"210758","10758","","","","2"
"4107631","107631","","","","2"
"4107710","107710","","","","2"
"2107741","107741","","","","2"
"4107743","107743","","","","2"
"2107820","107820","","","","1"
"2107821","107821","","","","2"
"4107828","107828","","","","2"
"2107869","107869","","","","2"
"2107934","107934","","","","2"
"2107982","107982","","","","2"
"3107995","107995","","","","2"
"2108001","108001","","","","1"
"3108051","108051","","","","2"
"310809","10809","","","","2"
"2108094","108094","","","","2"
"2108115","108115","","","","2"
"4108215","108215","","","","2"
"2108259","108259","","","","2"
"2108278","108278","","","","2"
"4108279","108279","","","","2"
"3108290","108290","","","","2"
"2108377","108377","","","","2"
"310840","10840","","","","2"
"2108428","108428","","","","2"
"210849","10849","","","","2"
"210850","10850","","","","2"
"2108565","108565","","","","2"
"2108591","108591","","","","2"
"2108611","108611","","","","2"
"2108624","108624","","","","2"
"4108644","108644","","","","2"
"2108724","108724","","","","2"
"4108732","108732","","","","2"
"2108733","108733","","","","2"
"2108801","108801","","","","1"
"3108807","108807","","","","2"
"2108888","108888","","","","2"
"2108906","108906","","","","2"
"2108929","108929","","","","2"
"210895","10895","","","","2"
"2108988","108988","","","","2"
"2109013","109013","","","","2"
"2109113","109113","","","","2"
"2109206","109206","","","","2"
"3109249","109249","","","","2"
"2109269","109269","","","","2"
"2109277","109277","","","","1"
"2109283","109283","","","","2"
"4109347","109347","","","","2"
"4109426","109426","","","","2"
"4109429","109429","","","","2"
"4109431","109431","","","","2"
"4109438","109438","","","","2"
"410944","10944","","","","2"
"4109464","109464","","","","2"
"4109467","109467","","","","2"
"4109473","109473","","","","2"
"2109520","109520","","","","2"
"2109539","109539","","","","2"
"2109563","109563","","","","2"
"2109576","109576","","","","1"
"4109579","109579","","","","2"
"4109594","109594","","","","2"
"310961","10961","","","","2"
"2109619","109619","","","","2"
"2109763","109763","","","","2"
"2109832","109832","","","","2"
"210991","10991","","","","2"
"210997","10997","","","","1"
"4110006","110006","","","","2"
"211001","11001","","","","2"
"2110012","110012","","","","2"
"2110133","110133","","","","2"
"2110139","110139","","","","2"
"411014","11014","","","","2"
"2110145","110145","","","","2"
"2110162","110162","","","","2"
"2110177","110177","","","","2"
"2110212","110212","","","","2"
"2110282","110282","","","","2"
"2110305","110305","","","","2"
"2110353","110353","","","","2"
"4110358","110358","","","","2"
"2110377","110377","","","","2"
"2110393","110393","","","","2"
"2110489","110489","","","","2"
"4110500","110500","","","","2"
"4110504","110504","","","","2"
"4110506","110506","","","","2"
"2110509","110509","","","","1"
"211052","11052","","","","2"
"4110555","110555","","","","2"
"2110557","110557","","","","2"
"2110563","110563","","","","2"
"2110655","110655","","","","1"
"2110686","110686","","","","2"
"411070","11070","","","","2"
"2110709","110709","","","","2"
"3110749","110749","","","","2"
"311076","11076","","","","2"
"2110770","110770","","","","2"
"4110771","110771","","","","2"
"111078","11078","","","","1"
"2110795","110795","","","","2"
"2110805","110805","","","","2"
"211081","11081","","","","2"
"211082","11082","","","","1"
"4110851","110851","","","","2"
"4110891","110891","","","","2"
"2111005","111005","","","","2"
"2111010","111010","","","","2"
"2111011","111011","","","","2"
"2111033","111033","","","","2"
"2111050","111050","","","","2"
"2111052","111052","","","","2"
"2111065","111065","","","","2"
"4111087","111087","","","","2"
"4111096","111096","","","","2"
"4111098","111098","","","","2"
"2111124","111124","","","","1"
"2111147","111147","","","","2"
"2111149","111149","","","","2"
"311116","11116","","","","2"
"2111169","111169","","","","2"
"2111227","111227","","","","2"
"2111232","111232","","","","2"
"2111235","111235","","","","2"
"2111237","111237","","","","2"
"2111241","111241","","","","2"
"2111244","111244","","","","2"
"4111267","111267","","","","2"
"2111279","111279","","","","2"
"211131","11131","","","","2"
"2111346","111346","","","","2"
"211135","11135","","","","2"
"211136","11136","","","","2"
"2111369","111369","","","","2"
"411138","11138","","","","2"
"2111385","111385","","","","1"
"2111398","111398","","","","2"
"2111409","111409","","","","1"
"2111417","111417","","","","1"
"2111420","111420","","","","1"
"3111453","111453","","","","2"
"2111459","111459","","","","1"
"2111470","111470","","","","2"
"2111482","111482","","","","1"
"2111486","111486","","","","1"
"2111493","111493","","","","1"
"2111499","111499","","","","1"
"2111506","111506","","","","2"
"2111510","111510","","","","2"
"2111511","111511","","","","2"
"2111514","111514","","","","2"
"2111516","111516","","","","2"
"2111520","111520","","","","1"
"2111524","111524","","","","2"
"2111526","111526","","","","2"
"2111541","111541","","","","2"
"2111561","111561","","","","2"
"211158","11158","","","","2"
"2111623","111623","","","","2"
"211166","11166","","","","1"
"2111682","111682","","","","1"
"2111695","111695","","","","2"
"2111713","111713","","","","1"
"111172","11172","","","","2"
"3111740","111740","","","","2"
"2111741","111741","","","","1"
"3111742","111742","","","","2"
"4111747","111747","","","","2"
"311175","11175","","","","2"
"2111788","111788","","","","2"
"2111790","111790","","","","2"
"2111791","111791","","","","2"
"2111849","111849","","","","1"
"2111865","111865","","","","2"
"2111866","111866","","","","2"
"2111869","111869","","","","2"
"211187","11187","","","","2"
"2111872","111872","","","","2"
"4111892","111892","","","","2"
"2111912","111912","","","","2"
"4111931","111931","","","","2"
"4111933","111933","","","","2"
"2111939","111939","","","","2"
"2111947","111947","","","","1"
"311195","11195","","","","2"
"4111984","111984","","","","2"
"111200","11200","","","","2"
"2112015","112015","","","","2"
"3112047","112047","","","","2"
"2112065","112065","","","","1"
"2112080","112080","","","","2"
"211212","11212","","","","2"
"211214","11214","","","","2"
"2112218","112218","","","","2"
"4112268","112268","","","","2"
"2112327","112327","","","","2"
"2112330","112330","","","","2"
"2112361","112361","","","","2"
"2112382","112382","","","","1"
"3112401","112401","","","","2"
"2112433","112433","","","","2"
"2112434","112434","","","","2"
"2112435","112435","","","","2"
"2112445","112445","","","","2"
"2112455","112455","","","","2"
"2112465","112465","","","","2"
"3112501","112501","","","","2"
"2112514","112514","","","","2"
"2112516","112516","","","","2"
"2112521","112521","","","","2"
"2112527","112527","","","","2"
"2112531","112531","","","","2"
"2112533","112533","","","","2"
"2112565","112565","","","","1"
"4112566","112566","","","","2"
"2112603","112603","","","","2"
"2112644","112644","","","","2"
"2112652","112652","","","","2"
"2112675","112675","","","","1"
"2112678","112678","","","","2"
"4112688","112688","","","","2"
"211270","11270","","","","2"
"4112708","112708","","","","2"
"2112719","112719","","","","2"
"3112727","112727","","","","2"
"4112739","112739","","","","2"
"2112778","112778","","","","2"
"4112787","112787","","","","2"
"4112874","112874","","","","2"
"3112894","112894","","","","2"
"211291","11291","","","","1"
"2113026","113026","","","","2"
"2113042","113042","","","","2"
"411308","11308","","","","2"
"311312","11312","","","","2"
"4113191","113191","","","","2"
"2113217","113217","","","","1"
"2113220","113220","","","","1"
"2113228","113228","","","","2"
"4113253","113253","","","","2"
"2113254","113254","","","","1"
"2113258","113258","","","","1"
"2113260","113260","","","","1"
"2113266","113266","","","","2"
"2113286","113286","","","","1"
"2113288","113288","","","","1"
"2113290","113290","","","","1"
"2113294","113294","","","","1"
"2113297","113297","","","","1"
"211330","11330","","","","2"
"4113305","113305","","","","2"
"2113360","113360","","","","1"
"4113373","113373","","","","2"
"211353","11353","","","","2"
"2113543","113543","","","","2"
"2113548","113548","","","","1"
"2113550","113550","","","","1"
"211362","11362","","","","2"
"311364","11364","","","","2"
"211365","11365","","","","2"
"211368","11368","","","","2"
"2113691","113691","","","","1"
"3113704","113704","","","","2"
"4113715","113715","","","","2"
"4113727","113727","","","","2"
"2113762","113762","","","","2"
"2113866","113866","","","","2"
"2113892","113892","","","","2"
"311392","11392","","","","2"
"4113924","113924","","","","2"
"211393","11393","","","","2"
"2113935","113935","","","","2"
"2113937","113937","","","","2"
"2113974","113974","","","","1"
"2113977","113977","","","","1"
"2114006","114006","","","","2"
"311407","11407","","","","2"
"4114147","114147","","","","2"
"4114327","114327","","","","2"
"211436","11436","","","","2"
"2114413","114413","","","","1"
"4114438","114438","","","","2"
"4114593","114593","","","","2"
"211460","11460","","","","2"
"211461","11461","","","","2"
"4114625","114625","","","","2"
"2114631","114631","","","","2"
"2114632","114632","","","","2"
"4114649","114649","","","","2"
"2114680","114680","","","","2"
"2114702","114702","","","","2"
"4114705","114705","","","","2"
"2114713","114713","","","","2"
"2114720","114720","","","","2"
"2114730","114730","","","","2"
"4114764","114764","","","","2"
"2114822","114822","","","","2"
"211484","11484","","","","2"
"2114842","114842","","","","2"
"2114865","114865","","","","2"
"2114878","114878","","","","2"
"3114894","114894","","","","2"
"3114907","114907","","","","2"
"211498","11498","","","","2"
"2114994","114994","","","","2"
"4115045","115045","","","","2"
"3115070","115070","","","","2"
"2115075","115075","","","","2"
"2115098","115098","","","","1"
"211512","11512","","","","1"
"2115123","115123","","","","2"
"3115126","115126","","","","2"
"2115129","115129","","","","1"
"2115132","115132","","","","1"
"2115135","115135","","","","1"
"4115150","115150","","","","2"
"3115178","115178","","","","2"
"2115200","115200","","","","2"
"2115314","115314","","","","2"
"2115317","115317","","","","2"
"4115349","115349","","","","2"
"4115373","115373","","","","2"
"2115379","115379","","","","2"
"211538","11538","","","","2"
"3115465","115465","","","","2"
"2115491","115491","","","","2"
"1115493","115493","","","","2"
"2115510","115510","","","","2"
"2115538","115538","","","","2"
"2115554","115554","","","","2"
"2115582","115582","","","","1"
"2115591","115591","","","","2"
"2115657","115657","","","","2"
"2115678","115678","","","","2"
"211572","11572","","","","2"
"2115754","115754","","","","2"
"2115817","115817","","","","2"
"2115843","115843","","","","2"
"2115869","115869","","","","2"
"4115910","115910","","","","2"
"2115923","115923","","","","1"
"2115959","115959","","","","2"
"2116031","116031","","","","2"
"211606","11606","","","","2"
"4116065","116065","","","","2"
"4116089","116089","","","","2"
"2116090","116090","","","","1"
"4116099","116099","","","","2"
"2116145","116145","","","","2"
"4116268","116268","","","","2"
"2116341","116341","","","","1"
"4116346","116346","","","","2"
"4116388","116388","","","","2"
"4116409","116409","","","","2"
"2116427","116427","","","","2"
"3116439","116439","","","","2"
"4116444","116444","","","","2"
"4116509","116509","","","","2"
"2116526","116526","","","","2"
"2116553","116553","","","","2"
"2116577","116577","","","","2"
"2116581","116581","","","","2"
"3116589","116589","","","","2"
"2116591","116591","","","","2"
"2116594","116594","","","","2"
"4116606","116606","","","","2"
"4116617","116617","","","","2"
"2116730","116730","","","","2"
"2116731","116731","","","","2"
"2116735","116735","","","","2"
"2116764","116764","","","","2"
"3116772","116772","","","","2"
"2116784","116784","","","","2"
"211689","11689","","","","1"
"2116893","116893","","","","2"
"2116907","116907","","","","2"
"2116932","116932","","","","1"
"2116949","116949","","","","1"
"2116973","116973","","","","1"
"2117012","117012","","","","2"
"2117026","117026","","","","2"
"2117074","117074","","","","2"
"3117130","117130","","","","2"
"2117161","117161","","","","2"
"2117177","117177","","","","2"
"2117210","117210","","","","1"
"2117225","117225","","","","2"
"2117249","117249","","","","1"
"2117364","117364","","","","1"
"4117387","117387","","","","2"
"2117399","117399","","","","1"
"2117422","117422","","","","1"
"2117518","117518","","","","2"
"2117560","117560","","","","1"
"2117572","117572","","","","1"
"2117577","117577","","","","2"
"2117579","117579","","","","2"
"2117589","117589","","","","2"
"2117619","117619","","","","2"
"2117629","117629","","","","2"
"3117643","117643","","","","2"
"211766","11766","","","","2"
"2117663","117663","","","","2"
"2117673","117673","","","","2"
"2117674","117674","","","","2"
"3117681","117681","","","","2"
"3117689","117689","","","","2"
"2117691","117691","","","","2"
"2117698","117698","","","","2"
"2117702","117702","","","","2"
"3117705","117705","","","","2"
"2117726","117726","","","","2"
"2117729","117729","","","","2"
"3117736","117736","","","","2"
"3117746","117746","","","","2"
"2117880","117880","","","","2"
"2118028","118028","","","","2"
"2118047","118047","","","","2"
"2118072","118072","","","","2"
"2118110","118110","","","","2"
"211812","11812","","","","2"
"2118144","118144","","","","2"
"2118169","118169","","","","2"
"211818","11818","","","","2"
"2118217","118217","","","","2"
"2118236","118236","","","","1"
"4118341","118341","","","","2"
"2118378","118378","","","","2"
"3118387","118387","","","","2"
"211840","11840","","","","2"
"3118402","118402","","","","2"
"2118439","118439","","","","2"
"3118491","118491","","","","2"
"4118544","118544","","","","2"
"2118577","118577","","","","2"
"3118712","118712","","","","2"
"2118764","118764","","","","2"
"1118812","118812","","","","2"
"2118836","118836","","","","2"
"3118843","118843","","","","2"
"3118888","118888","","","","2"
"4118982","118982","","","","2"
"2119008","119008","","","","2"
"3119062","119062","","","","2"
"3119065","119065","","","","2"
"3119068","119068","","","","2"
"3119069","119069","","","","2"
"3119071","119071","","","","2"
"3119089","119089","","","","2"
"2119129","119129","","","","2"
"4119139","119139","","","","2"
"2119144","119144","","","","2"
"211916","11916","","","","2"
"2119185","119185","","","","1"
"2119314","119314","","","","2"
"2119324","119324","","","","2"
"2119383","119383","","","","2"
"2119415","119415","","","","2"
"2119427","119427","","","","2"
"411943","11943","","","","2"
"2119444","119444","","","","2"
"211947","11947","","","","2"
"2119484","119484","","","","2"
"2119526","119526","","","","2"
"2119548","119548","","","","2"
"3119672","119672","","","","2"
"3119710","119710","","","","2"
"2119753","119753","","","","2"
"2119798","119798","","","","2"
"2119800","119800","","","","2"
"2119803","119803","","","","2"
"2119826","119826","","","","1"
"211983","11983","","","","2"
"3119842","119842","","","","2"
"3119859","119859","","","","2"
"2119922","119922","","","","1"
"3119924","119924","","","","2"
"2119963","119963","","","","2"
"2119997","119997","","","","2"
"3120027","120027","","","","2"
"4120082","120082","","","","2"
"212016","12016","","","","2"
"2120182","120182","","","","1"
"2120194","120194","","","","2"
"212021","12021","","","","1"
"2120220","120220","","","","2"
"112041","12041","","","","2"
"2120506","120506","","","","2"
"2120542","120542","","","","2"
"2120554","120554","","","","2"
"2120557","120557","","","","2"
"2120562","120562","","","","1"
"3120582","120582","","","","2"
"2120630","120630","","","","2"
"3120644","120644","","","","2"
"2120658","120658","","","","2"
"2120677","120677","","","","2"
"3120861","120861","","","","2"
"2120871","120871","","","","2"
"2120873","120873","","","","2"
"4120940","120940","","","","2"
"2120982","120982","","","","2"
"3121007","121007","","","","2"
"2121016","121016","","","","2"
"2121029","121029","","","","2"
"2121060","121060","","","","2"
"2121062","121062","","","","2"
"4121065","121065","","","","2"
"2121066","121066","","","","2"
"3121068","121068","","","","2"
"2121072","121072","","","","2"
"2121204","121204","","","","2"
"2121294","121294","","","","2"
"2121372","121372","","","","2"
"2121408","121408","","","","2"
"2121470","121470","","","","1"
"112161","12161","","","","2"
"112166","12166","","","","2"
"3121667","121667","","","","2"
"2121688","121688","","","","2"
"2121693","121693","","","","1"
"2121757","121757","","","","2"
"2121762","121762","","","","1"
"2121767","121767","","","","2"
"2121775","121775","","","","2"
"4121795","121795","","","","2"
"3121804","121804","","","","2"
"2121824","121824","","","","1"
"3121851","121851","","","","2"
"1121861","121861","","","","2"
"3121899","121899","","","","2"
"3121971","121971","","","","2"
"212198","12198","","","","2"
"4121997","121997","","","","2"
"4122008","122008","","","","2"
"3122011","122011","","","","1"
"4122054","122054","","","","2"
"4122063","122063","","","","2"
"4122066","122066","","","","2"
"4122068","122068","","","","2"
"4122071","122071","","","","2"
"3122116","122116","","","","2"
"2122125","122125","","","","2"
"2122132","122132","","","","2"
"2122188","122188","","","","2"
"2122216","122216","","","","2"
"2122281","122281","","","","1"
"212231","12231","","","","1"
"2122311","122311","","","","2"
"2122324","122324","","","","2"
"2122338","122338","","","","2"
"2122343","122343","","","","1"
"2122360","122360","","","","1"
"2122380","122380","","","","1"
"2122381","122381","","","","1"
"2122385","122385","","","","1"
"2122387","122387","","","","1"
"2122388","122388","","","","1"
"2122394","122394","","","","2"
"2122407","122407","","","","1"
"2122441","122441","","","","1"
"2122461","122461","","","","1"
"2122492","122492","","","","2"
"2122516","122516","","","","1"
"2122534","122534","","","","2"
"4122539","122539","","","","2"
"2122551","122551","","","","1"
"4122578","122578","","","","2"
"4122585","122585","","","","2"
"2122587","122587","","","","2"
"212259","12259","","","","2"
"2122592","122592","","","","1"
"2122598","122598","","","","1"
"4122614","122614","","","","2"
"4122631","122631","","","","2"
"2122654","122654","","","","2"
"412271","12271","","","","2"
"212272","12272","","","","2"
"4122737","122737","","","","2"
"1122772","122772","","","","2"
"2122776","122776","","","","2"
"2122784","122784","","","","2"
"1122787","122787","","","","2"
"4122789","122789","","","","2"
"2122790","122790","","","","2"
"2122813","122813","","","","2"
"4122820","122820","","","","2"
"2122830","122830","","","","2"
"2122838","122838","","","","2"
"3122853","122853","","","","2"
"2122889","122889","","","","2"
"4122922","122922","","","","2"
"4123006","123006","","","","2"
"2123050","123050","","","","1"
"2123100","123100","","","","2"
"2123104","123104","","","","2"
"3123146","123146","","","","2"
"2123151","123151","","","","2"
"4123152","123152","","","","2"
"2123166","123166","","","","2"
"3123227","123227","","","","2"
"2123271","123271","","","","2"
"2123282","123282","","","","2"
"2123305","123305","","","","1"
"212342","12342","","","","2"
"212343","12343","","","","2"
"4123444","123444","","","","2"
"4123445","123445","","","","2"
"4123459","123459","","","","2"
"212346","12346","","","","2"
"2123498","123498","","","","2"
"3123592","123592","","","","2"
"2123609","123609","","","","2"
"2123632","123632","","","","2"
"2123657","123657","","","","2"
"412379","12379","","","","2"
"3123815","123815","","","","2"
"2123832","123832","","","","2"
"2123897","123897","","","","2"
"412391","12391","","","","2"
"2123932","123932","","","","2"
"2123965","123965","","","","2"
"2123969","123969","","","","2"
"2124051","124051","","","","2"
"2124123","124123","","","","2"
"2124140","124140","","","","2"
"3124219","124219","","","","2"
"4124245","124245","","","","2"
"3124247","124247","","","","2"
"2124359","124359","","","","2"
"2124400","124400","","","","1"
"212441","12441","","","","2"
"2124435","124435","","","","2"
"2124638","124638","","","","2"
"4124657","124657","","","","2"
"2124685","124685","","","","2"
"3124718","124718","","","","2"
"212472","12472","","","","2"
"2124747","124747","","","","2"
"2124775","124775","","","","2"
"2124805","124805","","","","2"
"3124806","124806","","","","2"
"2124809","124809","","","","2"
"3124818","124818","","","","2"
"2124839","124839","","","","2"
"3124841","124841","","","","2"
"2124866","124866","","","","1"
"2124909","124909","","","","2"
"412492","12492","","","","2"
"2124974","124974","","","","2"
"2125005","125005","","","","2"
"212508","12508","","","","2"
"3125085","125085","","","","2"
"212511","12511","","","","2"
"2125128","125128","","","","1"
"2125132","125132","","","","1"
"2125133","125133","","","","2"
