183384,83384,401,SGE,,1
2785971,785971,401,SGE,,2
2274723,274723,401,SGE,,2
2428391,428391,401,SGE,,2
2983186,983186,401,SGE,,2
2423828,423828,401,SGE,,2
2422163,422163,401,SGE,,2
2526992,526992,401,SGE,,2
2759333,759333,401,SGE,,2
1983849,983849,401,SGE,,1
2759330,759330,401,SGE,,2
2575898,575898,401,SGE,,2
2987604,987604,401,SGE,,2
2243458,243458,401,SGE,,2
2632034,632034,401,SGE,,2
1987199,987199,401,SGE,,1
2420548,420548,401,SGE,,2
2994488,994488,401,SGE,,2
2398492,398492,401,SGE,,2
2632045,632045,401,SGE,,2
1544134,544134,401,SGE,,1
2632054,632054,401,SGE,,2
1263474,263474,401,SGE,,1
2350031,350031,401,SGE,,2
1750770,750770,401,SGE,,1
2349955,349955,401,SGE,,2
2119963,119963,401,SGE,,2
112890,12890,401,SGE,,1
2120677,120677,401,SGE,,2
2907525,907525,401,SGE,,2
2742992,742992,401,SGE,,2
2742932,742932,401,SGE,,2
2545783,545783,401,SGE,,2
2115465,115465,401,SGE,,2
2261406,261406,401,SGE,,2
2423740,423740,401,SGE,,2
2403401,403401,401,SGE,,2
1390299,390299,401,SGE,,1
2403367,403367,401,SGE,,2
1391296,391296,401,SGE,,1
2402764,402764,401,SGE,,2
2391041,391041,401,SGE,,2
2939318,939318,401,SGE,,2
2405868,405868,401,SGE,,2
2549653,549653,401,SGE,,2
2557385,557385,401,SGE,,2
2557413,557413,401,SGE,,2
1604520,604520,401,SGE,,1
1522827,522827,401,SGE,,1
2316574,316574,401,SGE,,2
2379088,379088,401,SGE,,2
157512,57512,401,SGE,,1
2679569,679569,401,SGE,,2
2545725,545725,401,SGE,,2
1236981,236981,401,SGE,,1
2423827,423827,401,SGE,,2
2349953,349953,401,SGE,,2
1669856,669856,401,SGE,,1
121444,21444,401,SGE,,1
2620173,620173,401,SGE,,2
1669955,669955,401,SGE,,1
2603217,603217,401,SGE,,2
2422739,422739,401,SGE,,2
2544936,544936,401,SGE,,2
1656170,656170,401,SGE,,1
2939226,939226,401,SGE,,2
1917246,917246,401,SGE,,1
2939074,939074,401,SGE,,2
1103962,103962,401,SGE,,1
1317654,317654,401,SGE,,1
2126408,126408,401,SGE,,2
2130262,130262,401,SGE,,2
2166362,166362,401,SGE,,2
2599836,599836,401,SGE,,2
2649908,649908,401,SGE,,2
2462465,462465,401,SGE,,2
2428533,428533,401,SGE,,2
2603679,603679,401,SGE,,2
2427772,427772,401,SGE,,2
2585307,585307,401,SGE,,2
2604005,604005,401,SGE,,2
2444866,444866,401,SGE,,2
2150614,150614,401,SGE,,2
2150666,150666,401,SGE,,2
1939046,939046,401,SGE,,1
2611767,611767,401,SGE,,2
2969246,969246,401,SGE,,2
1715379,715379,401,SGE,,1
2162109,162109,401,SGE,,2
264485,64485,401,SGE,,2
264543,64543,401,SGE,,2
264683,64683,401,SGE,,2
264698,64698,401,SGE,,2
264710,64710,401,SGE,,2
264511,64511,401,SGE,,2
264647,64647,401,SGE,,2
24183,4183,401,SGE,,2
2532360,532360,401,SGE,,2
2649258,649258,401,SGE,,2
2895232,895232,401,SGE,,2
2205680,205680,401,SGE,,2
2532358,532358,401,SGE,,2
2649247,649247,401,SGE,,2
2649342,649342,401,SGE,,2
2520771,520771,401,SGE,,2
2139246,139246,401,SGE,,2
2397496,397496,401,SGE,,2
2749899,749899,401,SGE,,2
2806959,806959,401,SGE,,2
2806986,806986,401,SGE,,2
2807050,807050,401,SGE,,2
2632120,632120,401,SGE,,2
2750514,750514,401,SGE,,2
2806926,806926,401,SGE,,2
2139251,139251,401,SGE,,2
1287928,287928,401,SGE,,1
2146434,146434,401,SGE,,2
1400657,400657,401,SGE,,1
1869010,869010,401,SGE,,1
2163526,163526,401,SGE,,2
2758438,758438,401,SGE,,2
2759257,759257,401,SGE,,2
2759269,759269,401,SGE,,2
1495941,495941,401,SGE,,1
2758108,758108,401,SGE,,2
2758150,758150,401,SGE,,2
2759251,759251,401,SGE,,2
2759286,759286,401,SGE,,2
1904392,904392,401,SGE,,1
1904624,904624,401,SGE,,1
2759268,759268,401,SGE,,2
2410564,410564,401,SGE,,2
2410578,410578,401,SGE,,2
2758226,758226,401,SGE,,2
2759254,759254,401,SGE,,2
2759283,759283,401,SGE,,2
2759297,759297,401,SGE,,2
226063,26063,401,SGE,,2
2146525,146525,401,SGE,,2
2146616,146616,401,SGE,,2
24192,4192,401,SGE,,2
2146617,146617,401,SGE,,2
2653658,653658,401,SGE,,2
2759323,759323,401,SGE,,2
2999848,999848,401,SGE,,2
2999844,999844,401,SGE,,2
2999854,999854,401,SGE,,2
148675,48675,401,SGE,,1
2743067,743067,401,SGE,,2
2225846,225846,401,SGE,,2
1283217,283217,401,SGE,,1
2742973,742973,401,SGE,,2
2447948,447948,401,SGE,,2
2225921,225921,401,SGE,,2
192279,92279,401,SGE,,1
2939237,939237,401,SGE,,2
223808,23808,401,SGE,,2
259550,59550,401,SGE,,2
1301476,301476,401,SGE,,1
2295564,295564,401,SGE,,2
2527001,527001,401,SGE,,2
2697367,697367,401,SGE,,2
2428135,428135,401,SGE,,2
2696703,696703,401,SGE,,2
2887464,887464,401,SGE,,2
2939242,939242,401,SGE,,2
2371613,371613,401,SGE,,2
2826356,826356,401,SGE,,2
2907520,907520,401,SGE,,2
2371585,371585,401,SGE,,2
2371604,371604,401,SGE,,2
1722104,722104,401,SGE,,1
1656422,656422,401,SGE,,1
2866477,866477,401,SGE,,2
1746340,746340,401,SGE,,1
2150164,150164,401,SGE,,2
2402803,402803,401,SGE,,2
2679174,679174,401,SGE,,2
