,"206","CAFES TORREFIES                              ",,,"1"
,"207","CAFES CHICOREES SOLUBLES                     ",,,"1"
,"208","POUDRES CHOCOLATEES                          ",,,"1"
,"209","CEREALES                                     ",,,"1"
,"210","THES ET INFUSIONS                            ",,,"1"
,"211","CHOCOLAT EN TABLETTES                        ",,,"1"
,"212","CONFISERIE DE SUCRE                          ",,,"1"
,"213","CONFISERIE DE CHOCOLAT                       ",,,"1"
,"214","ENTREMETS ET DESSERTS                        ",,,"1"
,"215","PRODUITS POUR PATISSERIE                     ",,,"1"
,"216","LAITS CONCENTRES ET POUDRES                  ",,,"1"
,"217","SUCRES                                       ",,,"1"
,"218","CHOCOLATS DE FETE                            ",,,"1"
,"219","PRODUITS DIETETIQUES                         ",,,"1"
,"220","EPICERIE FINE                                ",,,"1"
,"221","FARINES                                      ",,,"1"
,"222","PUREE FECULE SEMOULE                         ",,,"1"
,"223","PATES ALIMENTAIRES                           ",,,"1"
,"224","RIZ                                          ",,,"1"
,"225","LEGUMES SECS                                 ",,,"1"
,"226","POTAGES ET BOUILLONS                         ",,,"3"
,"227","CONDIMENTS ET SAUCES                         ",,,"1"
,"228","SELS POIVRES EPICES                          ",,,"1"
,"229","CHIPS NATURE                                 ",,,"1"
,"230","HUILES ALIMENTAIRES                          ",,,"1"
,"231","VINAIGRES ET VINAIGRETTES                    ",,,"1"
,"232","CONFIT. PATES A TARTINER MIEL                ",,,"1"
,"233","FRUITS AU SIROP                              ",,,"1"
,"234","CONSERVES DE LEGUMES                         ",,,"1"
,"235","CONSERVES DE POISSON                         ",,,"1"
,"236","CONSERVES DE VIANDES                         ",,,"1"
,"237","PLATS CUISINES                               ",,,"1"
,"238","ALIMENTS POUR ENFANTS                        ",,,"1"
,"239","ALIMENTS POUR ANIMAUX                        ",,,"1"
,"261","BOISSONS SANS ALCOOL                         ",,,"1"
,"262","BIERES CIDRES                                ",,,"1"
,"263","EAUX MINERALES                               ",,,"1"
,"264","VINS CONSOMMATION COURANTE                   ",,,"1"
,"265","VINS ETRANGERS                               ",,,"1"
,"266","VINS FINS                                    ",,,"1"
,"267","CHAMPAGNES MOUSSEUX                          ",,,"1"
,"268","APERITIFS                                    ",,,"1"
,"269","ALCOOLS ET SPIRITUEUX                        ",,,"1"
,"270","ALCOOLS DE GRAINS                            ",,,"1"
,"271","FLASQUES                                     ",,,"1"
,"272","ALCOOLS ET DERIVES(USAGE PROF)               ",,,"1"
,"281","LAVAGE                                       ",,,"1"
,"282","PRODUITS D'ENTRETIEN                         ",,,"1"
,"283","DROGUERIE                                    ",,,"1"
,"284","HYGIENE PAPIER                               ",,,"1"
,"285","HYGIENE PARFUMERIE                           ",,,"1"
,"286","BEAUTE                                       ",,,"1"
,"287","CAPILLAIRES                                  ",,,"1"
,"288","PARAPHARMACIE                                ",,,"1"
,"290","SACS CLIENTELE (PAYANTS)                     ",,,"1"
,"291","EMBALLAGE BOUCHERIE                          ",,,"1"
