1,83384,401,SGE,,1
10,983849,401,SGE,,1
16,987199,401,SGE,,1
21,544134,401,SGE,,1
23,263474,401,SGE,,1
25,750770,401,SGE,,1
28,12890,401,SGE,,1
38,390299,401,SGE,,1
40,391296,401,SGE,,1
48,604520,401,SGE,,1
49,522827,401,SGE,,1
52,57512,401,SGE,,1
55,236981,401,SGE,,1
58,669856,401,SGE,,1
59,21444,401,SGE,,1
61,669955,401,SGE,,1
65,656170,401,SGE,,1
67,917246,401,SGE,,1
69,103962,401,SGE,,1
70,317654,401,SGE,,1
85,939046,401,SGE,,1
88,715379,401,SGE,,1
116,287928,401,SGE,,1
118,400657,401,SGE,,1
119,869010,401,SGE,,1
124,495941,401,SGE,,1
129,904392,401,SGE,,1
130,904624,401,SGE,,1
148,48675,401,SGE,,1
151,283217,401,SGE,,1
155,92279,401,SGE,,1
159,301476,401,SGE,,1
172,722104,401,SGE,,1
173,656422,401,SGE,,1
175,746340,401,SGE,,1
181,650293,401,SGE,,1
192,176776,401,SGE,,1
209,861516,401,SGE,,1
223,861553,401,SGE,,1
238,95545,401,SGE,,1
245,932480,401,SGE,,1
249,433822,401,SGE,,1
254,166460,401,SGE,,1
263,166375,401,SGE,,1
269,628806,401,SGE,,1
297,36786,401,SGE,,1
298,54922,401,SGE,,1
299,54930,401,SGE,,1
305,162171,401,SGE,,1
309,12933,401,SGE,,1
312,624256,401,SGE,,1
313,141268,401,SGE,,1
314,140003,401,SGE,,1
315,156834,401,SGE,,1
318,36553,401,SGE,,1
321,578606,401,SGE,,1
331,869249,401,SGE,,1
353,689472,401,SGE,,1
354,691649,401,SGE,,1
355,691711,401,SGE,,1
363,686613,401,SGE,,1
367,281574,401,SGE,,1
368,290686,401,SGE,,1
369,296257,401,SGE,,1
394,276549,401,SGE,,1
396,963921,401,SGE,,1
405,517410,401,SGE,,1
406,530824,401,SGE,,1
408,531025,401,SGE,,1
409,8832,401,SGE,,1
414,590045,401,SGE,,1
418,495923,401,SGE,,1
419,842586,401,SGE,,1
423,842505,401,SGE,,1
424,45464,401,SGE,,1
425,292640,401,SGE,,1
426,45467,401,SGE,,1
433,552668,401,SGE,,1
436,45494,401,SGE,,1
438,547212,401,SGE,,1
443,292643,401,SGE,,1
445,45466,401,SGE,,1
447,24670,401,SGE,,1
456,986126,401,SGE,,1
461,996603,401,SGE,,1
467,887237,401,SGE,,1
468,887385,401,SGE,,1
476,887258,401,SGE,,1
480,198657,401,SGE,,1
483,198811,401,SGE,,1
491,782123,401,SGE,,1
495,800725,401,SGE,,1
510,95732,401,SGE,,1
512,664412,401,SGE,,1
516,664440,401,SGE,,1
522,559582,401,SGE,,1
527,971499,401,SGE,,1
533,158839,401,SGE,,1
541,55204,401,SGE,,1
548,547178,401,SGE,,1
550,760975,401,SGE,,1
551,303227,401,SGE,,1
554,878275,401,SGE,,1
556,5959,401,SGE,,1
559,878300,401,SGE,,1
563,926346,401,SGE,,1
570,675946,401,SGE,,1
572,835563,401,SGE,,1
573,835670,401,SGE,,1
575,835582,401,SGE,,1
581,866533,401,SGE,,1
584,552747,401,SGE,,1
591,865363,401,SGE,,1
616,28122,401,SGE,,1
624,717114,401,SGE,,1
626,28418,401,SGE,,1
632,121470,401,SGE,,1
637,160919,401,SGE,,1
643,160921,401,SGE,,1
645,82949,401,SGE,,1
647,28721,401,SGE,,1
651,29779,401,SGE,,1
656,225966,401,SGE,,1
657,278538,401,SGE,,1
659,354817,401,SGE,,1
660,354819,401,SGE,,1
661,404455,401,SGE,,1
666,666353,401,SGE,,1
670,354818,401,SGE,,1
673,666322,401,SGE,,1
698,391487,401,SGE,,1
702,391427,401,SGE,,1
708,776984,401,SGE,,1
712,152519,401,SGE,,1
721,388599,401,SGE,,1
723,845865,401,SGE,,1
724,724673,401,SGE,,1
729,161741,401,SGE,,1
730,253667,401,SGE,,1
731,263731,401,SGE,,1
732,28250,401,SGE,,1
735,263499,401,SGE,,1
736,277551,401,SGE,,1
737,307144,401,SGE,,1
742,813376,401,SGE,,1
743,837967,401,SGE,,1
744,974862,401,SGE,,1
750,277602,401,SGE,,1
758,895386,401,SGE,,1
759,901914,401,SGE,,1
782,889052,401,SGE,,1
785,69912,401,SGE,,1
786,254323,401,SGE,,1
796,328472,401,SGE,,1
801,724597,401,SGE,,1
803,301511,401,SGE,,1
806,301485,401,SGE,,1
817,655847,401,SGE,,1
821,516653,401,SGE,,1
830,318006,401,SGE,,1
831,136721,401,SGE,,1
833,13128,401,SGE,,1
834,44926,401,SGE,,1
839,738725,401,SGE,,1
840,432611,401,SGE,,1
841,267070,401,SGE,,1
844,432624,401,SGE,,1
855,750772,401,SGE,,1
857,780300,401,SGE,,1
858,869209,401,SGE,,1
864,271472,401,SGE,,1
869,522817,401,SGE,,1
872,371802,401,SGE,,1
877,283322,401,SGE,,1
885,522820,401,SGE,,1
888,271403,401,SGE,,1
893,522814,401,SGE,,1
903,552501,401,SGE,,1
904,397499,401,SGE,,1
905,971586,401,SGE,,1
906,19546,401,SGE,,1
907,264703,401,SGE,,1
915,278014,401,SGE,,1
927,960527,401,SGE,,1
929,724077,401,SGE,,1
951,267112,401,SGE,,1
962,596452,401,SGE,,1
972,596495,401,SGE,,1
982,552777,401,SGE,,1
986,924054,401,SGE,,1
988,596974,401,SGE,,1
989,59000,401,SGE,,1
994,596406,401,SGE,,1
1001,689675,401,SGE,,1
1003,192553,401,SGE,,1
1034,789033,401,SGE,,1
1038,555547,401,SGE,,1
1039,648357,401,SGE,,1
1041,738232,401,SGE,,1
1044,286527,401,SGE,,1
1047,296344,401,SGE,,1
1066,111499,401,SGE,,1
1079,902019,401,SGE,,1
1080,131536,401,SGE,,1
1083,119826,401,SGE,,1
1092,648368,401,SGE,,1
1101,473190,401,SGE,,1
1102,526726,401,SGE,,1
1103,623605,401,SGE,,1
1110,789257,401,SGE,,1
1111,902156,401,SGE,,1
1125,442092,401,SGE,,1
1132,442122,401,SGE,,1
1143,110509,401,SGE,,1
1147,180517,401,SGE,,1
1150,519868,401,SGE,,1
1161,14790,401,SGE,,1
1166,524939,401,SGE,,1
1174,855081,401,SGE,,1
1178,791910,401,SGE,,1
1180,527656,401,SGE,,1
1188,562064,401,SGE,,1
1195,485935,401,SGE,,1
1198,485601,401,SGE,,1
1202,519859,401,SGE,,1
1212,631121,401,SGE,,1
1217,524935,401,SGE,,1
1223,445366,401,SGE,,1
1229,796648,401,SGE,,1
1241,527653,401,SGE,,1
1245,562067,401,SGE,,1
1249,590566,401,SGE,,1
1250,375403,401,SGE,,1
1255,375420,401,SGE,,1
1258,527647,401,SGE,,1
1263,522623,401,SGE,,1
1268,543784,401,SGE,,1
1285,287765,401,SGE,,1
1303,993793,401,SGE,,1
1305,534113,401,SGE,,1
1318,470131,401,SGE,,1
1326,545709,401,SGE,,1
1336,403865,401,SGE,,1
1337,435620,401,SGE,,1
1338,545740,401,SGE,,1
1341,486864,401,SGE,,1
1345,337873,401,SGE,,1
1349,168126,401,SGE,,1
1350,486285,401,SGE,,1
1362,555134,401,SGE,,1
1365,747842,401,SGE,,1
1371,747934,401,SGE,,1
1404,605695,401,SGE,,1
1408,605624,401,SGE,,1
1413,138340,401,SGE,,1
1415,279868,401,SGE,,1
1416,107192,401,SGE,,1
1426,507600,401,SGE,,1
1430,102099,401,SGE,,1
1436,799637,401,SGE,,1
1445,523523,401,SGE,,1
1447,694661,401,SGE,,1
1448,562180,401,SGE,,1
1469,850830,401,SGE,,1
1471,110655,401,SGE,,1
1472,171211,401,SGE,,1
1475,850861,401,SGE,,1
1479,20629,401,SGE,,1
1481,270952,401,SGE,,1
1487,480210,401,SGE,,1
1488,270989,401,SGE,,1
1491,487889,401,SGE,,1
1495,810186,401,SGE,,1
1499,850835,401,SGE,,1
1500,879560,401,SGE,,1
1504,20626,401,SGE,,1
1507,44333,401,SGE,,1
1508,20624,401,SGE,,1
1514,850840,401,SGE,,1
1519,677528,401,SGE,,1
1521,334738,401,SGE,,1
1524,183970,401,SGE,,1
1525,334739,401,SGE,,1
1527,183938,401,SGE,,1
1534,96052,401,SGE,,1
