Gencod (EAN);IFLS;Désignation;Regle;Code. Fourn.;Fournisseur
3278699005201;S09511;250G YAOURT A BOIRE FRAISES        ;Cde 60 UC mini;00091699;MALO      
3278699005225;S09509;250G YAOURT A BOIRE MANGUE/PASSION ;Cde 60 UC mini;00091699;MALO      
3278699005232;S09508;250G YAOURT A BOIRE VANILLE        ;Cde 60 UC mini;00091699;MALO      
3245413321350;849525;750G YT A BOIRE VANILLE CRF        ;;00071753;COMBS     
3033490857585;190443;GERVAIS A BOIRE PE FR BAN ABR      ;;00088642;LOGIDIS FR
3297760077077;029469;125G P/MANGUE C&ALICE              ;;00088642;LOGIDIS FR
3560070809653;267070;12X40G FF FRUIT TUBE CRF KIDS      ;;00088642;LOGIDIS FR
3533631581282;S84433;340G GOURDE CANDY UP CHOCOLAT      ;;00098283;CANDIA    
3533631581060;S84431;340G GOURDE CANDY UP VANILLE       ;;00098283;CANDIA    
4008400818528;253990;3X35G KINDER MAXI KING             ;;00088642;LOGIDIS FR
8000500119716;903925;4X30G PACK KINDER PINGUI CHOCO     ;;00088642;LOGIDIS FR
4008400890326;732464;5X21G KINDER CHOCOFRESH            ;;00088642;LOGIDIS FR
4008400290829;284707;8X30G KINDER PINGUI CHOCO          ;;00088642;LOGIDIS FR
3278691220015;575896;1KG FROMAGE BLANC 20% MALO         ;Cde 60 UC mini;00091699;MALO      
3270190021087;S17198;1KG FROMAGE FRAIS NATURE 20% CRF   ;Cde 50 col grp;00096724;SENAGRAL  
3560070891689;S17199;1KG FROMAGE FRAIS NATURE 40% CRF   ;Cde 50 col grp;00096724;SENAGRAL  
3278691220114;532396;500G FROMAGE BLANC 20% MALO        ;Cde 60 UC mini;00091699;MALO      
3254550040604;T03964;500G FROMAGE BLANC LISSE 20% GD EXP;Cde 250€ grp;00097066;ISIGNY LAI
3254550040208;S50084;500G FROMAGE BLANC LISSE 40% P.PLAS;Cde 250€ grp;00097066;ISIGNY LAI
3332621060239;803166;500G FROMAGE FRAIS LISSE REO       ;;00088642;LOGIDIS FR
3254550040529;S67475;500G FROMAGE FRAIS LISSE SP.LAITIER;Cde 250€ grp;00097066;ISIGNY LAI
3560070778096;301485;12X60G PETIT SUISSE 10,4% CRF      ;;00088642;LOGIDIS FR
3033490916794;369500;24X50G GERVAIS PANACHE             ;;00088642;LOGIDIS FR
3270190023548;271472;8X100G FROMAGE BLANC 40% CRF       ;Cde 50 col grp;00096724;SENAGRAL  
3329770041196;657984;12X50G PT FILOUS PANACHE YOPLA     ;;00088642;LOGIDIS FR
3254550048587;S79704;150G FROMAGE FRAIS FRAISE          ;Cde 250€ grp;00097066;ISIGNY LAI
3254550048570;S79703;150G FROMAGE FRAIS FRAMBOISE       ;Cde 250€ grp;00097066;ISIGNY LAI
3254550048563;S79702;150G FROMAGE FRAIS MIRABELLE       ;Cde 250€ grp;00097066;ISIGNY LAI
3254550048556;S79701;150G FROMAGE FRAIS POM/CARAMEL     ;Cde 250€ grp;00097066;ISIGNY LAI
3245411205621;979103;4X100G FROMAGE FR SS MOUS NAT CRF  ;Cde 50 col grp;00096724;SENAGRAL  
3329770052185;867322;4X125G PDL LIT MANGUE-PASSION      ;;00088642;LOGIDIS FR
3329770052246;866325;4X125G PERLE DE LAIT VANILLE       ;;00088642;LOGIDIS FR
3278691130048;532420;500G FROMAGE BLANC VANILLE 40%     ;Cde 60 UC mini;00091699;MALO      
3254550047535;S52378;500G FROMAGE FRAIS FRAISE          ;Cde 250€ grp;00097066;ISIGNY LAI
3254550047528;S52377;500G FROMAGE FRAIS FRAMBOISE       ;Cde 250€ grp;00097066;ISIGNY LAI
3254550047627;S87819;500G FROMAGE FRAIS MIRABELLE       ;Cde 250€ grp;00097066;ISIGNY LAI
3560070354771;738725;6X100G FRG FRAIS FRT CRF KIDS      ;;00088642;LOGIDIS FR
3033491013218;299096;6X100G GERVAIS FR-BAN-PECH-ABR     ;;00088642;LOGIDIS FR
3033490916770;369283;6X50G PETIT GERV FR FRB ABRI       ;;00088642;LOGIDIS FR
3270190026471;522814;8X100G FROMAGE BLANC VANILLE 20%CRF;Cde 50 col grp;00096724;SENAGRAL  
3329770052253;866327;8X125G P.DE LAIT COCO YOPLAIT      ;;00088642;LOGIDIS FR
3278692500055;S67572;1000G FROMAGE FRAIS 40%SUCRE       ;Cde 60 UC mini;00091699;MALO      
3245414638853;830797;1KG FROMAGE BLANC 0% CRFD          ;;00088642;LOGIDIS FR
3278691140108;S29823;1KG FROMAGE BLANC 0% MALO          ;Cde 60 UC mini;00091699;MALO      
3270190020936;S17197;1KG FROMAGE FRAIS NATURE 0% CRF    ;Cde 50 col grp;00096724;SENAGRAL  
8436039434936;S96406;450G FROMAGE BATTU 0% NATURE FDB PO;Cde 10 colis;00097073;OUTREMER  
8436039431409;S96411;450G FROMAGE BATTU O% ALOE VERA QUA;Cde 10 colis;00097073;OUTREMER  
8436039434899;S96409;450G FROMAGE BATTU O% MYRTILLES QUA;Cde 10 colis;00097073;OUTREMER  
8436039434929;S96410;450G FROMAGE BATTU O% QUINOA CEREAL;Cde 10 colis;00097073;OUTREMER  
8436039434905;S96408;450G FROMAGE BATTU O% VANILLE QUARK;Cde 10 colis;00097073;OUTREMER  
3278691140054;T31550;500G FROMAGE BLANC 0%              ;Cde 60 UC mini;00091699;MALO      
3254550040505;T03963;500G FROMAGE BLANC LISSE 0% EXPORT ;Cde 250€ grp;00097066;ISIGNY LAI
8436039431393;S96404;650G YAOURT A L ALOE VERA FDB POT  ;Cde 10 colis;00097073;OUTREMER  
8436039436305;S96396;650G YAOURT A LA GRECQUE VANILLE PO;Cde 10 colis;00097073;OUTREMER  
8436039434967;S96403;650G YAOURT FRAISE FDB POT         ;Cde 10 colis;00097073;OUTREMER  
8436039434943;S96394;650G YAOURT NATURE 0% FDB POT      ;Cde 10 colis;00097073;OUTREMER  
8436039434981;S96395;650G YAOURT NATURE SUCRE 0% FDB POT;Cde 10 colis;00097073;OUTREMER  
8436039434950;S96397;650G YAOURT PASSION FDB POT        ;Cde 10 colis;00097073;OUTREMER  
3270190023524;271403;8X100G FROMAGE BLANC  0% CRF       ;Cde 50 col grp;00096724;SENAGRAL  
3270190210542;552501;8X100G FROMAGE BLANC VANILLE 0% CRF;Cde 50 col grp;00096724;SENAGRAL  
3184670001387;T95520;100GX4 MINI FAISSELLE 0%           ;Cde 35 Kg grp;00085138;RIANS     
3184670001363;T95519;100GX4 MINI FAISSELLE 6%           ;Cde 35 Kg grp;00085138;RIANS     
3245390089533;515851;4X100G FAISSELLE BRESSE RDF        ;;00099807;DAMARTIN  
3184670001158;T95518;500G FAISSELLE 0%                  ;Cde 35 Kg grp;00085138;RIANS     
3184670003817;S26687;500G FAISSELLE 6%                  ;Cde 35 Kg grp;00085138;RIANS     
3270190020981;446847;500G FAISSELLE NATURE 43% CRF      ;Cde 35 Kg grp;00085138;RIANS     
3184670001141;422612;POT 500G FAISSELLE 6%MG.RIANS      ;;00088642;LOGIDIS FR
3560070778126;301511;12X60G PETITS SUISSES 3,8% CRF     ;;00088642;LOGIDIS FR
3329770051089;643049;6X60G PETIT YOPLAIT NAT 0%MG       ;;00088642;LOGIDIS FR
3329770057258;524654;12X40G PETITS FILOUS TUBS PANA     ;;00088642;LOGIDIS FR
3023290007310;S60263;6X60G PETIT NESQUIK CHOCOLAT       ;;00091653;LACTALIS  
3245412217203;T15615;10X100G LAIT FERMENTE BOIR FR CRF  ;;00025092;NOVANDIE  
3245412217517;T15614;10X100G LAIT FERMENTE BOIR NAT CRF ;;00025092;NOVANDIE  
4062800011675;S87328;1L LAIT ENTIER UHT MINUS S/LACTOSE ;Cde grp 50kg;00008628;MIFROMA   
3033490859183;064647;X6  ACTIMEL 0% NATURE              ;;00088642;LOGIDIS FR
3033490690687;380712;4X125G DANACOL FRUITS JAUNES       ;;00088642;LOGIDIS FR
3273220535066;520771;2X125G CREME DESSERT CHOCO VRAI    ;;00088642;LOGIDIS FR
3560070716807;S88917;2X150G YAOURT GREC BIO CRF         ;Cde 50 col grp;00097223;PETIT BASQ
3560070436217;377204;4X100G RIZ AU LAIT VANILLE BIO CRF ;Cde 50 col grp;00096725;AVI CHAREN
3273220530900;S98497;4X100G YAOURT BRASSE ABRICOT BIO VR;NEW1;00009292;TRIBALLAT 
3273220530931;S98503;4X100G YAOURT BRASSE FRAISE BIO VRA;NEW1;00009292;TRIBALLAT 
3273220530153;S98487;4X100G YAOURT BRASSE NATURE BIO VRA;NEW1;00009292;TRIBALLAT 
3273220530191;S98482;4X100G YAOURT BRASSE VANILLE BIO VR;NEW1;00009292;TRIBALLAT 
3273220530436;533350;4X125G YAOURT 0% NATURE VRAI       ;;00088642;LOGIDIS FR
3273220535417;S98485;4X125G YAOURT BIFIDUS CITRON BIO VR;NEW1;00009292;TRIBALLAT 
3273220535462;S98486;4X125G YAOURT BIFIDUS VANILLE BIO V;NEW1;00009292;TRIBALLAT 
3245413442222;750747;4X125G YAOURT FRAISE BIO CRF       ;Cde 50 col grp;00096724;SENAGRAL  
3273220530375;S98484;4X125G YAOURT NATURE 0% BIO VRAI   ;NEW1;00009292;TRIBALLAT 
3463342710964;S48988;4X125G YAOURT NATURE BIO BAIKO     ;Cde grp 50kg;00008628;MIFROMA   
3463342709418;S87326;4X125G YAOURT NATURE BIO BAIKO     ;Cde grp 50kg;00008628;MIFROMA   
3560070845408;S98775;4X125G YAOURT NATURE BIO CRF       ;Cde 50 col grp;00096724;SENAGRAL  
3273220530351;S98483;4X125G YAOURT NATURE BIO VRAI      ;NEW1;00009292;TRIBALLAT 
3560070845408;263474;4X125G YAOURT NATURE CRF BIO       ;;00088642;LOGIDIS FR
3273220530054;S98488;4X125G YAOURT PET BRASSE NATURE BIO;NEW1;00009292;TRIBALLAT 
3273220530054;423740;500G YRT BRASSE NAT BIO VRAI       ;;00088642;LOGIDIS FR
3560070542642;869249;8X125G YAOURT FRUITS CRF BIO       ;;00088642;LOGIDIS FR
3560070802241;650293;8X125G YRT FRUIT 0% CRF            ;;00088642;LOGIDIS FR
3023290230114;S74779;125GX4 SVELT.FERM&FOND.MURE/MYRTILL;;00091653;LACTALIS  
3023290115008;S49219;4X125G SVELT.FERM&FOND.ANANAS/COCO ;Cde 25 col grp;00091653;LACTALIS  
8410100186627;520534;4X125G SVELT.FERM&FOND.CARAMEL     ;Cde 25 col grp;00091653;LACTALIS  
3023290719848;S49223;4X125G SVELT.FERM&FOND.VANILLE BOUR;Cde 25 col grp;00091653;LACTALIS  
8410100068176;836461;4X125G SVELTES.FERM.FOND.CHOCO     ;Cde 25 col grp;00091653;LACTALIS  
8410100068183;338158;4X125G SVELTES.FERME FOND.CAFE     ;Cde 25 col grp;00091653;LACTALIS  
4040600014904;T62914;120GX6 MONDELICE 0% FRAISE/ABRICO/C;;00018949;CAMPINA   
4040600013617;S17753;150G YAOURT FRUIT FRAISE PECHE MOND;;00018949;CAMPINA   
4040600035107;S04174;150G YAOURT FRUIT PARADIS          ;;00018949;CAMPINA   
4040600030003;S69101;150G YOG FIT                       ;;00018949;CAMPINA   
4040600034001;S04171;250G YAOURT FRUIT MONDELICE        ;;00018949;CAMPINA   
3850354010203;S15818;4X125G LACTEL FRUITY ABRICOT       ;;00091648;LACTALIS  
3850354010067;S15811;4X125G LACTEL FRUITY ANANAS        ;;00091648;LACTALIS  
3850354010081;S15816;4X125G LACTEL FRUITY BANANE        ;;00091648;LACTALIS  
3850354010241;S15815;4X125G LACTEL FRUITY CERISE        ;;00091648;LACTALIS  
3850354010128;S15813;4X125G LACTEL FRUITY FRAISE        ;;00091648;LACTALIS  
3850354010166;S15831;4X125G LACTEL FRUITY FRAMBOISES    ;;00091648;LACTALIS  
3850354010227;S15834;4X125G LACTEL FRUITY FRUIT ROUGE   ;;00091648;LACTALIS  
3850354010142;S15817;4X125G LACTEL FRUITY LYCHEE        ;;00091648;LACTALIS  
3850354010180;S15814;4X125G LACTEL FRUITY MANGUE        ;;00091648;LACTALIS  
3850354012450;S69796;4X125G LACTEL FRUITY NATURE        ;;00091648;LACTALIS  
3850354010104;S15820;4X125G LACTEL FRUITY PECHE/PASSION ;;00091648;LACTALIS  
3850354012504;S69797;4X125G LACTEL FRUITY SUCRE         ;;00091648;LACTALIS  
3850354012498;S78681;4X125G LACTEL NATURE SUCRE         ;;00091648;LACTALIS  
4040600008217;S42151;4X125G MONDELICE SABORES MULTI     ;;00018949;CAMPINA   
4040600008200;S42152;4X125G YAOURT FRUIT SABORES FRAISE ;;00018949;CAMPINA   
4040600013884;S92410;4X125G YAOURT MONDELICE FRUITY 0,1%;;00018949;CAMPINA   
4040600012641;S80862;500G YAOURT FRUIT FRAISE 0% MONDELI;;00018949;CAMPINA   
4040600006909;425344;500G YAOURT NATURE FIT             ;;00018949;CAMPINA   
3451790286568;S46182;12X125G CR. DESSERT DT 2 GRAT      ;Cde 300 kg;00099203;ELVIR     
3451790286681;S27671;12X125G CR.DESS.CHOCO/VAN/CAR      ;Cde 300 kg;00099203;ELVIR     
3451790286681;082653;12X125G CR.DESS.CHOCO/VAN/CARA     ;Cde 300 kg;00099203;ELVIR     
3560070833443;S98773;16X115G CREME DESSERT PANACHE      ;Cde 50 col grp;00096724;SENAGRAL  
3161919345051;S48668;16X125G CR. DESSERT CHOCO VAN CAR  ;Cde 300 kg;00099203;ELVIR     
3451791271006;T35329;16X125G CR. DESSERT VANILLE/CHOCO  ;Cde 300 kg;00099203;ELVIR     
3451790431647;S04583;4X100G CREME DESSERT CARAMEL       ;Cde 300 kg;00099203;ELVIR     
3451790400797;S04585;4X100G CREME DESSERT VANILLE       ;Cde 300 kg;00099203;ELVIR     
3451790397622;S28997;4X125 DESSERT LACTE ABRICOT        ;Cde 300 kg;00099203;ELVIR     
3033490906290;631650;4X125G  DANETTE VANILLE            ;;00088642;LOGIDIS FR
3161917748342;422643;4X125G CR. DESSERT CAFE            ;Cde 300 kg;00099203;ELVIR     
3161910327049;422634;4X125G CR. DESSERT CARAMEL         ;Cde 300 kg;00099203;ELVIR     
4040600002956;S11106;4X125G CR. DESSERT CARAMEL PUDDIS  ;;00018949;CAMPINA   
3161910326929;422632;4X125G CR. DESSERT CHOCOLAT        ;Cde 300 kg;00099203;ELVIR     
4040600001850;S11107;4X125G CR. DESSERT CHOCOLAT PUDDI  ;;00018949;CAMPINA   
3161910352577;422642;4X125G CR. DESSERT PRALINE         ;Cde 300 kg;00099203;ELVIR     
3161910326806;422633;4X125G CR. DESSERT VANILLE         ;Cde 300 kg;00099203;ELVIR     
4040600001843;S11108;4X125G CR. DESSERT VANILLE PUDDIS  ;;00018949;CAMPINA   
3451790400810;S04584;4X125G CREME DESSERT CHOCOLAT      ;Cde 300 kg;00099203;ELVIR     
3033490906283;631635;4X125G DANETTE CHOCOLAT            ;;00088642;LOGIDIS FR
3451790397981;S29044;4X125G DESSERT LACTE ANANAS        ;Cde 300 kg;00099203;ELVIR     
3451790397868;S29015;4X125G DESSERT LACTE CERISE        ;Cde 300 kg;00099203;ELVIR     
3451790397509;S29079;4X125G DESSERT LACTE FRAISE        ;Cde 300 kg;00099203;ELVIR     
3451790397745;S65446;4X125G DESSERT LACTE FRUIT DES BOIS;Cde 300 kg;00099203;ELVIR     
3451790886645;S29020;4X125G DESSERT LACTE LITCHI        ;Cde 300 kg;00099203;ELVIR     
3451790872051;S29026;4X125G DESSERT LACTE MANGUE        ;Cde 300 kg;00099203;ELVIR     
3451790886256;S29014;4X125G DESSERT LACTE MYRTILLE      ;Cde 300 kg;00099203;ELVIR     
3451790550713;S29030;4X125G DESSERT LACTE PECHE/PASSION ;Cde 300 kg;00099203;ELVIR     
3850354010029;S15819;4X125G LACTEL DESSERT CHOCOLAT     ;;00091648;LACTALIS  
3850354010043;S15835;4X125G LACTEL DESSERT LACTE VANILLE;;00091648;LACTALIS  
3023290797501;S13272;4X70G VELOURS DE CREME CARAMEL     ;;00091653;LACTALIS  
3023290474662;S13270;4X70G VELOURS DE CREME CHOCO LAIT  ;;00091653;LACTALIS  
3023290720509;S13273;4X70G VELOURS DE CREME CHOCO/CARAME;;00091653;LACTALIS  
3161917748465;S80554;8X125G CR. DESSERT CHOCO VANILLE   ;Cde 300 kg;00099203;ELVIR     
3451790167492;S72310;150G MILKAKA SPE FROMAGE GOUDA     ;Cde 300 kg;00099203;ELVIR     
3451790167522;S72311;150G MILKANA SPE FROMAGE A&FH      ;Cde 300 kg;00099203;ELVIR     
3451790167379;S72309;150G MILKANA SPE FROMAGE NATURE    ;Cde 300 kg;00099203;ELVIR     
3451790947810;S91026;4X100G CREAMY TOUCH FRAMBOISES     ;Cde 300 kg;00099203;ELVIR     
3451790947797;S91025;4X100G CREAMY TOUCH MIEL           ;Cde 300 kg;00099203;ELVIR     
3451790947674;S91024;4X100G CREAMY TOUCH NATURE         ;Cde 300 kg;00099203;ELVIR     
3451790835353;S75665;4X100G MILKANA FRUIT CHERRY        ;Cde 300 kg;00099203;ELVIR     
3451790835117;S75662;4X100G MILKANA FRUIT DAIRY ABRICOT ;Cde 300 kg;00099203;ELVIR     
3451790835094;S75659;4X100G MILKANA FRUIT DAIRY STRAWBER;Cde 300 kg;00099203;ELVIR     
3451790835230;S75663;4X100G MILKANA FRUIT MIED BERRIES  ;Cde 300 kg;00099203;ELVIR     
3451790835742;S75667;4X100G MILKANA KIDZ BANANA         ;Cde 300 kg;00099203;ELVIR     
3451790835865;S75668;4X100G MILKANA KIDZ RASPBERRY      ;Cde 300 kg;00099203;ELVIR     
3451790835629;S75666;4X100G MILKANA KIDZ STRAWBERRY     ;Cde 300 kg;00099203;ELVIR     
3451790475559;S31082;4X125G DESSERT LACTE 0% CRANBERIES ;Cde 300 kg;00099203;ELVIR     
3451790709951;S60107;4X125G DESSERT LACTE 0% FRAISE     ;Cde 300 kg;00099203;ELVIR     
3451790710230;S60110;4X125G DESSERT LACTE 0% MYRTILLES  ;Cde 300 kg;00099203;ELVIR     
3451790474781;S66769;4X125G DESSERT LACTE 0% POMMES VERT;Cde 300 kg;00099203;ELVIR     
3451790710094;S60108;4X125G DESSERT LACTE 0% PRUNEAU    ;Cde 300 kg;00099203;ELVIR     
3451790991479;S43217;4X90G MILKANA KIDZUP BANANE        ;Cde 300 kg;00099203;ELVIR     
3451790991356;S43213;4X90G MILKANA KIDZUP FRAISE        ;Cde 300 kg;00099203;ELVIR     
3451790991509;S43220;4X90G MILKANA KIDZUP VANILLE       ;Cde 300 kg;00099203;ELVIR     
3451790445606;T38832;150ML YAGGO A BOIRE POCHE CHOCOLAT ;Cde 300 kg;00099203;ELVIR     
3451790445842;T38834;150ML YAGGO A BOIRE POCHE FRAISE   ;Cde 300 kg;00099203;ELVIR     
3451790445729;T38835;150ML YAGGO A BOIRE POCHE VANILLE  ;Cde 300 kg;00099203;ELVIR     
7617014166375;S77348;230G CAFE PAB SOJA MACCHIATO       ;Cde grp 50kg;00008628;MIFROMA   
7616800842240;S77330;250G LAIT CAFFE LATTE SWISS DELICE ;Cde grp 50kg;00008628;MIFROMA   
7616800842264;S77329;250G LAIT CAFFE LATTE SWISS DELICE ;Cde grp 50kg;00008628;MIFROMA   
7616800842257;S77346;250G LAIT CHOCOLAT SWISS DELICE    ;Cde grp 50kg;00008628;MIFROMA   
7616800842271;S77345;250G LAIT FRAISE SWISS DELICE      ;Cde grp 50kg;00008628;MIFROMA   
3451790458804;S16785;4X125G YAGGO ABRICOT               ;Cde 300 kg;00099203;ELVIR     
3451790404108;S16788;4X125G YAGGO BANANE                ;Cde 300 kg;00099203;ELVIR     
3451790404085;S16787;4X125G YAGGO FRAISE                ;Cde 300 kg;00099203;ELVIR     
3451790459795;S16786;4X125G YAGGO FRAMBOISE             ;Cde 300 kg;00099203;ELVIR     
3273227485302;S98438;4X100G PLAISIR NOISETTE AMANDE     ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227482059;S98428;4X100G SOJASUN ABRICOT GOYAVE      ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227483131;S98427;4X100G SOJASUN CERISE              ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227483001;S98430;4X100G SOJASUN CITRON              ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227482257;S98432;4X100G SOJASUN FIGUES              ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227783514;S79815;4X100G SOJASUN FRAISE MCX          ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227783521;S79816;4X100G SOJASUN FRAMBOISE MCX       ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227483407;S98424;4X100G SOJASUN FRUIT DES BOIS (MCX);Cde 100 Kg grp;00009292;TRIBALLAT 
3273227783538;S79823;4X100G SOJASUN MANGUE MCX          ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227483261;S98425;4X100G SOJASUN MYRTILLE            ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227783545;S79824;4X100G SOJASUN PECHE MCX           ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227485241;S98437;4X100G SOJASUN PLAISIR CAFE        ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227485258;S07459;4X100G SOJASUN PLAISIR CARAMEL     ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227485234;S98434;4X100G SOJASUN PLAISIR CHOCOLAT    ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227485289;S98435;4X100G SOJASUN PLAISIR VANILLE     ;Cde 100 Kg grp;00009292;TRIBALLAT 
3245412918988;T15618;4X100G SPEC.SOJA FRUITS ROUGES CRF ;;00025092;NOVANDIE  
3273220081013;420691;6X100G SOJASUN NATURE              ;Cde 100 Kg grp;00009292;TRIBALLAT 
3560070732944;072282;6X100G SPEC SOJA NAT CRF           ;;00025092;NOVANDIE  
3273220080207;S36703;1L  BOISSON SOJA CALCIUM VITAMINE  ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273220080382;S36704;1L  BOISSON SOJA CHOCOLAT/CALCIUM  ;Cde 100 Kg grp;00009292;TRIBALLAT 
9020200002100;S86107;1L  BOISSON SOJA NATURE HAPPY      ;Cde 750 UC mini;00097234;CODIPAL   
9020200004692;S86108;1L  BOISSON SOJA VANILLE  HAPPY    ;Cde 750 UC mini;00097234;CODIPAL   
3273220080306;S36705;1L  BOISSON SOJA VANILLE/CALCIUM   ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273227478151;S49461;1L SOJASUN BOISSON AU RIZ          ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273229980478;S60441;6BRK DT1GRT CHOCOLAT SOJASUN PRISMA;Cde 864 UC grp;00009292;TRIBALLAT 
3273229980201;T09315;6BRK DT1GRT SOJASUN CALCIUM +VIT D ;Cde 864 UC grp;00009292;TRIBALLAT 
3273229980102;T09314;6BRK DT1GRT SOJASUN NATURE + CALCIU;Cde 864 UC grp;00009292;TRIBALLAT 
3273229980300;T09316;6BRK DT1GRT SOJASUN VANILLE PRISMA ;Cde 864 UC grp;00009292;TRIBALLAT 
3273220080108;S36229;BRK 1L BOISSON UHT NATURE+CALCIUM  ;Cde 100 Kg grp;00009292;TRIBALLAT 
3560070705573;S70708;1,75L JUS ORANGE A/PULPE CRF       ;;00063892;AGRI COMME
3560070706075;S70709;1,75L JUS ORANGE S/PULPE CRF       ;;00063892;AGRI COMME
3270190025962;S68408;1L COCKTAIL MULTIVITAMINE CRF      ;;00063892;AGRI COMME
3608580745044;724602;1L JUS MULTIVITAMINES PET ANDR     ;;00088642;LOGIDIS FR
3270190209751;533667;1L JUS ORANGE Espagne CRF          ;;00063892;AGRI COMME
3560070706136;S70710;1L JUS ORG/CLEMENT/RAISIN CRF      ;;00063892;AGRI COMME
3045320104196;714317;1L PET JUS ANANAS ANDROS           ;;00088642;LOGIDIS FR
3045320104172;709722;1L PET JUS CLEMENTINES ANDROS      ;;00088642;LOGIDIS FR
3045320104127;709726;1L PET JUS ORANGE ANDROS           ;;00088642;LOGIDIS FR
3045320104158;039370;1L PET JUS PAMPLEMOUSSE ANDROS     ;;00088642;LOGIDIS FR
3245390079428;408559;1L PUR JUS D ORANGE ESPAGN GJ      ;;00088642;LOGIDIS FR
3560070424252;T40016;1L PUR JUS D ORANGE PP BLANC       ;;00063892;AGRI COMME
3560070723935;S72300;50 CL JUS DE GRENADE CRF           ;;00063892;AGRI COMME
3045320104165;039332;PET 1L JUS POMMES ANDROS           ;;00088642;LOGIDIS FR
3560070858361;S68417;1,75L PJ MULTIFRUITS CRF           ;;00063892;AGRI COMME
3245411759742;768083;1L  JUS CLEMENTINE A/PULPCRF       ;;00063892;AGRI COMME
3245413852601;S72301;1L ANANAS 100% PUR JUS PRESSE CRF  ;;00063892;AGRI COMME
3245411759742;S72302;1L CLEMENTINE 100%PUR FRUIT PRESSE ;;00063892;AGRI COMME
3245390127525;124957;1L COCKTAIL MULTIVITAM.GD JURY     ;;00088642;LOGIDIS FR
3560070705924;902019;1L PET JUS DE POMME CRF BIO        ;;00088642;LOGIDIS FR
3560070370535;131536;1L PUR JUS ORANG.FRAIS BIO CRF     ;;00088642;LOGIDIS FR
3608580732990;S54835;4X97G VELOUTE ABRICOT ANDROS       ;;00001340;ANDROS    
3280060400751;S84432;75CL JUS PRUNEAUX AGEN             ;;00097009;BRISSON   
3045320104769;S54849;PET 1.5L JUS CLEMENTINE ANDROS     ;;00001340;ANDROS    
3281780883206;S79709;1L GREEN TEA CASSIS/FRAMBOISE      ;Cde 40 kg grp;00003090;MARTINET  
3281780883213;S79706;1L GREEN TEA CRANBERRIES CITRON    ;Cde 40 kg grp;00003090;MARTINET  
3281780883220;S79707;1L GREEN TEA GRENADE RAISIN        ;Cde 40 kg grp;00003090;MARTINET  
3661138600561;516602;1L25 ACIDULE FLO.SUNNY-DELIGHT     ;;00088642;LOGIDIS FR
3661138600585;514397;1L25 DX CALIFORN.SUNNY-DELIGHT     ;;00088642;LOGIDIS FR
3281780888447;S69717;240G GREEN TEA CASSIS/FRAMB.RHF    ;Cde 40 kg grp;00003090;MARTINET  
3281780880670;S69660;240G GREEN TEA CRANBERRIES CIT GMS ;Cde 40 kg grp;00003090;MARTINET  
3281780888454;S69670;240G GREEN TEA CRANBERRIES CIT RHF ;Cde 40 kg grp;00003090;MARTINET  
3281780880687;S69674;240G GREEN TEA GRENADE R.BLANC GMS ;Cde 40 kg grp;00003090;MARTINET  
3281780878882;S69724;250G SMOOTHIE CAROTTE/POM THE VER G;Cde 40 kg grp;00003090;MARTINET  
3281780888478;S69728;250G SMOOTHIE CAROTTE/POM THE VER R;Cde 40 kg grp;00003090;MARTINET  
3281780878905;S69729;250G SMOOTHIE MULTILEG FRUIT GMS   ;Cde 40 kg grp;00003090;MARTINET  
