"AVENI","AVENI","1","ASP","","0.0","","1","LOG","AVENIR SERVICE SARL"
"19127","19127","1","IMPORT","","0.0","","1","LOG","ROUTIN SA"
"19144","19144","1","IMPORT","","0.0","","1","LOG","SODIAL NOUY"
"19152","19152","1","IMPORT","","0.0","","1","LOG","SOMAF"
"19243","19243","1","IMPORT","","0.0","","1","LOG","FAVRICHON ET VIGNON"
"19279","19279","1","IMPORT","","0.0","","1","LOG","ANNUNZIATA FRANCE"
"19390","19390","1","IMPORT","","0.0","","1","LOG","PRINCES FOODS BV"
"19402","19402","1","IMPORT","","0.0","","1","LOG","GIAGUARO SPA"
"19451","19451","1","IMPORT","","0.0","","1","LOG","WITOR'S NUOVA BISCUIT"
"19553","19553","1","IMPORT","","0.0","","1","LOG","RIPENSA/AS"
"19583","19583","1","IMPORT","","0.0","","1","LOG","COLGATE EXPORT CONDITION"
"19593","19593","1","IMPORT","","0.0","","1","LOG","CONTINENTALE NUTRITION"
"19737","19737","1","IMPORT","","0.0","","1","LOG","RECKITT BENCKISER"
"19755","19755","1","ASP","","0.0","","1","LOG","FRANCE EUROPE SURGELES SA"
"19847","19847","1","IMPORT","","0.0","","1","LOG","COSMETOLOG"
"19888","19888","1","IMPORT","","0.0","","1","LOG","ODENWALD KONSERVEN GMBH"
"19966","19966","1","IMPORT","","0.0","","1","LOG","LINDT"
"19988","19988","1","IMPORT","","0.0","","1","LOG","NOVAMEX SA"
"20004","20004","1","IMPORT","","0.0","","1","LOG","LU FRANCE"
"20021","20021","1","IMPORT","","0.0","","1","LOG","MASTER FOODS"
"20045","20045","1","IMPORT","","0.0","","1","LOG","CURTI SRL"
"20052","20052","1","IMPORT","","0.0","","1","LOG","ACEITUNAS GUADALQUIVIR"
"20081","20081","1","IMPORT","","0.0","","1","LOG","AROVIT PETFOOD FRANCE"
"20084","20084","1","IMPORT","","0.0","","1","LOG","WOLF"
"20090","20090","1","ASP","","0.0","","1","LOG","C.R.A.F"
"20156","20156","1","ASP","","0.0","","1","LOG","G.M.A"
"20163","20163","1","ASP","","0.0","","1","LOG","FORTIPHARM"
"20192","20192","1","IMPORT","","0.0","","1","LOG","VALADE SA CORREZES"
"20224","20224","1","IMPORT","","0.0","","1","LOG","CODIPEX"
"20284","20284","1","IMPORT","","0.0","","1","LOG","ROCKLINE INDUSTRIES"
"20341","20341","1","IMPORT","","0.0","","1","LOG","FOURN.DIVERS MARCHANDISES"
"20344","20344","1","IMPORT","","0.0","","1","LOG","CHOCOLATERIE DU COTENTIN"
"20459","20459","1","IMPORT","","0.0","","1","LOG","POZINI  SPA"
"20483","20483","1","IMPORT","","0.0","","1","LOG","COMOLIVE"
"20503","20503","1","IMPORT","","0.0","","1","LOG","COATHALEM BISCUITERIE"
"20568","20568","1","IMPORT","","0.0","","1","LOG","CERECO SARL"
"20603","20603","1","IMPORT","","0.0","","1","LOG","UNIDIS SA"
"20703","20703","1","IMPORT","","0.0","","1","LOG","EUROPEENNE EMBOUTEILLAGE SNC"
"20796","20796","1","IMPORT","","0.0","","1","LOG","MENGUY'S"
"20805","20805","1","ASP","","0.0","","1","LOG","SODAF SARL"
"20810","20810","1","ASP","","0.0","","1","LOG","SOPROCA SARL"
"20828","20828","1","ASP","","0.0","","1","LOG","HO HIO HEN"
"20855","20855","1","IMPORT","","0.0","","1","LOG","CFED"
"20883","20883","1","IMPORT","","0.0","","1","LOG","CFGV CIE FRANCAISE DES GRANDS"
"21014","21014","1","IMPORT","","0.0","","1","LOG","UNILEVER INTERNATIONAL P"
"21174","21174","1","IMPORT","","0.0","","1","LOG","VICTOR FAUCONNIER"
"21785","21785","1","IMPORT","","0.0","","1","LOG","DURAND"
"21889","21889","1","IMPORT","","0.0","","1","LOG","C.P.C.E."
"22142","22142","1","IMPORT","","0.0","","1","LOG","GAZZOLA"
"22499","22499","1","IMPORT","","0.0","","1","LOG","PROBLANC"
"22536","22536","1","IMPORT","","0.0","","1","LOG","WINDEL FRANCE SARL"
"22597","22597","1","IMPORT","","0.0","","1","LOG","LINPAC DISRIBUTION"
"22614","22614","1","IMPORT","","0.0","","1","LOG","WEPA"
"22838","22838","1","IMPORT","","0.0","","1","LOG","FRUITE SA VERGERS DE SAVOIE"
"22907","22907","1","IMPORT","","0.0","","1","LOG","NOUGAT CHABERT & GUILLOT"
"23013","23013","1","IMPORT","","0.0","","1","LOG","WACHTER S.A"
"23220","23220","1","IMPORT","","0.0","","1","LOG","ROY RENE"
"23256","23256","1","IMPORT","","0.0","","1","LOG","ROHAN"
"23276","23276","1","IMPORT","","0.0","","1","LOG","FREDERIC CHOCOLATS"
"23363","23363","1","IMPORT","","0.0","","1","LOG","DEUTSCHE EXTRAKT"
"23386","23386","1","IMPORT","","0.0","","1","LOG","CHARLES ET ALICE"
"23446","23446","1","IMPORT","","0.0","","1","LOG","BOUVART BISCUITS"
"23466","23466","1","IMPORT","","0.0","","1","LOG","HEIMBURGER"
"23510","23510","1","IMPORT","","0.0","","1","LOG","RICHARD ALPINA"
"23566","23566","1","IMPORT","","0.0","","1","LOG","TRESCARTE ETS SARL"
"23788","23788","1","IMPORT","","0.0","","1","LOG","DELPEYRAT SA"
"23795","23795","1","IMPORT","","0.0","","1","LOG","LA DORIA SPA"
"23815","23815","1","IMPORT","","0.0","","1","LOG","LES VERGERS D'ALSACE"
"23816","23816","1","IMPORT","","0.0","","1","LOG","VITAL VITROLLES ALIMENTION"
"23847","23847","1","IMPORT","","0.0","","1","LOG","YPLON"
"23893","23893","1","IMPORT","","0.0","","1","LOG","TROPICANA LOOZA"
"24144","24144","1","IMPORT","","0.0","","1","LOG","GOLDEN FOOD"
"24146","24146","1","IMPORT","","0.0","","1","LOG","KENTAUR"
"24147","24147","1","IMPORT","","0.0","","1","LOG","FORA FOLIENFABRIK"
"24484","24484","1","IMPORT","","0.0","","1","LOG","CONSERVES DE PROVENCE"
"24718","24718","1","IMPORT","","0.0","","1","LOG","GROUPEMENT COMMERC DU BISCUIT"
"24762","24762","1","IMPORT","","0.0","","1","LOG","HAUST BV"
"24794","24794","1","IMPORT","","0.0","","1","LOG","VALEURDIS SA"
"24804","24804","1","IMPORT","","0.0","","1","LOG","INTERGARDEN"
"24904","24904","1","IMPORT","","0.0","","1","LOG","UNISOURCE"
"24908","24908","1","IMPORT","","0.0","","1","LOG","VITAVIE SARL"
"25079","25079","1","IMPORT","","0.0","","1","LOG","ORANGINA SCHWEPPES"
"25397","25397","1","IMPORT","","0.0","","1","LOG","EAU ECARLATE"
"25791","25791","1","IMPORT","","0.0","","1","LOG","CHAMPI JANDOU"
"25816","25816","1","IMPORT","","0.0","","1","LOG","CANDIA"
"26309","26309","1","IMPORT","","0.0","","1","LOG","VALFLEURI S.ATION"
"26584","26584","1","IMPORT","","0.0","","1","LOG","SOUFFLET  VALENCIENNES"
"26741","26741","1","IMPORT","","0.0","","1","LOG","PRODESSSIONAL FRANCE"
"27043","27043","1","IMPORT","","0.0","","1","LOG","LANGE"
"27178","27178","1","IMPORT","","0.0","","1","LOG","DISTRIBORG FRANCE"
"27375","27375","1","IMPORT","","0.0","","1","LOG","DOLIS"
"27411","27411","1","IMPORT","","0.0","","1","LOG","CONTINENTAL BISCUITS SA"
"27458","27458","1","IMPORT","","0.0","","1","LOG","CARREFOUR IMPORT SAS NONAL"
"27472","27472","1","IMPORT","","0.0","","1","LOG","SARA LEE COFFEE & TEA FRANCE"
"28131","28131","1","IMPORT","","0.0","","1","LOG","CHEVAL QUANCARD"
"28229","28229","1","IMPORT","","0.0","","1","LOG","DUBOIS BISCUITS"
"28231","28231","1","IMPORT","","0.0","","1","LOG","FERRERO FR ANCE"
"28233","28233","1","IMPORT","","0.0","","1","LOG","HUILERIES P.DUMORTIER FR"
"28271","28271","1","IMPORT","","0.0","","1","LOG","DUPONT D'ISIGNY"
"28356","28356","1","IMPORT","","0.0","","1","LOG","RIVOIRE ET CARRET 1ER PR"
"28358","28358","1","IMPORT","","0.0","","1","LOG","ESCO FRANCE"
"28389","28389","1","IMPORT","","0.0","","1","LOG","CHATEAUX EN BORDEAUX"
"28397","28397","1","IMPORT","","0.0","","1","LOG","MATERNE SAS"
"28830","28830","1","IMPORT","","0.0","","1","LOG","DVK DEEM SA"
"28854","28854","1","IMPORT","","0.0","","1","LOG","PRODIM"
"29112","29112","1","IMPORT","","0.0","","1","LOG","LIMELCO NV"
"29306","29306","1","IMPORT","","0.0","","1","LOG","SOCOVINS SA"
"29380","29380","1","IMPORT","","0.0","","1","LOG","ECKES GRANINI FRANCE"
"29604","29604","1","IMPORT","","0.0","","1","LOG","DELICES DE LA MER"
"29819","29819","1","IMPORT","","0.0","","1","LOG","A TEX"
"29863","29863","1","IMPORT","","0.0","","1","LOG","REITZEL BRIAND SAS"
"30072","30072","1","IMPORT","","0.0","","1","LOG","FAISSOLE BISCOTTE"
"30142","30142","1","IMPORT","","0.0","","1","LOG","GUYLIAN CHOCOLATS"
"30242","30242","1","IMPORT","","0.0","","1","LOG","CAVES DE YUTZ SARL"
"30455","30455","1","IMPORT","","0.0","","1","LOG","FIPPI SPA"
"30470","30470","1","IMPORT","","0.0","","1","LOG","WEPA TROYES SAS"
"30683","30683","1","IMPORT","","0.0","","1","LOG","VEUVE AMBAL"
"30958","30958","1","IMPORT","","0.0","","1","LOG","MATERNA SA"
"31048","31048","1","IMPORT","","0.0","","1","LOG","CAT HAUT VIVARAI"
"31263","31263","1","IMPORT","","0.0","","1","LOG","CHAMPION ARDRES BIS FRANCE"
"31363","31363","1","IMPORT","","0.0","","1","LOG","LE NIGEN N INDUSTRIE SA"
"31452","31452","1","IMPORT","","0.0","","1","LOG","EXCELLA S.A CAFES"
"31463","31463","1","IMPORT","","0.0","","1","LOG","EVIAN C/O SOGEDIAL"
"31508","31508","1","IMPORT","","0.0","","1","LOG","EUROPEENNE DE CONDIMENT"
"31581","31581","1","IMPORT","","0.0","","1","LOG","ETS FAUGIER CLEMENT"
"31683","31683","1","IMPORT","","0.0","","1","LOG","LA COMPAGNIE DU BISCUIT SA"
"31705","31705","1","IMPORT","","0.0","","1","LOG","TL FOOD"
"31762","31762","1","IMPORT","","0.0","","1","LOG","SALINES DE GUERANDE SA"
"32290","32290","1","IMPORT","","0.0","","1","LOG","GENERAL AR"
"32314","32314","1","IMPORT","","0.0","","1","LOG","ALPLAST"
"32447","32447","1","IMPORT","","0.0","","1","LOG","FERRIGNO FILS"
"32528","32528","1","IMPORT","","0.0","","1","LOG","SURAL SACICC"
"32539","32539","1","IMPORT","","0.0","","1","LOG","FERICO SA"
"32703","32703","1","IMPORT","","0.0","","1","LOG","CAVE VINICOLE DE RIB"
"32787","32787","1","IMPORT","","0.0","","1","LOG","POPPIES BISCUITERIE INTERN NV"
"33106","33106","1","IMPORT","","0.0","","1","LOG","FIZZY SARL"
"33239","33239","1","IMPORT","","0.0","","1","LOG","SA FLODOR"
"33379","33379","1","IMPORT","","0.0","","1","LOG","COVINOR"
"33519","33519","1","IMPORT","","0.0","","1","LOG","FORCHY PATISSIER SA"
"33704","33704","1","IMPORT","","0.0","","1","LOG","COBRECO"
"34162","34162","1","IMPORT","","0.0","","1","LOG","CACI IMPORT"
"34222","34222","1","IMPORT","","0.0","","1","LOG","FRUCTA PARTNER GROUP"
"34368","34368","1","IMPORT","","0.0","","1","LOG","KISBY"
"34423","34423","1","IMPORT","","0.0","","1","LOG","VARTA"
"34473","34473","1","IMPORT","","0.0","","1","LOG","SATURN (APPRO LOGIDIS)"
"34677","34677","1","IMPORT","","0.0","","1","LOG","FRANCE FARINE"
"34769","34769","1","IMPORT","","0.0","","1","LOG","SOCAV SA"
"35013","35013","1","IMPORT","","0.0","","1","LOG","BISCUITS LACYDON SARL"
"35147","35147","1","IMPORT","","0.0","","1","LOG","OLIBET BISCUITS"
"35242","35242","1","IMPORT","","0.0","","1","LOG","BUR ERIC"
"35308","35308","1","IMPORT","","0.0","","1","LOG","PAGES"
"35387","35387","1","IMPORT","","0.0","","1","LOG","EPICES FUCHS"
"35692","35692","1","IMPORT","","0.0","","1","LOG","G A M  (ART CUISINE)"
"35744","35744","1","IMPORT","","0.0","","1","LOG","RIGAL ET FILS SA"
"35939","35939","1","IMPORT","","0.0","","1","LOG","DAILYCER SA"
"35995","35995","1","IMPORT","","0.0","","1","LOG","3.P FRANCE"
"36343","36343","1","IMPORT","","0.0","","1","LOG","CONFISERIE DU TE"
"36447","36447","1","IMPORT","","0.0","","1","LOG","C.G.C  PENNY A ST THURIEN"
"36708","36708","1","IMPORT","","0.0","","1","LOG","VIGNERONS DU SUD OUEST"
"36720","36720","1","IMPORT","","0.0","","1","LOG","RIVIERE"
"37068","37068","1","IMPORT","","0.0","","1","LOG","SOVEX GRANDS CHATEAUX"
"37200","37200","1","IMPORT","","0.0","","1","LOG","C.G.C U.F.M A LOCMINE"
"37233","37233","1","IMPORT","","0.0","","1","LOG","ST OMER BRASSERIE"
"37304","37304","1","IMPORT","","0.0","","1","LOG","GENDREAU"
"3768","3768","1","IMPORT","","0.0","","1","LOG","GROBOST BISCUITS SARL"
"37966","37966","1","IMPORT","","0.0","","1","LOG","CODEFA"
"38618","38618","1","IMPORT","","0.0","","1","LOG","DESPINOY"
"38629","38629","1","IMPORT","","0.0","","1","LOG","SALLES FRERES SA"
"38704","38704","1","IMPORT","","0.0","","1","LOG","BARON DE ROTHSCHILD FRANCE"
"38806","38806","1","IMPORT","","0.0","","1","LOG","BOHELI"
"39570","39570","1","IMPORT","","0.0","","1","LOG","SMDA"
"39610","39610","1","IMPORT","","0.0","","1","LOG","VITHERM"
"39644","39644","1","IMPORT","","0.0","","1","LOG","GRATIEN MEYER SEYDOU"
"39664","39664","1","IMPORT","","0.0","","1","LOG","GRATIEN MEYER SEYDOU"
"39678","39678","1","IMPORT","","0.0","","1","LOG","SEALED AIR CRYOVAC"
"39764","39764","1","IMPORT","","0.0","","1","LOG","GRAND MOULIN DE PARIS"
"40036","40036","1","IMPORT","","0.0","","1","LOG","BEIERSDORF S.A"
"40427","40427","1","IMPORT","","0.0","","1","LOG","ALBATROS SA"
"41057","41057","1","IMPORT","","0.0","","1","LOG","SALAISONS DU JET"
"41179","41179","1","IMPORT","","0.0","","1","LOG","FAMAR LABORATOIRE"
"41237","41237","1","IMPORT","","0.0","","1","LOG","AUZIER-CHABERNAC"
"41274","41274","1","IMPORT","","0.0","","1","LOG","SODIPAN GEORGIA (SCA HYGIENE)"
"41316","41316","1","IMPORT","","0.0","","1","LOG","ROZEMBLIT"
"42242","42242","1","IMPORT","","0.0","","1","LOG","KUCHENMEISTER"
"42681","42681","1","IMPORT","","0.0","","1","LOG","HENAFF"
"42806","42806","1","IMPORT","","0.0","","1","LOG","SPEL"
"42847","42847","1","IMPORT","","0.0","","1","LOG","HEINZ H.J COMPANY SARL"
"42857","42857","1","IMPORT","","0.0","","1","LOG","TOLSA"
"42863","42863","1","IMPORT","","0.0","","1","LOG","HEINEKEN"
"43645","43645","1","IMPORT","","0.0","","1","LOG","LINDER FRANCE"
"43652","43652","1","IMPORT","","0.0","","1","LOG","REXNOV"
"44530","44530","1","IMPORT","","0.0","","1","LOG","PIETERCIL INTERCO"
"44852","44852","1","IMPORT","","0.0","","1","LOG","JACQUOT"
"45164","45164","1","IMPORT","","0.0","","1","LOG","LES JARDINS ST E"
"46285","46285","1","IMPORT","","0.0","","1","LOG","DELTA PLUS"
"46786","46786","1","IMPORT","","0.0","","1","LOG","WAVIN EMBALLAGES"
"47014","47014","1","IMPORT","","0.0","","1","LOG","KELLOGS FRANCE"
"47450","47450","1","IMPORT","","0.0","","1","LOG","KRAFT SUCHARD"
"47453","47453","1","IMPORT","","0.0","","1","LOG","KRONEMBOUR"
"47584","47584","1","IMPORT","","0.0","","1","LOG","LARZUL"
"47663","47663","1","IMPORT","","0.0","","1","LOG","BISCUITERIE DE L'ABBAYE"
"47936","47936","1","IMPORT","","0.0","","1","LOG","C.C.L.F"
"47943","47943","1","IMPORT","","0.0","","1","LOG","CELIA"
"47959","47959","1","IMPORT","","0.0","","1","LOG","METZ ARTHUR"
"48078","48078","1","IMPORT","","0.0","","1","LOG","ABEILLE"
"48088","48088","1","IMPORT","","0.0","","1","LOG","LEAF FRANCE"
"50790","50790","1","IMPORT","","0.0","","1","LOG","LEJAY LAGOUTE"
"50877","50877","1","IMPORT","","0.0","","1","LOG","INTERNATIONAL PAPER"
"51227","51227","1","IMPORT","","0.0","","1","LOG","SPADO SA"
"51357","51357","1","IMPORT","","0.0","","1","LOG","PIETARCIL FRANCE SARL"
"51377","51377","1","IMPORT","","0.0","","1","LOG","DALLI FRANCE"
"51450","51450","1","IMPORT","","0.0","","1","LOG","NESTLE NEDERLAND B.V"
"51545","51545","1","IMPORT","","0.0","","1","LOG","LOC MARIA SA"
"51593","51593","1","IMPORT","","0.0","","1","LOG","PASTACORP"
"51619","51619","1","IMPORT","","0.0","","1","LOG","DELPIERRE MER TRADITION"
"51635","51635","1","IMPORT","","0.0","","1","LOG","RE.LE.VI SPA"
"51660","51660","1","IMPORT","","0.0","","1","LOG","OROMAS FRANCE"
"51698","51698","1","IMPORT","","0.0","","1","LOG","BERGERAC CONSERVERIE SA"
"51712","51712","1","IMPORT","","0.0","","1","LOG","LIGHTBODY EUROPEC"
"51892","51892","1","IMPORT","","0.0","","1","LOG","A.M.H. LABO SAS"
"51908","51908","1","IMPORT","","0.0","","1","LOG","NUTRIMAINE"
"52022","52022","1","IMPORT","","0.0","","1","LOG","TRAOU MAD"
"52181","52181","1","IMPORT","","0.0","","1","LOG","LAMBERTZ HENRY GMBH"
"52202","52202","1","IMPORT","","0.0","","1","LOG","IBERFRUITA MUERZA SA"
"52225","52225","1","IMPORT","","0.0","","1","LOG","RABOSTOCK"
"53069","53069","1","IMPORT","","0.0","","1","LOG","QUICKPACK HAUSHALT & HYGIENE"
"55071","55071","1","IMPORT","","0.0","","1","LOG","LOR(BISCUIT/CONFISERIE)"
"55809","55809","1","IMPORT","","0.0","","1","LOG","VSR"
"55836","55836","1","IMPORT","","0.0","","1","LOG","MARNIER LAPOSTOLLE"
"55862","55862","1","IMPORT","","0.0","","1","LOG","MATHEZ CHOCOLATS"
"55890","55890","1","IMPORT","","0.0","","1","LOG","MAPA GRAND PUBLIC"
"55895","55895","1","IMPORT","","0.0","","1","LOG","BACARDI-MARTINI"
"55985","55985","1","IMPORT","","0.0","","1","LOG","MARS"
"55986","55986","1","IMPORT","","0.0","","1","LOG","MARTIN"
"59719","59719","1","IMPORT","","0.0","","1","LOG","ALBERT MENES"
"59794","59794","1","IMPORT","","0.0","","1","LOG","MELITTA"
"59956","59956","1","IMPORT","","0.0","","1","LOG","MENISSEZ"
"60116","60116","1","IMPORT","","0.0","","1","LOG","COSMEWAX SA"
"60155","60155","1","IMPORT","","0.0","","1","LOG","JACOBSEN BAKERY"
"60168","60168","1","IMPORT","","0.0","","1","LOG","EURO WIPES"
"60270","60270","1","IMPORT","","0.0","","1","LOG","DELIPAPIER"
"60957","60957","1","IMPORT","","0.0","","1","LOG","EURO AGRO FOODS"
"60974","60974","1","IMPORT","","0.0","","1","LOG","MADELEINE BIJOUX"
"60983","60983","1","IMPORT","","0.0","","1","LOG","MICHAUD FAMILLE"
"61009","61009","1","IMPORT","","0.0","","1","LOG","SALINS DU MIDI"
"61049","61049","1","IMPORT","","0.0","","1","LOG","ALIZOL SAS"
"61149","61149","1","IMPORT","","0.0","","1","LOG","FIDELE SAS"
"61221","61221","1","IMPORT","","0.0","","1","LOG","MINIGRIP"
"61254","61254","1","IMPORT","","0.0","","1","LOG","SNACK PARTNERS GMBH"
"61420","61420","1","IMPORT","","0.0","","1","LOG","MOLISANE INDUSTRIE"
"61495","61495","1","IMPORT","","0.0","","1","LOG","FIRMA ROLESKI"
"61547","61547","1","IMPORT","","0.0","","1","LOG","VINAIGRERIE CARVIN"
"61552","61552","1","IMPORT","","0.0","","1","LOG","ALICORNE"
"61589","61589","1","IMPORT","","0.0","","1","LOG","CIP ASSORBENTI"
"61597","61597","1","IMPORT","","0.0","","1","LOG","PROLEA"
"61846","61846","1","IMPORT","","0.0","","1","LOG","MOBIL OIL FRANCAISE"
"61847","61847","1","IMPORT","","0.0","","1","LOG","LES JARDINS DE L'ORBRIE SARL"
"61947","61947","1","IMPORT","","0.0","","1","LOG","NOVACARE / MOUGEOT PAPETERIE"
"62057","62057","1","IMPORT","","0.0","","1","LOG","ST MICHEL BISCUIT"
"62926","62926","1","IMPORT","","0.0","","1","LOG","MELI & MELAPI"
"63049","63049","1","IMPORT","","0.0","","1","LOG","SAVON DE L'ATLANTIQUE SAS"
"63051","63051","1","IMPORT","","0.0","","1","LOG","PEZZULO MOLINI PASTIFICI"
"63132","63132","1","IMPORT","","0.0","","1","LOG","ANCEL CAMACHO"
"63485","63485","1","IMPORT","","0.0","","1","LOG","DUOPOLE"
"63559","63559","1","IMPORT","","0.0","","1","LOG","DANLIND SA"
"64620","64620","1","IMPORT","","0.0","","1","LOG","VICO"
"64915","64915","1","IMPORT","","0.0","","1","LOG","SPONTEX S N C"
"65419","65419","1","IMPORT","","0.0","","1","LOG","BOYLE FRANCE"
"65824","65824","1","IMPORT","","0.0","","1","LOG","OUTSI SARL"
"66022","66022","1","IMPORT","","0.0","","1","LOG","PANZANI"
"66027","66027","1","IMPORT","","0.0","","1","LOG","PATRELLE"
"66029","66029","1","IMPORT","","0.0","","1","LOG","PATRIARCHE"
"66030","66030","1","IMPORT","","0.0","","1","LOG","PAULET PAUL"
"66206","66206","1","IMPORT","","0.0","","1","LOG","PANIER TANGUY"
"66374","66374","1","IMPORT","","0.0","","1","LOG","PATIN"
"67456","67456","1","IMPORT","","0.0","","1","LOG","PERNOD S.A"
"67457","67457","1","IMPORT","","0.0","","1","LOG","UNISABI"
"67475","67475","1","IMPORT","","0.0","","1","LOG","PERRIER-VITTEL-CONTREX"
"68020","68020","1","IMPORT","","0.0","","1","LOG","MR COOKES KITCHEN"
"68335","68335","1","IMPORT","","0.0","","1","LOG","SIPA INTERNATIONAL"
"69516","69516","1","IMPORT","","0.0","","1","LOG","PINTAUD SARL"
"70705","70705","1","IMPORT","","0.0","","1","LOG","PEPSICO FRANCE DIVIS SALES"
"71713","71713","1","IMPORT","","0.0","","1","LOG","MAISON JOHANES BOUBEE SAS"
"71744","71744","1","IMPORT","","0.0","","1","LOG","LOGIDIS CARPIQUET"
"71745","71745","1","IMPORT","","0.0","","1","LOG","LOGIDIS THUIT HEBERT"
"72045","72045","1","IMPORT","","0.0","","1","LOG","MEDITERRANEA PRODUCTOS"
"72105","72105","1","IMPORT","","0.0","","1","LOG","LOGIDIS C/O SOGEDIAL"
"72106","72106","1","IMPORT","","0.0","","1","LOG","LOGIDIS LUNEVILLE CSF"
"72139","72139","1","IMPORT","","0.0","","1","LOG","BISQUIVA"
"72196","72196","1","IMPORT","","0.0","","1","LOG","NOVA SOURCES"
"72200","72200","1","IMPORT","","0.0","","1","LOG","INCASA INDUSTRIAS CATALA"
"72530","72530","1","IMPORT","","0.0","","1","LOG","FRISKIES FRANCE"
"72573","72573","1","IMPORT","","0.0","","1","LOG","ETS QUINSON"
"74042","74042","1","IMPORT","","0.0","","1","LOG","RENOLUX"
"74086","74086","1","IMPORT","","0.0","","1","LOG","NOBLE CHOCOLATES"
"74168","74168","1","IMPORT","","0.0","","1","LOG","CONSERVERIE CINQ OCEANS"
"74335","74335","1","IMPORT","","0.0","","1","LOG","QUADRIPACK"
"74747","74747","1","IMPORT","","0.0","","1","LOG","RICARD SA"
"74754","74754","1","IMPORT","","0.0","","1","LOG","R.C.L EXPORT"
"74872","74872","1","IMPORT","","0.0","","1","LOG","RIGA SA"
"75241","75241","1","IMPORT","","0.0","","1","LOG","AB FOODS"
"75243","75243","1","IMPORT","","0.0","","1","LOG","MANUEL MATEO CANDEL"
"75245","75245","1","IMPORT","","0.0","","1","LOG","EUROCHAMP"
"75392","75392","1","IMPORT","","0.0","","1","LOG","CONSERVAS DANTZA"
"75501","75501","1","IMPORT","","0.0","","1","LOG","CANISSIMO"
"75649","75649","1","IMPORT","","0.0","","1","LOG","ROUGER BISCUITERIE"
"75676","75676","1","IMPORT","","0.0","","1","LOG","ROXANE NORD SOURCE ST LEGER"
"75683","75683","1","IMPORT","","0.0","","1","LOG","ROVAL"
"75732","75732","1","IMPORT","","0.0","","1","LOG","CONSERVES DE FRANCE"
"75765","75765","1","IMPORT","","0.0","","1","LOG","ROZEMBLIT"
"75839","75839","1","IMPORT","","0.0","","1","LOG","PROVINI PET FOOF FRANCE"
"75910","75910","1","IMPORT","","0.0","","1","LOG","ROUGIER BISCUITERIE"
"75968","75968","1","IMPORT","","0.0","","1","LOG","GRANCO NV"
"76334","76334","1","IMPORT","","0.0","","1","LOG","IRECO TRADING"
"76508","76508","1","IMPORT","","0.0","","1","LOG","BRASSERIE LICORNE"
"76654","76654","1","IMPORT","","0.0","","1","LOG","DI VITA S.P.A."
"76747","76747","1","IMPORT","","0.0","","1","LOG","ITASILVA9"
"76869","76869","1","IMPORT","","0.0","","1","LOG","MERBA"
"77018","77018","1","IMPORT","","0.0","","1","LOG","RIO MINTS & SWEETENE"
"77144","77144","1","IMPORT","","0.0","","1","LOG","BISCHOFSZELL PRODUIT"
"77309","77309","1","IMPORT","","0.0","","1","LOG","LUTECE"
"77364","77364","1","IMPORT","","0.0","","1","LOG","ENGEL"
"77546","77546","1","IMPORT","","0.0","","1","LOG","BALTUSSEN"
"77688","77688","1","IMPORT","","0.0","","1","LOG","BELFORT FRANCE"
"77788","77788","1","IMPORT","","0.0","","1","LOG","SIMOS MEDITERRANEAN FOOD"
"77947","77947","1","IMPORT","","0.0","","1","LOG","JODEL PRODUTOS"
"78166","78166","1","IMPORT","","0.0","","1","LOG","SAUPIQUET"
"78311","78311","1","IMPORT","","0.0","","1","LOG","SARBEC"
"78329","78329","1","IMPORT","","0.0","","1","LOG","SA SAMAN EDOUARD PG"
"78801","78801","1","IMPORT","","0.0","","1","LOG","MULDER NATURAL FOOD"
"79149","79149","1","IMPORT","","0.0","","1","LOG","LIVEN SA"
"79156","79156","1","IMPORT","","0.0","","1","LOG","OPTIMAL CARE"
"79309","79309","1","IMPORT","","0.0","","1","LOG","WEPA TROYES SAS"
"79347","79347","1","IMPORT","","0.0","","1","LOG","SL AGRO"
"79485","79485","1","IMPORT","","0.0","","1","LOG","MJ CONDITIONNEMENT"
"79497","79497","1","IMPORT","","0.0","","1","LOG","VILLENEUVE PET FOOD"
"79908","79908","1","IMPORT","","0.0","","1","LOG","TE-PE SA"
"79999","79999","1","ASP","","0.0","","1","LOG","STE CRAF"
"80202","80202","1","IMPORT","","0.0","","1","LOG","CONSERVAS PEDRO LUIS"
"80251","80251","1","IMPORT","","0.0","","1","LOG","SEREBIS"
"80522","80522","1","IMPORT","","0.0","","1","LOG","PIASTEN"
"80552","80552","1","IMPORT","","0.0","","1","LOG","BEERTRADER"
"80576","80576","1","IMPORT","","0.0","","1","LOG","VIOKOX"
"80909","80909","1","IMPORT","","0.0","","1","LOG","ARTEDIST"
"80952","80952","1","IMPORT","","0.0","","1","LOG","CREST INTERNATIONAL"
"80967","80967","1","IMPORT","","0.0","","1","LOG","SILL STE INDUS LAITIER DU LEON"
"80974","80974","1","IMPORT","","0.0","","1","LOG","CURATEX GMBH"
"81041","81041","1","ASP","","0.0","","1","LOG","NESTLE"
"81166","81166","1","IMPORT","","0.0","","1","LOG","SLAUR CHAUVET"
"81222","81222","1","IMPORT","","0.0","","1","LOG","KIMBERLY CLARK"
"81372","81372","1","IMPORT","","0.0","","1","LOG","ADS FRANCE"
"81428","81428","1","IMPORT","","0.0","","1","LOG","SOREAU"
