"AVENI","AVENI","1","ASP","","0.0","","1","LOG","AVENIR SERVICE SARL"
"81486","81486","1","IMPORT","","0.0","","1","LOG","WILLIAM PITTERS"
"81563","81563","1","IMPORT","","0.0","","1","LOG","HARRY'S FRANCE SA"
"81621","81621","1","IMPORT","","0.0","","1","LOG","SOLINEST SA MARO DISTRIBUTION"
"81786","81786","1","IMPORT","","0.0","","1","LOG","STEPHANE C"
"82429","82429","1","IMPORT","","0.0","","1","LOG","BISCUITERIE WILLEMS"
"82523","82523","1","IMPORT","","0.0","","1","LOG","GEOVITA NUTRITION"
"82775","82775","1","IMPORT","","0.0","","1","LOG","ACETIFICI ITALIANI"
"82832","82832","1","IMPORT","","0.0","","1","LOG","TEISSEIRE"
"83066","83066","1","IMPORT","","0.0","","1","LOG","SARA LEE FRANCE"
"83290","83290","1","IMPORT","","0.0","","1","LOG","THION"
"83337","83337","1","IMPORT","","0.0","","1","LOG","SCA HYGIENE PRODUCTS SA"
"83403","83403","1","IMPORT","","0.0","","1","LOG","ALPEM SA"
"84049","84049","1","IMPORT","","0.0","","1","LOG","TIPIAK"
"84530","84530","1","IMPORT","","0.0","","1","LOG","TOURY"
"84897","84897","1","IMPORT","","0.0","","1","LOG","BORGES TRAMIER"
"85499","85499","1","IMPORT","","0.0","","1","LOG","TULIP INTERNATIONAL"
"85723","85723","1","IMPORT","","0.0","","1","LOG","TEMPIER 64 RUE GRIGNAN 1"
"85739","85739","1","IMPORT","","0.0","","1","LOG","UNION BISC"
"85841","85841","1","IMPORT","","0.0","","1","LOG","UNION VIGNERONS COTES DU RHONE"
"85986","85986","1","IMPORT","","0.0","","1","LOG","VAN MELLE"
"86062","86062","1","IMPORT","","0.0","","1","LOG","VACHER ADRIEN (MAISON)"
"86136","86136","1","IMPORT","","0.0","","1","LOG","VAMO EXCEL SA"
"86846","86846","1","IMPORT","","0.0","","1","LOG","VERQUIN CO"
"87041","87041","1","IMPORT","","0.0","","1","LOG","VERJAME ST MAMET"
"87788","87788","1","IMPORT","","0.0","","1","LOG","SVF THIAIS"
"88277","88277","1","IMPORT","","0.0","","1","LOG","SDE"
"88835","88835","1","IMPORT","","0.0","","1","LOG","GEROPA ALSACE BISCUIT"
"89009","89009","1","IMPORT","","0.0","","1","LOG","AFP CENPA"
"89063","89063","1","IMPORT","","0.0","","1","LOG","LOGIDIS CHOLET"
"89819","89819","1","IMPORT","","0.0","","1","LOG","YANNICK BISCUITERIE SA"
"90001","90001","1","IMPORT","","0.0","","1","LOG","LA DOUCE SAS"
"90063","90063","1","IMPORT","","0.0","","1","LOG","SPANGHERO"
"90112","90112","1","IMPORT","","0.0","","1","LOG","SPHERE FRANCE SAS SP METAL"
"90227","90227","1","IMPORT","","0.0","","1","LOG","BRASSERIE DE MONDEVILLE"
"90314","90314","1","IMPORT","","0.0","","1","LOG","PICARD FRIGORIAL"
"90324","90324","1","IMPORT","","0.0","","1","LOG","SOREVI"
"90375","90375","1","IMPORT","","0.0","","1","LOG","INTERFOOD"
"90524","90524","1","IMPORT","","0.0","","1","LOG","LA TABLE EUROPEENNE"
"91626","91626","1","IMPORT","","0.0","","1","LOG","CEPA"
"92344","92344","1","IMPORT","","0.0","","1","LOG","SOPRONEM"
"93380","93380","1","IMPORT","","0.0","","1","LOG","ORALYS DENTAL"
"93420","93420","1","IMPORT","","0.0","","1","LOG","MAGNOLIA SP ZOO"
"94018","94018","1","IMPORT","","0.0","","1","LOG","SWEET PRODUCT SCHOCOLATE"
"94163","94163","1","IMPORT","","0.0","","1","LOG","DULFRANCE"
"94586","94586","1","IMPORT","","0.0","","1","LOG","GLOBAL GREEN GROUP"
"94801","94801","1","IMPORT","","0.0","","1","LOG","SOVENA ESPANA"
"94862","94862","1","IMPORT","","0.0","","1","LOG","ABAFOODS"
"94878","94878","1","IMPORT","","0.0","","1","LOG","MONA NATURPRODUKTE"
"95244","95244","1","IMPORT","","0.0","","1","LOG","CONSERVERIE PROVENCALES"
"95339","95339","1","IMPORT","","0.0","","1","LOG","DEUERER PETCARE"
"95684","95684","1","IMPORT","","0.0","","1","LOG","CHOCOLATERIE BOURGOGNE"
"95779","95779","1","IMPORT","","0.0","","1","LOG","MONDELEZ FRANCE SAS"
"96139","96139","1","IMPORT","","0.0","","1","LOG","SCANA NOLIKO NV"
"96242","96242","1","IMPORT","","0.0","","1","LOG","ERIDANT "" ASIE AUTHENTIQUE"""
"96853","96853","1","IMPORT","","0.0","","1","LOG","MC CAIN FOODS"
"97100","97100","1","ASP","","0.0","","1","LOG","WEST INDIES PACK"
"97101","97101","1","IMPORT","","0.0","","1","LOG","LOGIGUA"
"97113","97113","1","ASP","","0.0","","1","LOG","CAPES DOLE (STE DES EAUX CAPES"
"97122","97122","1","IMPORT","","0.0","","1","LOG","DB DISTRIBUTION"
"97129","97129","1","IMPORT","","0.0","","1","LOG","PK TRADING"
"97141","97141","1","IMPORT","","0.0","","1","LOG","JMVB"
"97142","97142","1","IMPORT","","0.0","","1","LOG","PIERSON MEUNIER"
"97147","97147","1","IMPORT","","0.0","","1","LOG","DUPOUY-SBCC"
"97156","97156","1","ASP","","0.0","","1","LOG","SOFRIBER"
"97199","97199","1","IMPORT","","0.0","","1","LOG","BAZAR"
"972","972","1","IMPORT","","0.0","","1","LOG","SOFRIDIS APPRO"
"97200","97200","1","IMPORT","","0.0","","1","LOG","SOFRIDIS"
"97201","97201","1","IMPORT","","0.0","","1","LOG","MONT PELE SARL"
"97202","97202","1","IMPORT","","0.0","","1","LOG","ROYAL USINE DENEL"
"97203","97203","1","IMPORT","","0.0","","1","LOG","SACHERIE CLERY"
"97204","97204","1","IMPORT","","0.0","","1","LOG","SCAGEX"
"97216","97216","1","IMPORT","","0.0","","1","LOG","SOMADICOM"
"97232","97232","1","ASP","","0.0","","1","LOG","TANIAZINO"
"97235","97235","1","ASP","","0.0","","1","LOG","G&C TRADING"
"97250","97250","1","IMPORT","","0.0","","1","LOG","RACINES"
"97272","97272","1","IMPORT","","0.0","","1","LOG","BRASSERIE VANUXEEM SA"
"97291","97291","1","IMPORT","","0.0","","1","LOG","AUBRET S. A."
"97301","97301","1","IMPORT","","0.0","","1","LOG","STE AGRICOLE DE MANA"
"97316","97316","1","IMPORT","","0.0","","1","LOG","INITIA FOOD"
"97436","97436","1","IMPORT","","0.0","","1","LOG","GALLO SA"
"97453","97453","1","IMPORT","","0.0","","1","LOG","FOODING CAMPAGNY"
"97654","97654","1","IMPORT","","0.0","","1","LOG","MAISON JEAN-BAPTISTE BEJOT"
"97749","97749","1","IMPORT","","0.0","","1","LOG","LAITA INTERNATIONAL"
"97859","97859","1","IMPORT","","0.0","","1","LOG","NATRA CHOCOLATE"
"97860","97860","1","IMPORT","","0.0","","1","LOG","ICT FRANCE"
"97885","97885","1","IMPORT","","0.0","","1","LOG","ZETAR SAS"
"97900","97900","1","IMPORT","","0.0","","1","LOG","GEORGES DARAS"
"97902","97902","1","IMPORT","","0.0","","1","LOG","ASTRA SWEETS"
"97999","97999","1","ASP","","0.0","","1","LOG","CORAM IMPORTS"
"98000","98000","1","IMPORT","","0.0","","1","LOG","BELMA"
"98039","98039","1","IMPORT","","0.0","","1","LOG","BOVETTI CHOCOLATS"
"98100","98100","1","ASP","","0.0","","1","LOG","TROPIC DELICES"
"98134","98134","1","IMPORT","","0.0","","1","LOG","MAPPLE LEAF"
"98156","98156","1","IMPORT","","0.0","","1","LOG","TOUPNOT SA"
"98200","98200","1","ASP","","0.0","","1","LOG","JACQUES NOUY"
"98242","98242","1","IMPORT","","0.0","","1","LOG","VALDIGRANO"
"98247","98247","1","IMPORT","","0.0","","1","LOG","SEURODIS SLU"
"98478","98478","1","IMPORT","","0.0","","1","LOG","NEWLAT"
"98490","98490","1","IMPORT","","0.0","","1","LOG","CONFISERIE VAN DAMME"
"98518","98518","1","IMPORT","","0.0","","1","LOG","COMPTOIR DU BISCUIT"
"98572","98572","1","IMPORT","","0.0","","1","LOG","CAFE LIEGOIS SA"
"98918","98918","1","IMPORT","","0.0","","1","LOG","GMS MEUNERIE SAS"
"98981","98981","1","IMPORT","","0.0","","1","LOG","FRUMESA"
"99068","99068","1","IMPORT","","0.0","","1","LOG","PVI"
"99137","99137","1","IMPORT","","0.0","","1","LOG","SZATMARI KONZERVGYAR"
"99161","99161","1","IMPORT","","0.0","","1","LOG","JUS DE FRUIT ALSACE"
"99321","99321","1","IMPORT","","0.0","","1","LOG","SARL GRAY & CIE"
"99351","99351","1","IMPORT","","0.0","","1","LOG","SAS NV"
"99490","99490","1","IMPORT","","0.0","","1","LOG","I D M"
"99498","99498","1","IMPORT","","0.0","","1","LOG","TSA INTERNATIONAL"
"99589","99589","1","IMPORT","","0.0","","1","LOG","RAIVICO/BERTRAND DE TAVERNAY"
"99635","99635","1","IMPORT","","0.0","","1","LOG","TEXOM"
"99916","99916","1","IMPORT","","0.0","","1","LOG","CHAMPAGNE ADAM GARNOTEL"
"99946","99946","1","IMPORT","","0.0","","1","LOG","WRIGLEY"
"99984","99984","1","IMPORT","","0.0","","1","LOG","MORE CODEFISH"
"99991","99991","1","IMPORT","","0.0","","1","LOG","BEER TRADER"
"99992","99992","1","IMPORT","","0.0","","1","LOG","PENY"
"99997","99997","1","ASP","","0.0","","1","LOG","DRX ENTRPRISE"
"99998","99998","1","ASP","","0.0","","1","LOG","SODIAL NOUY"
"99999","99999","1","IMPORT","","0.0","","1","LOG","TRAOU MAD"
"6828","6828","1","IMPORT","","0.0","","1","CAD","SELBA INDUSTRIE"
"NI","NI","1","IMPORT","","0.0","","1","CAD","NON IDENTIFIE * NE PAS TOUCHER"
"00001","00001","1","IMPORT","","0.0","","1","CAD","LES OLIVIERS ( ATELIER )"
"00002","00002","1","IMPORT","","0.0","","1","CAD","LES OLIVIERS ( PRESTATIONS)"
"00003","00003","1","ASP","","0.0","","1","CAD","FOURNISSEURS DIVERS GUADELOUPE"
"00010","00010","1","ASP","","0.0","","1","CAD","DOMAINE DES ECORES"
"00011","00011","1","ASP","","0.0","","1","CAD","EXOTICA GEL SARL"
"00012","00012","1","ASP","","0.0","","1","CAD","MARCHE CARAIBES"
"00013","00013","1","ASP","","0.0","","1","CAD","DORLIN JOSEPH"
"00014","00014","1","ASP","","0.0","","1","CAD","DI PASTOÀ"
"00015","00015","1","IMPORT","","0.0","","1","CAD","ISLAND FOOD INTERNATIONAL, INC"
"00016","00016","1","IMPORT","","0.0","","1","CAD","PRODUITS DE LA MER INTERN."
"00017","00017","1","IMPORT","","0.0","","1","CAD","ABCHEE & FILS"
"00018","00018","1","IMPORT","","0.0","","1","CAD","PRODUITS NOUVELLE ZELANDE"
"00019","00019","1","IMPORT","","0.0","","1","CAD","CODEPEG GUYANE"
"00020","00020","1","ASP","","0.0","","1","CAD","GANAPATI"
"00021","00021","1","ASP","","0.0","","1","CAD","SOFRIGEL"
"00022","00022","1","ASP","","0.0","","1","CAD","SEBRONSHI CAN'ANTILLES"
"00024","00024","1","ASP","","0.0","","1","CAD","G.F.I."
"00026","00026","1","ASP","","0.0","","1","CAD","CARIBBEAN FOOD INDUSTRY"
"00271","00271","1","IMPORT","","0.0","","1","CAD","R.P.A. (ROUE DU PAYS D'AUGE)"
"01680","01680","1","IMPORT","","0.0","","1","CAD","ASIA GENERAL FOOD"
"01879","01879","1","IMPORT","","0.0","","1","CAD","FRANCE CHAMPIGNON"
"03682","03682","1","IMPORT","","0.0","","1","CAD","PROMOCIONES CARIBE INVEST"
"03688","03688","1","ASP","","0.0","","1","CAD","KRUSTAFISH"
"05316","05316","1","IMPORT","","0.0","","1","CAD","MAGDA"
"05509","05509","1","IMPORT","","0.0","","1","CAD","TOQUE D'ALSACE"
"06035","06035","1","IMPORT","","0.0","","1","CAD","FISH & CO"
"08737","08737","1","IMPORT","","0.0","","1","CAD","INTERFOOD"
"08755","08755","1","IMPORT","","0.0","","1","CAD","BONDUELLE"
"08776","08776","1","IMPORT","","0.0","","1","CAD","GELAGRI BRETAGNE S.A."
"08982","08982","1","IMPORT","","0.0","","1","CAD","ORLY GEL"
"10147","10147","1","IMPORT","","0.0","","1","CAD","PERRIER"
"10969","10969","1","IMPORT","","0.0","","1","CAD","CAP BG"
"11701","11701","1","IMPORT","","0.0","","1","CAD","PICKENPACK"
"13690","13690","1","IMPORT","","0.0","","1","CAD","PINGUIN BELGIQUE"
"14330","14330","1","IMPORT","","0.0","","1","CAD","SOCOPA VILLEFRANCHE"
"16800","16800","1","IMPORT","","0.0","","1","CAD","ATLANTIQUE ALIMENTAIRE"
"18113","18113","1","IMPORT","","0.0","","1","CAD","FINDUS FRANCE"
"19710","19710","1","IMPORT","","0.0","","1","CAD","FRANCE KEBAB"
"20165","20165","1","ASP","","0.0","","1","CAD","SAVEURS DES TROPIQUES"
"20179","20179","1","ASP","","0.0","","1","CAD","HAI YUANG DISTRIBUTION"
"20478","20478","1","ASP","","0.0","","1","CAD","LES DELICES SURGELES"
"20695","20695","1","ASP","","0.0","","1","CAD","KRUSTANORD"
"20799","20799","1","ASP","","0.0","","1","CAD","UPFRUIT SARL"
"20800","20800","1","ASP","","0.0","","1","CAD","OCEAN DISTRIBUTION"
"22308","22308","1","IMPORT","","0.0","","1","CAD","HUMANA MILCHUNION"
"22555","22555","1","IMPORT","","0.0","","1","CAD","DAVIGEL"
"23009","23009","1","IMPORT","","0.0","","1","CAD","ZZZZZ"
"23089","23089","1","IMPORT","","0.0","","1","CAD","ARRIVE S.A./MAITRE COQ"
"24848","24848","1","IMPORT","","0.0","","1","CAD","VITACUIRE S.A."
"25659","25659","1","IMPORT","","0.0","","1","CAD","SOLE MIO"
"26448","26448","1","IMPORT","","0.0","","1","CAD","FRIGOR"
"26522","26522","1","IMPORT","","0.0","","1","CAD","GELAZUR S.A."
"26565","26565","1","IMPORT","","0.0","","1","CAD","FREIBERGER"
"26706","26706","1","IMPORT","","0.0","","1","CAD","ESCAL SA"
"26902","26902","1","IMPORT","","0.0","","1","CAD","VOLAVEN"
"30293","30293","1","IMPORT","","0.0","","1","CAD","STE JACQUET S.EXPORT"
"30671","30671","1","IMPORT","","0.0","","1","CAD","DELPEYRAT S.A."
"30833","30833","1","IMPORT","","0.0","","1","CAD","YSCO"
"31663","31663","1","IMPORT","","0.0","","1","CAD","HONORE JANIN"
"32213","32213","1","IMPORT","","0.0","","1","CAD","GARTAL SA"
"32215","32215","1","IMPORT","","0.0","","1","CAD","GASTRONOME"
"32488","32488","1","IMPORT","","0.0","","1","CAD","MARIE"
"32557","32557","1","IMPORT","","0.0","","1","CAD","GEWY SURGELES"
"32679","32679","1","IMPORT","","0.0","","1","CAD","CAILLOR"
"32680","32680","1","IMPORT","","0.0","","1","CAD","MARTINE SPECIALITES"
"33261","33261","1","IMPORT","","0.0","","1","CAD","FLECHARD"
"33266","33266","1","IMPORT","","0.0","","1","CAD","FOUCTEAU"
"34831","34831","1","IMPORT","","0.0","","1","CAD","PRODISAL SAS"
"35600","35600","1","IMPORT","","0.0","","1","CAD","FRANCE EUROPE"
"35861","35861","1","IMPORT","","0.0","","1","CAD","GIRKI"
"38000","38000","1","IMPORT","","0.0","","1","CAD","ZZZZZ"
"38002","38002","1","IMPORT","","0.0","","1","CAD","UHRENHOLT AS (EX EMBORG)"
"38027","38027","1","IMPORT","","0.0","","1","CAD","C.M.E. FROID"
"38219","38219","1","IMPORT","","0.0","","1","CAD","DAREGAL"
"39938","39938","1","IMPORT","","0.0","","1","CAD","ROLLI FRANCE"
"39967","39967","1","IMPORT","","0.0","","1","CAD","JESTIN S.A.S."
"42442","42442","1","IMPORT","","0.0","","1","CAD","VOLAILLES DE KERANNA S.A.S."
"48007","48007","1","IMPORT","","0.0","","1","CAD","DIRAFROST FFI"
"50791","50791","1","IMPORT","","0.0","","1","CAD","UNION VIANDE"
"56270","56270","1","IMPORT","","0.0","","1","CAD","ALLMEX"
"61717","61717","1","IMPORT","","0.0","","1","CAD","POUJOL FRERES"
"67243","67243","1","IMPORT","","0.0","","1","CAD","FRAN«AISE GASTRONOMIE"
"76117","76117","1","IMPORT","","0.0","","1","CAD","CAPA"
"79610","79610","1","IMPORT","","0.0","","1","CAD","BEAUMARAIS"
"82285","82285","1","IMPORT","","0.0","","1","CAD","MONFORT S.A."
"82298","82298","1","IMPORT","","0.0","","1","CAD","G.B.V. (GERARD BONNET VIANDE)"
"82303","82303","1","IMPORT","","0.0","","1","CAD","SOVIGEL"
"84049","84049","1","IMPORT","","0.0","","1","CAD","TIPIAK"
"88646","88646","1","IMPORT","","0.0","","1","CAD","VANEL"
"88816","88816","1","IMPORT","","0.0","","1","CAD","VOLAGEL ( GIBIER )"
"88853","88853","1","IMPORT","","0.0","","1","CAD","HORAFROST"
"88854","88854","1","IMPORT","","0.0","","1","CAD","BEGRO"
"88884","88884","1","IMPORT","","0.0","","1","CAD","VALINDUS"
"90012","90012","1","ASP","","0.0","","1","CAD","PROMOCASH KARUCASH"
"90048","90048","1","ASP","","0.0","","1","CAD","MARTINIQUE VIANDES"
"90135","90135","1","IMPORT","","0.0","","1","CAD","SOPRAT PERE DODU"
"90170","90170","1","IMPORT","","0.0","","1","CAD","U. F. P."
"90180","90180","1","IMPORT","","0.0","","1","CAD","PLOERMEL ABC"
"90223","90223","1","IMPORT","","0.0","","1","CAD","POMONA SURGELES"
"90226","90226","1","IMPORT","","0.0","","1","CAD","POPY"
"90292","90292","1","IMPORT","","0.0","","1","CAD","GENERALE SURGELATION"
"90314","90314","1","IMPORT","","0.0","","1","CAD","PICARD"
"90433","90433","1","IMPORT","","0.0","","1","CAD","ICIBEX"
"90596","90596","1","IMPORT","","0.0","","1","CAD","HOA NAM"
"90691","90691","1","IMPORT","","0.0","","1","CAD","XAVIER GOURMET"
"90774","90774","1","IMPORT","","0.0","","1","CAD","CITE MARINE"
"90775","90775","1","IMPORT","","0.0","","1","CAD","ROLLAND S.A."
"90786","90786","1","IMPORT","","0.0","","1","CAD","BONNY ANDRE"
"90844","90844","1","IMPORT","","0.0","","1","CAD","SECOUE"
"90997","90997","1","IMPORT","","0.0","","1","CAD","SERVIANDE"
"91225","91225","1","IMPORT","","0.0","","1","CAD","LORIENTEX"
"91261","91261","1","IMPORT","","0.0","","1","CAD","TILLY SABCO S.A."
"91440","91440","1","IMPORT","","0.0","","1","CAD","ALLONNES"
"91441","91441","1","IMPORT","","0.0","","1","CAD","ALLONNES PRODUITS N∞1"
"91442","91442","1","IMPORT","","0.0","","1","CAD","ALLONNES PROD. CARREFOUR"
"91443","91443","1","IMPORT","","0.0","","1","CAD","ALLONNES ECLATEMENT"
"91444","91444","1","IMPORT","","0.0","","1","CAD","ALLONNES PROD. CARREF.DISCOUNT"
"91700","91700","1","IMPORT","","0.0","","1","CAD","DUC VOLAVEN"
"97172","97172","1","IMPORT","","0.0","","1","CAD","BOMBARDIER JOHNSON INTERN. INC"
"97182","97182","1","IMPORT","","0.0","","1","CAD","HARRY'S EPIGRILL"
"97190","97190","1","ASP","","0.0","","1","CAD","ETS BERTHILY'S"
"97224","97224","1","IMPORT","","0.0","","1","CAD","SIMBI"
"97232","97232","1","IMPORT","","0.0","","1","CAD","AUBRET"
"97409","97409","1","IMPORT","","0.0","","1","CAD","FRIAL S.A."
"97437","97437","1","IMPORT","","0.0","","1","CAD","SERVIFRAIS"
"97590","97590","1","IMPORT","","0.0","","1","CAD","CHAPIN"
"97594","97594","1","IMPORT","","0.0","","1","CAD","CHARAL SURGELÈS (TELEVENTE)"
"97661","97661","1","IMPORT","","0.0","","1","CAD","PESCANOVA FRANCER S.A."
"97662","97662","1","IMPORT","","0.0","","1","CAD","D÷HLER FRANCE"
"97971","97971","1","IMPORT","","0.0","","1","CAD","B.S.A."
"97986","97986","1","IMPORT","","0.0","","1","CAD","LE GOUMET D'ALSACE"
"98099","98099","1","IMPORT","","0.0","","1","CAD","SOCOPA CHERRE"
"98205","98205","1","IMPORT","","0.0","","1","CAD","BOIRON"
"98400","98400","1","IMPORT","","0.0","","1","CAD","JEAN STALAVEN"
"98473","98473","1","IMPORT","","0.0","","1","CAD","EMBORG"
"98492","98492","1","IMPORT","","0.0","","1","CAD","CULINA"
"98550","98550","1","IMPORT","","0.0","","1","CAD","ROYAL CHAMPIGNON"
"98624","98624","1","IMPORT","","0.0","","1","CAD","MAC CAIN"
"98625","98625","1","IMPORT","","0.0","","1","CAD","MAC CAIN R.H.F."
"98727","98727","1","IMPORT","","0.0","","1","CAD","SABCO L'ORIENT"
"98772","98772","1","IMPORT","","0.0","","1","CAD","SPANGHERO S.A."
"98839","98839","1","IMPORT","","0.0","","1","CAD","BROSSARD SURG SA"
"98912","98912","1","IMPORT","","0.0","","1","CAD","POPY FRERES"
"98999","98999","1","IMPORT","","0.0","","1","CAD","S . E . B ."
"99093","99093","1","IMPORT","","0.0","","1","CAD","ETS BERNI"
"99115","99115","1","IMPORT","","0.0","","1","CAD","ORIENTAL VIANDES"
"99132","99132","1","IMPORT","","0.0","","1","CAD","DOUX SA"
"99152","99152","1","IMPORT","","0.0","","1","CAD","GORCY/VIVAGEL"
"99153","99153","1","IMPORT","","0.0","","1","CAD","UNILEVER (EX MEMO)"
"99193","99193","1","IMPORT","","0.0","","1","CAD","BRIDEL LAITERIES"
"99228","99228","1","IMPORT","","0.0","","1","CAD","UNICOPA ( PIC PIC )"
"99997","99997","1","IMPORT","","0.0","","1","CAD","SOGEDIAL INTERNATIONAL"
"99998","99998","1","IMPORT","","0.0","","1","CAD","SOGEDIAL GATT"
"99999","99999","1","IMPORT","","0.0","","1","CAD","SOGEDIAL"
"00000","00000","1","IMPORT","","0.0","","1","SEB",""
"00001","00001","1","IMPORT","","0.0","","1","SEB",""
"00002","00002","1","IMPORT","","0.0","","1","SEB","LACTALIS SOCIETE DES CAVES"
"00010","00010","1","IMPORT","","0.0","","1","SEB","ISLAND FOOD INTERN. INC"
"00011","00011","1","IMPORT","","0.0","","1","SEB","INTERFOOD"
"00020","00020","1","IMPORT","","0.0","","1","SEB","COFRAMCA CANADA"
"00030","00030","1","IMPORT","","0.0","","1","SEB","S.N.C.  (SIDNEY)"
"00050","00050","1","ASP","","0.0","","1","SEB","FOURNISSEURS LOCAUX"
"00064","00064","1","IMPORT","","0.0","","1","SEB","CHARCUPAC LOGIDIS"
"00095","00095","1","IMPORT","","0.0","","1","SEB","LACTALIS"
"00100","00100","1","IMPORT","","0.0","","1","SEB","DELICEMER (AVION)"
"00120","00120","1","IMPORT","","0.0","","1","SEB","FRANCE FOOD (AVION)"
"00140","00140","1","IMPORT","","0.0","","1","SEB","MAROC FINES HERBES (AVION)"
"00160","00160","1","IMPORT","","0.0","","1","SEB","NANTIAL (AVION)"
"00180","00180","1","IMPORT","","0.0","","1","SEB","REGALETTE (AVION)"
"00194","00194","1","IMPORT","","0.0","","1","SEB","LESIEUR"
"00200","00200","1","IMPORT","","0.0","","1","SEB","VINAS (AVION)"
"00210","00210","1","IMPORT","","0.0","","1","SEB","POMONA (AVION)"
"00220","00220","1","IMPORT","","0.0","","1","SEB","LA TOQUE (AVION)"
"00230","00230","1","IMPORT","","0.0","","1","SEB","DIRECT OCEAN (AVION)"
"00240","00240","1","IMPORT","","0.0","","1","SEB","MANDAR (AVION)"
"00250","00250","1","IMPORT","","0.0","","1","SEB","FRUITS ROUGES (AVION)"
"00322","00322","1","IMPORT","","0.0","","1","SEB","LACTALIS S.A.F.R"
"00323","00323","1","IMPORT","","0.0","","1","SEB","CABY"
"00325","00325","1","IMPORT","","0.0","","1","SEB","EURIAL POUTOURAINE GRD FERMAGE"
"00333","00333","1","IMPORT","","0.0","","1","SEB","BONGRAIN EXPORT"
"00338","00338","1","IMPORT","","0.0","","1","SEB","EUREXIA"
"00727","00727","1","IMPORT","","0.0","","1","SEB","ALIMENT SYSTEME"
"00972","00972","1","IMPORT","","0.0","","1","SEB","DELICE LOCALE"
"00993","00993","1","IMPORT","","0.0","","1","SEB","MERALIM"
"01001","01001","1","IMPORT","","0.0","","1","SEB","FOURNISSEURS DIVERS"
"01204","01204","1","IMPORT","","0.0","","1","SEB","VALMARTIN"
"01339","01339","1","IMPORT","","0.0","","1","SEB","AMBROSI"
"01340","01340","1","IMPORT","","0.0","","1","SEB","ANDROS"
"01400","01400","1","IMPORT","","0.0","","1","SEB","COMPTOIR COMMERCIAL D'ORIENT"
"01591","01591","1","IMPORT","","0.0","","1","SEB","DELMOTE FRANCK"
"01592","01592","1","IMPORT","","0.0","","1","SEB","DELICE DE"
"02025","02025","1","IMPORT","","0.0","","1","SEB","PREDAULT"
"02126","02126","1","IMPORT","","0.0","","1","SEB","PROTAGORAS"
"02127","02127","1","IMPORT","","0.0","","1","SEB","PROCANAR"
"02326","02326","1","IMPORT","","0.0","","1","SEB","PYRENEFROM"
"03930","03930","1","IMPORT","","0.0","","1","SEB","PANORIENT"
"03940","03940","1","IMPORT","","0.0","","1","SEB","PAIN CONCE"
"03941","03941","1","IMPORT","","0.0","","1","SEB","PAILLARD"
"03943","03943","1","IMPORT","","0.0","","1","SEB","PALACE PRO"
"04073","04073","1","IMPORT","","0.0","","1","SEB","SALAISONS MONTAGNE NOIRE PYREN"
"04183","04183","1","IMPORT","","0.0","","1","SEB","CALIXTE COCHONOU EXPORT SNC"
"04184","04184","1","IMPORT","","0.0","","1","SEB","CAILLOR"
"04206","04206","1","IMPORT","","0.0","","1","SEB","LES FINES TRANCHES"
"04798","04798","1","IMPORT","","0.0","","1","SEB","E.F FRANCE"
"05057","05057","1","IMPORT","","0.0","","1","SEB","BEL INTERNATIONAL"
"05058","05058","1","IMPORT","","0.0","","1","SEB","BISC ANNE DE BEAUJEU"
"05059","05059","1","IMPORT","","0.0","","1","SEB","BIO FOURNIL"
"05178","05178","1","IMPORT","","0.0","","1","SEB","BESNIER INTERNATIONAL"
"06547","06547","1","IMPORT","","0.0","","1","SEB","CIPAL"
"07145","07145","1","IMPORT","","0.0","","1","SEB","RANDY"
"07150","07150","1","IMPORT","","0.0","","1","SEB","REGIONAL FOODS"
"07200","07200","1","IMPORT","","0.0","","1","SEB","SPECIALITES"
"07310","07310","1","IMPORT","","0.0","","1","SEB","ST DENIS"
"07311","07311","1","IMPORT","","0.0","","1","SEB","ST ANDRE"
"07420","07420","1","IMPORT","","0.0","","1","SEB","ST MALO"
"10363","10363","1","IMPORT","","0.0","","1","SEB","L.S.D.H."
"11716","11716","1","IMPORT","","0.0","","1","SEB","TEMPE"
"12299","12299","1","IMPORT","","0.0","","1","SEB","LPFH LES PRODUITS FRANCO"
"13036","13036","1","IMPORT","","0.0","","1","SEB","CHAMSYL"
"13210","13210","1","IMPORT","","0.0","","1","SEB","BUTON"
"14263","14263","1","IMPORT","","0.0","","1","SEB","JB GASTRON"
"14264","14264","1","IMPORT","","0.0","","1","SEB","JUSTIN BRIDOU"
"15029","15029","1","IMPORT","","0.0","","1","SEB","LANGUEDOC SALAISONS"
"15030","15030","1","IMPORT","","0.0","","1","SEB","LARNAUDIE"
"15031","15031","1","IMPORT","","0.0","","1","SEB","LANGLOY'S"
"17555","17555","1","IMPORT","","0.0","","1","SEB","ANTOINE AUGE"
"17734","17734","1","IMPORT","","0.0","","1","SEB","PAUL PREDAULT"
"18123","18123","1","IMPORT","","0.0","","1","SEB","CHARAL S.A."
"18124","18124","1","IMPORT","","0.0","","1","SEB","CHARRADE"
"18189","18189","1","IMPORT","","0.0","","1","SEB","VLELVY"
"18467","18467","1","IMPORT","","0.0","","1","SEB","RIANS"
"19200","19200","1","IMPORT","","0.0","","1","SEB","VERGEER"
"20136","20136","1","IMPORT","","0.0","","1","SEB","ELIVIA"
"20137","20137","1","IMPORT","","0.0","","1","SEB","MONFORT"
"20138","20138","1","IMPORT","","0.0","","1","SEB","EL POZO"
