"CRF","1","","LOG","","C81282","","20170603","99999999","O","N","2.85","","","","0","0","0","0","LOG02CRF20170603"
"","1","C90013","LOG","","G35691","","20180618","20180708","","","1.00","","","EF","1100","0","1100","0","LOG020520"
"","1","C60047","LOG","","G35691","","20180618","20180708","","","1.00","","","EF","300","0","300","0","LOG020521"
"","1","C90128","LOG","","G35691","","20180618","20180708","","","1.00","","","EF","550","0","550","0","LOG020522"
"","1","C90032","LOG","","G35691","","20180618","20180708","","","1.00","","","EF","1100","0","1100","0","LOG020523"
"","1","C90033","LOG","","G35691","","20180618","20180708","","","1.00","","","EF","550","0","550","0","LOG020524"
"","1","C60012","LOG","","G35691","","20180618","20180708","","","1.00","","","EF","1100","0","1100","0","LOG020525"
"","1","C50054","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","200","0","200","0","LOG020781"
"","1","C63221","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","50","0","50","0","LOG020782"
"","1","C88028","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","100","0","100","0","LOG020783"
"","1","C88006","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","200","100","100","0","LOG020784"
"","1","C88013","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","10","0","10","0","LOG020785"
"","1","C88024","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","10","0","10","0","LOG020786"
"","1","C88031","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","30","0","30","0","LOG020787"
"","1","C88034","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","40","0","40","0","LOG020788"
"","1","C88036","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","10","0","10","0","LOG020789"
"","1","C88005","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","0","0","0","0","LOG020790"
"","1","C63222","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","100","0","100","0","LOG020791"
"","1","C88004","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","300","0","300","0","LOG020792"
"","1","C88009","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","30","0","30","0","LOG020793"
"","1","C88041","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","80","0","80","0","LOG020794"
"","1","C88042","LOG","","G35691","","20180619","20180708","","","1.00","","","EF","0","0","0","0","LOG021074"
"","1","C90013","LOG","","H93227","","20180618","20180708","","","0.99","","","EF","120","0","120","0","LOG020520"
"","1","C60047","LOG","","H93227","","20180618","20180708","","","0.99","","","EF","48","0","48","0","LOG020521"
"","1","C90128","LOG","","H93227","","20180618","20180708","","","0.99","","","EF","132","0","132","0","LOG020522"
"","1","C90032","LOG","","H93227","","20180618","20180708","","","0.99","","","EF","120","0","120","0","LOG020523"
"","1","C90033","LOG","","H93227","","20180618","20180708","","","0.99","","","EF","120","0","120","0","LOG020524"
"","1","C60012","LOG","","H93227","","20180618","20180708","","","0.99","","","EF","240","0","240","0","LOG020525"
"CRF","1","","LOG","","L26009","","20170603","99999999","O","N","13.48","","","","0","0","0","0","LOG02CRF20170603"
