"","2","C22026","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","48","24","24","0","SOF017584"
"","2","C22006","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","48","24","24","0","SOF017585"
"","2","C22019","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","48","24","24","0","SOF017586"
"","2","C22034","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","24","0","24","0","SOF017587"
"","2","C22029","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","48","24","24","0","SOF017588"
"","2","C22003","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","48","24","24","0","SOF017589"
"","2","C22011","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","24","24","0","0","SOF017590"
"","2","C22025","SOF","","AP0310","","20180618","20180708","","","3.45","","","EF","48","48","0","0","SOF017591"
"","2","C14411","SOF","","AP0310","","20180618","20180708","","","3.61","","","EF","0","0","0","0","SOF017611"
"","2","C21011","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","0","0","0","0","SOF017676"
"","2","C21007","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","1","0","1","0","SOF017677"
"","2","C21003","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","1","0","1","0","SOF017678"
"","2","C21005","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","1","0","1","0","SOF017679"
"","2","C21010","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","1","0","1","0","SOF017680"
"","2","C21006","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","1","0","1","0","SOF017681"
"","2","C21008","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","1","0","1","0","SOF017682"
"","2","C21012","SOF","","BBQ100","","20180618","20180708","","","385.03","","","EF","0","0","0","0","SOF017683"
"","2","C21013","SOF","","H55114","","20180625","20180711","","","1.36","","","EF","1122","1122","0","0","SOF017693"
"","2","C21011","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","0","0","0","0","SOF017676"
"","2","C21007","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","18","0","18","0","SOF017677"
"","2","C21003","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","12","0","12","0","SOF017678"
"","2","C21005","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","24","0","24","0","SOF017679"
"","2","C21010","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","18","0","18","0","SOF017680"
"","2","C21006","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","24","0","24","0","SOF017681"
"","2","C21008","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","18","0","18","0","SOF017682"
"","2","C21012","SOF","","I80495","","20180618","20180708","","","9.82","","","EF","0","0","0","0","SOF017683"
"","2","C21011","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","0","0","0","0","SOF017676"
"","2","C21007","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","30","0","30","0","SOF017677"
"","2","C21003","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","24","0","24","0","SOF017678"
"","2","C21005","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","54","0","54","0","SOF017679"
"","2","C21010","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","42","0","42","0","SOF017680"
"","2","C21006","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","60","0","60","0","SOF017681"
"","2","C21008","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","30","0","30","0","SOF017682"
"","2","C21012","SOF","","I92371","","20180618","20180708","","","5.84","","","EF","0","0","0","0","SOF017683"
"903","2","","SOF","","L10112","","20150819","99999999","O","N","0.91","","","","0","0","0","0","SOF0190320150819"
"911","2","","SOF","","L10112","","20150821","99999999","O","N","0.91","","","","0","0","0","0","SOF0191120150821"
"PRO","2","","SOF","","L10112","","20150921","99999999","O","N","0.91","","","","0","0","0","0","SOF01PRO20150921"
"902","2","","SOF","","L10112","","20160301","99999999","O","N","0.91","","","","0","0","0","0","SOF0190220160301"
"TIP","2","","SOF","","L10112","","20160319","99999999","O","N","0.91","","","","0","0","0","0","SOF01TIP20160319"
"903","2","","SOF","","L10114","","20150819","99999999","O","N","0.78","","","","0","0","0","0","SOF0190320150819"
"911","2","","SOF","","L10114","","20150821","99999999","O","N","0.78","","","","0","0","0","0","SOF0191120150821"
"8A8","2","","SOF","","L10114","","20150921","99999999","O","N","0.75","","","","0","0","0","0","SOF018A820150921"
"PRO","2","","SOF","","L10114","","20150921","99999999","O","N","0.78","","","","0","0","0","0","SOF01PRO20150921"
"CEX","2","","SOF","","L10114","","20150921","99999999","O","N","0.75","","","","0","0","0","0","SOF01CEX20150921"
"CMK","2","","SOF","","L10114","","20151204","99999999","O","N","0.73","","","","0","0","0","0","SOF02CMK20151204"
"902","2","","SOF","","L10114","","20160301","99999999","O","N","0.78","","","","0","0","0","0","SOF0190220160301"
"TIP","2","","SOF","","L10114","","20160319","99999999","O","N","0.78","","","","0","0","0","0","SOF01TIP20160319"
"CRF","2","","SOF","","L10114","","20160630","99999999","O","N","0.70","","","","0","0","0","0","SOF01CRF20160630"
"CMK","2","","SOF","","L10115","","20150605","99999999","O","N","0.77","","","","0","0","0","0","SOF02CMK20150605"
"903","2","","SOF","","L10115","","20150819","99999999","O","N","0.82","","","","0","0","0","0","SOF0190320150819"
"911","2","","SOF","","L10115","","20150821","99999999","O","N","0.82","","","","0","0","0","0","SOF0191120150821"
"8A8","2","","SOF","","L10115","","20150921","99999999","O","N","0.80","","","","0","0","0","0","SOF018A820150921"
"PRO","2","","SOF","","L10115","","20150921","99999999","O","N","0.82","","","","0","0","0","0","SOF01PRO20150921"
"CEX","2","","SOF","","L10115","","20150921","99999999","O","N","0.80","","","","0","0","0","0","SOF01CEX20150921"
"902","2","","SOF","","L10115","","20160301","99999999","O","N","0.82","","","","0","0","0","0","SOF0190220160301"
"TIP","2","","SOF","","L10115","","20160319","99999999","O","N","0.82","","","","0","0","0","0","SOF01TIP20160319"
"CRF","2","","SOF","","L10115","","20160630","99999999","O","N","0.75","","","","0","0","0","0","SOF01CRF20160630"
"","2","C22026","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","50","40","10","0","SOF017584"
"","2","C22006","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","50","40","10","0","SOF017585"
"","2","C22019","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","50","0","50","0","SOF017586"
"","2","C22034","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","50","20","30","0","SOF017587"
"","2","C22029","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","50","30","20","0","SOF017588"
"","2","C22003","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","80","30","50","0","SOF017589"
"","2","C22011","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","30","10","20","0","SOF017590"
"","2","C22025","SOF","","L10116","","20180618","20180708","","","0.88","","","EF","50","40","10","0","SOF017591"
